DyadId,ConflictId,Location,SideA,SideA2nd,SideB,SideBID,SideB2nd,Incompatibility,TerritoryName,Year,IntensityLevel,TypeOfConflict,StartDate,StartPrec,StartDate2,StartPrec2,GWNoA,GWNoA2nd,GWNoB,GWNoB2nd,GWNoLoc,Region,Version
531,1-106,"Israel, Syria",Government of Israel,,Government of Syria,652,,1,Golan Heights,1973,2,2,1967-06-05,1,1973-10-06,1,666,,652,,"652, 666",2,1.0-2016
532,1-108,"China, Myanmar (Burma)",Government of China,,Government of Myanmar (Burma),775,,1,Common Border,1969,1,2,1969-02-28,4,1969-02-28,4,710,,775,,"710, 775",3,1.0-2016
533,1-109,"China, Russia (Soviet Union)",Government of China,,Government of Russia (Soviet Union),365,,1,Ussuri river,1969,1,2,1969-03-02,1,1969-03-02,1,710,,365,,"365, 710","1, 3",1.0-2016
534,1-110,"El Salvador, Honduras",Government of El Salvador,,Government of Honduras,91,,1,Common Border,1969,2,2,1969-07-03,2,1969-07-03,2,92,,91,,"91, 92",5,1.0-2016
535,1-154,"Chad, Nigeria",Government of Chad,,Government of Nigeria,475,,1,Lake Chad,1983,1,2,1983-04-18,1,1983-04-24,1,483,,475,,"475, 483",4,1.0-2016
536,1-153,Kenya,Government of Kenya,,Military faction (forces of Hezekiah Ochuka),1365,,2,,1982,1,3,1982-08-01,1,1982-08-01,1,501,,,,501,4,1.0-2016
537,1-161,"Laos, Thailand",Government of Laos,,Government of Thailand,800,,1,Common Border,1986,1,2,1982-06-16,1,1986-12-31,5,812,,800,,"800, 812",3,1.0-2016
537,1-161,"Laos, Thailand",Government of Laos,,Government of Thailand,800,,1,Common Border,1987,1,2,1982-06-16,1,1986-12-31,5,812,,800,,"800, 812",3,1.0-2016
537,1-161,"Laos, Thailand",Government of Laos,,Government of Thailand,800,,1,Common Border,1988,1,2,1982-06-16,1,1986-12-31,5,812,,800,,"800, 812",3,1.0-2016
538,1-160,"Burkina Faso, Mali",Government of Burkina Faso,,Government of Mali,432,,1,Agacher Strip,1985,1,2,1985-12-25,1,1985-12-26,2,439,,432,,"432, 439",4,1.0-2016
539,1-158,Cameroon,Government of Cameroon,,Military faction (forces of Ibrahim Saleh),1366,,2,,1984,1,3,1984-04-06,1,1984-04-06,1,471,,,,471,4,1.0-2016
