DyadId,ConflictId,Location,SideA,SideA2nd,SideB,SideBID,SideB2nd,Incompatibility,TerritoryName,Year,IntensityLevel,TypeOfConflict,StartDate,StartPrec,StartDate2,StartPrec2,GWNoA,GWNoA2nd,GWNoB,GWNoB2nd,GWNoLoc,Region,Version
1,1-191,Algeria,Government of Algeria,,AIS,1389,,2,,1992,1,3,1985-08-27,1,1992-03-10,5,615,,,,615,4,1.0-2016
1,1-191,Algeria,Government of Algeria,,AIS,1389,,2,,1993,1,3,1985-08-27,1,1992-03-10,5,615,,,,615,4,1.0-2016
1,1-191,Algeria,Government of Algeria,,AIS,1389,,2,,1994,2,3,1985-08-27,1,1992-03-10,5,615,,,,615,4,1.0-2016
1,1-191,Algeria,Government of Algeria,,AIS,1389,,2,,1995,1,3,1985-08-27,1,1992-03-10,5,615,,,,615,4,1.0-2016
1,1-191,Algeria,Government of Algeria,,AIS,1389,,2,,1996,1,3,1985-08-27,1,1992-03-10,5,615,,,,615,4,1.0-2016
1,1-191,Algeria,Government of Algeria,,AIS,1389,,2,,1997,1,3,1985-08-27,1,1992-03-10,5,615,,,,615,4,1.0-2016
2,1-191,Algeria,Government of Algeria,,Takfir wa'l Hijra,1388,,2,,1991,1,3,1990-12-20,1,1991-12-09,1,615,,,,615,4,1.0-2016
3,1-191,Algeria,Government of Algeria,,GIA,1390,,2,,1993,1,3,1992-02-10,1,1993-12-31,5,615,,,,615,4,1.0-2016
3,1-191,Algeria,Government of Algeria,,GIA,1390,,2,,1994,1,3,1992-02-10,1,1993-12-31,5,615,,,,615,4,1.0-2016
3,1-191,Algeria,Government of Algeria,,GIA,1390,,2,,1995,2,3,1992-02-10,1,1993-12-31,5,615,,,,615,4,1.0-2016
3,1-191,Algeria,Government of Algeria,,GIA,1390,,2,,1996,2,3,1992-02-10,1,1993-12-31,5,615,,,,615,4,1.0-2016
3,1-191,Algeria,Government of Algeria,,GIA,1390,,2,,1997,2,3,1992-02-10,1,1993-12-31,5,615,,,,615,4,1.0-2016
3,1-191,Algeria,Government of Algeria,,GIA,1390,,2,,1998,2,3,1992-02-10,1,1993-12-31,5,615,,,,615,4,1.0-2016
3,1-191,Algeria,Government of Algeria,,GIA,1390,,2,,1999,1,3,1992-02-10,1,1993-12-31,5,615,,,,615,4,1.0-2016
3,1-191,Algeria,Government of Algeria,,GIA,1390,,2,,2000,1,3,1992-02-10,1,1993-12-31,5,615,,,,615,4,1.0-2016
3,1-191,Algeria,Government of Algeria,,GIA,1390,,2,,2001,1,3,1992-02-10,1,1993-12-31,5,615,,,,615,4,1.0-2016
3,1-191,Algeria,Government of Algeria,,GIA,1390,,2,,2002,1,3,1992-02-10,1,1993-12-31,5,615,,,,615,4,1.0-2016
3,1-191,Algeria,Government of Algeria,,GIA,1390,,2,,2003,1,3,1992-02-10,1,1993-12-31,5,615,,,,615,4,1.0-2016
4,1-191,Algeria,Government of Algeria,,AQIM,1391,,2,,1999,1,3,1998-12-15,3,1999-04-04,1,615,,,,615,4,1.0-2016
4,1-191,Algeria,Government of Algeria,,AQIM,1391,,2,,2000,1,3,1998-12-15,3,1999-04-04,1,615,,,,615,4,1.0-2016
4,1-191,Algeria,Government of Algeria,,AQIM,1391,,2,,2001,1,3,1998-12-15,3,1999-04-04,1,615,,,,615,4,1.0-2016
4,1-191,Algeria,Government of Algeria,,AQIM,1391,,2,,2002,1,3,1998-12-15,3,1999-04-04,1,615,,,,615,4,1.0-2016
4,1-191,Algeria,Government of Algeria,,AQIM,1391,,2,,2003,1,3,1998-12-15,3,1999-04-04,1,615,,,,615,4,1.0-2016
4,1-191,Algeria,Government of Algeria,"Government of Chad, Government of Mali, Government of Niger",AQIM,1391,,2,,2004,1,4,1998-12-15,3,1999-04-04,1,615,"483, 432, 436",,,615,4,1.0-2016
4,1-191,Algeria,Government of Algeria,,AQIM,1391,,2,,2005,1,3,1998-12-15,3,1999-04-04,1,615,,,,615,4,1.0-2016
4,1-191,Algeria,Government of Algeria,,AQIM,1391,,2,,2006,1,3,1998-12-15,3,1999-04-04,1,615,,,,615,4,1.0-2016
4,1-191,Algeria,Government of Algeria,,AQIM,1391,,2,,2007,1,3,1998-12-15,3,1999-04-04,1,615,,,,615,4,1.0-2016
4,1-191,Algeria,Government of Algeria,,AQIM,1391,,2,,2008,1,3,1998-12-15,3,1999-04-04,1,615,,,,615,4,1.0-2016
4,1-191,Algeria,Government of Algeria,,AQIM,1391,,2,,2009,1,3,1998-12-15,3,1999-04-04,1,615,,,,615,4,1.0-2016
4,1-191,Algeria,Government of Algeria,,AQIM,1391,,2,,2010,1,3,1998-12-15,3,1999-04-04,1,615,,,,615,4,1.0-2016
4,1-191,Algeria,Government of Algeria,,AQIM,1391,,2,,2011,1,3,1998-12-15,3,1999-04-04,1,615,,,,615,4,1.0-2016
4,1-191,Algeria,Government of Algeria,,AQIM,1391,,2,,2012,1,3,1998-12-15,3,1999-04-04,1,615,,,,615,4,1.0-2016
4,1-191,Algeria,Government of Algeria,,AQIM,1391,,2,,2013,1,3,1998-12-15,3,1999-04-04,1,615,,,,615,4,1.0-2016
4,1-191,Algeria,Government of Algeria,,AQIM,1391,,2,,2014,1,3,1998-12-15,3,1999-04-04,1,615,,,,615,4,1.0-2016
4,1-191,Algeria,Government of Algeria,,AQIM,1391,,2,,2015,1,3,1998-12-15,3,1999-04-04,1,615,,,,615,4,1.0-2016
7,1-131,Angola,Government of Angola,Government of Cuba,UNITA,1421,Government of South Africa,2,,1975,2,4,1975-11-11,1,1975-11-11,1,540,40,,560,540,4,1.0-2016
7,1-131,Angola,Government of Angola,Government of Cuba,UNITA,1421,Government of South Africa,2,,1976,2,4,1975-11-11,1,1975-11-11,1,540,40,,560,540,4,1.0-2016
7,1-131,Angola,Government of Angola,Government of Cuba,UNITA,1421,,2,,1977,2,4,1975-11-11,1,1975-11-11,1,540,40,,,540,4,1.0-2016
7,1-131,Angola,Government of Angola,Government of Cuba,UNITA,1421,,2,,1978,2,4,1975-11-11,1,1975-11-11,1,540,40,,,540,4,1.0-2016
7,1-131,Angola,Government of Angola,Government of Cuba,UNITA,1421,,2,,1979,2,4,1975-11-11,1,1975-11-11,1,540,40,,,540,4,1.0-2016
7,1-131,Angola,Government of Angola,Government of Cuba,UNITA,1421,Government of South Africa,2,,1980,2,4,1975-11-11,1,1975-11-11,1,540,40,,560,540,4,1.0-2016
7,1-131,Angola,Government of Angola,Government of Cuba,UNITA,1421,Government of South Africa,2,,1981,2,4,1975-11-11,1,1975-11-11,1,540,40,,560,540,4,1.0-2016
7,1-131,Angola,Government of Angola,Government of Cuba,UNITA,1421,Government of South Africa,2,,1982,2,4,1975-11-11,1,1975-11-11,1,540,40,,560,540,4,1.0-2016
7,1-131,Angola,Government of Angola,Government of Cuba,UNITA,1421,Government of South Africa,2,,1983,2,4,1975-11-11,1,1975-11-11,1,540,40,,560,540,4,1.0-2016
7,1-131,Angola,Government of Angola,Government of Cuba,UNITA,1421,Government of South Africa,2,,1984,2,4,1975-11-11,1,1975-11-11,1,540,40,,560,540,4,1.0-2016
7,1-131,Angola,Government of Angola,Government of Cuba,UNITA,1421,Government of South Africa,2,,1985,2,4,1975-11-11,1,1975-11-11,1,540,40,,560,540,4,1.0-2016
7,1-131,Angola,Government of Angola,Government of Cuba,UNITA,1421,Government of South Africa,2,,1986,2,4,1975-11-11,1,1975-11-11,1,540,40,,560,540,4,1.0-2016
7,1-131,Angola,Government of Angola,Government of Cuba,UNITA,1421,Government of South Africa,2,,1987,2,4,1975-11-11,1,1975-11-11,1,540,40,,560,540,4,1.0-2016
7,1-131,Angola,Government of Angola,Government of Cuba,UNITA,1421,Government of South Africa,2,,1988,2,4,1975-11-11,1,1975-11-11,1,540,40,,560,540,4,1.0-2016
7,1-131,Angola,Government of Angola,Government of Cuba,UNITA,1421,,2,,1989,2,4,1975-11-11,1,1975-11-11,1,540,40,,,540,4,1.0-2016
7,1-131,Angola,Government of Angola,,UNITA,1421,,2,,1990,2,3,1975-11-11,1,1975-11-11,1,540,,,,540,4,1.0-2016
7,1-131,Angola,Government of Angola,,UNITA,1421,,2,,1991,1,3,1975-11-11,1,1975-11-11,1,540,,,,540,4,1.0-2016
7,1-131,Angola,Government of Angola,,UNITA,1421,,2,,1992,2,3,1975-11-11,1,1975-11-11,1,540,,,,540,4,1.0-2016
7,1-131,Angola,Government of Angola,,UNITA,1421,,2,,1993,2,3,1975-11-11,1,1975-11-11,1,540,,,,540,4,1.0-2016
7,1-131,Angola,Government of Angola,,UNITA,1421,,2,,1994,2,3,1975-11-11,1,1975-11-11,1,540,,,,540,4,1.0-2016
7,1-131,Angola,Government of Angola,,UNITA,1421,,2,,1995,1,3,1975-11-11,1,1975-11-11,1,540,,,,540,4,1.0-2016
7,1-131,Angola,Government of Angola,,UNITA,1421,,2,,1998,2,3,1975-11-11,1,1998-05-02,1,540,,,,540,4,1.0-2016
7,1-131,Angola,Government of Angola,Government of Namibia,UNITA,1421,,2,,1999,2,4,1975-11-11,1,1998-05-02,1,540,565,,,540,4,1.0-2016
7,1-131,Angola,Government of Angola,Government of Namibia,UNITA,1421,,2,,2000,2,4,1975-11-11,1,1998-05-02,1,540,565,,,540,4,1.0-2016
7,1-131,Angola,Government of Angola,Government of Namibia,UNITA,1421,,2,,2001,2,4,1975-11-11,1,1998-05-02,1,540,565,,,540,4,1.0-2016
7,1-131,Angola,Government of Angola,Government of Namibia,UNITA,1421,,2,,2002,1,4,1975-11-11,1,1998-05-02,1,540,565,,,540,4,1.0-2016
11,1-90,Burundi,Government of Burundi,,Palipehutu,1276,,2,,1991,1,3,1991-11-23,1,1991-11-27,2,516,,,,516,4,1.0-2016
11,1-90,Burundi,Government of Burundi,,Palipehutu,1276,,2,,1992,1,3,1991-11-23,1,1991-11-27,2,516,,,,516,4,1.0-2016
12,1-90,Burundi,Government of Burundi,,CNDD,1277,,2,,1994,1,3,1994-09-13,1,1994-10-18,3,516,,,,516,4,1.0-2016
12,1-90,Burundi,Government of Burundi,,CNDD,1277,,2,,1995,1,3,1994-09-13,1,1994-10-18,3,516,,,,516,4,1.0-2016
12,1-90,Burundi,Government of Burundi,,CNDD,1277,,2,,1996,1,3,1994-09-13,1,1994-10-18,3,516,,,,516,4,1.0-2016
12,1-90,Burundi,Government of Burundi,,CNDD,1277,,2,,1997,1,3,1994-09-13,1,1994-10-18,3,516,,,,516,4,1.0-2016
12,1-90,Burundi,Government of Burundi,,CNDD,1277,,2,,1998,1,3,1994-09-13,1,1994-10-18,3,516,,,,516,4,1.0-2016
13,1-90,Burundi,Government of Burundi,,Frolina,1279,,2,,1997,1,3,1990-08-13,1,1997-10-27,1,516,,,,516,4,1.0-2016
14,1-90,Burundi,Government of Burundi,,CNDD-FDD ,1280,,2,,1998,1,3,1998-06-07,2,1998-11-22,1,516,,,,516,4,1.0-2016
14,1-90,Burundi,Government of Burundi,,CNDD-FDD ,1280,,2,,1999,1,3,1998-06-07,2,1998-11-22,1,516,,,,516,4,1.0-2016
14,1-90,Burundi,Government of Burundi,,CNDD-FDD ,1280,,2,,2000,1,3,1998-06-07,2,1998-11-22,1,516,,,,516,4,1.0-2016
14,1-90,Burundi,Government of Burundi,,CNDD-FDD ,1280,,2,,2001,1,3,1998-06-07,2,1998-11-22,1,516,,,,516,4,1.0-2016
14,1-90,Burundi,Government of Burundi,,CNDD-FDD ,1280,,2,,2002,1,3,1998-06-07,2,1998-11-22,1,516,,,,516,4,1.0-2016
14,1-90,Burundi,Government of Burundi,,CNDD-FDD ,1280,,2,,2003,1,3,1998-06-07,2,1998-11-22,1,516,,,,516,4,1.0-2016
15,1-90,Burundi,Government of Burundi,,Palipehutu-FNL,1278,,2,,1997,1,3,1997-03-14,1,1997-03-14,1,516,,,,516,4,1.0-2016
15,1-90,Burundi,Government of Burundi,,Palipehutu-FNL,1278,,2,,1998,1,3,1997-03-14,1,1997-03-14,1,516,,,,516,4,1.0-2016
15,1-90,Burundi,Government of Burundi,,Palipehutu-FNL,1278,,2,,1999,1,3,1997-03-14,1,1997-03-14,1,516,,,,516,4,1.0-2016
15,1-90,Burundi,Government of Burundi,,Palipehutu-FNL,1278,,2,,2000,1,3,1997-03-14,1,1997-03-14,1,516,,,,516,4,1.0-2016
15,1-90,Burundi,Government of Burundi,,Palipehutu-FNL,1278,,2,,2001,1,3,1997-03-14,1,1997-03-14,1,516,,,,516,4,1.0-2016
15,1-90,Burundi,Government of Burundi,,Palipehutu-FNL,1278,,2,,2002,1,3,1997-03-14,1,1997-03-14,1,516,,,,516,4,1.0-2016
15,1-90,Burundi,Government of Burundi,,Palipehutu-FNL,1278,,2,,2003,1,3,1997-03-14,1,1997-03-14,1,516,,,,516,4,1.0-2016
15,1-90,Burundi,Government of Burundi,,Palipehutu-FNL,1278,,2,,2004,1,3,1997-03-14,1,1997-03-14,1,516,,,,516,4,1.0-2016
15,1-90,Burundi,Government of Burundi,,Palipehutu-FNL,1278,,2,,2005,1,3,1997-03-14,1,1997-03-14,1,516,,,,516,4,1.0-2016
15,1-90,Burundi,Government of Burundi,,Palipehutu-FNL,1278,,2,,2006,1,3,1997-03-14,1,1997-03-14,1,516,,,,516,4,1.0-2016
15,1-90,Burundi,Government of Burundi,,Palipehutu-FNL,1278,,2,,2008,1,3,1997-03-14,1,2008-03-01,2,516,,,,516,4,1.0-2016
16,1-210,"Cameroon, Nigeria",Government of Cameroon,,Government of Nigeria,475,,1,Bakassi,1996,1,2,1994-02-18,1,1996-05-07,3,471,,475,,"471, 475",4,1.0-2016
17,1-222,Central African Republic,Government of Central African Republic,Government of Libya,Military faction (forces of André Kolingba),1406,,2,,2001,1,4,2001-05-27,1,2001-06-01,1,482,620,,,482,4,1.0-2016
18,1-91,Chad,Government of Chad,,Revolutionary Forces of 1 April ,1289,,2,,1989,1,3,1989-10-20,2,1989-10-20,2,483,,,,483,4,1.0-2016
19,1-91,Chad,Government of Chad,,MOSANAT,1290,,2,,1989,1,3,1988-12-19,3,1989-03-03,2,483,,,,483,4,1.0-2016
20,1-91,Chad,Government of Chad,,Islamic Legion,1288,,2,,1989,1,3,1987-11-22,1,1989-11-13,1,483,,,,483,4,1.0-2016
20,1-91,Chad,Government of Chad,,Islamic Legion,1288,,2,,1990,1,3,1987-11-22,1,1989-11-13,1,483,,,,483,4,1.0-2016
21,1-91,Chad,Government of Chad,,CSNPD,1294,,2,,1992,1,3,1992-02-21,1,1992-08-17,1,483,,,,483,4,1.0-2016
21,1-91,Chad,Government of Chad,,CSNPD,1294,,2,,1993,1,3,1992-02-21,1,1992-08-17,1,483,,,,483,4,1.0-2016
21,1-91,Chad,Government of Chad,,CSNPD,1294,,2,,1994,1,3,1992-02-21,1,1992-08-17,1,483,,,,483,4,1.0-2016
22,1-91,Chad,Government of Chad,,CNR,1293,,2,,1992,1,3,1992-06-21,1,1992-06-23,2,483,,,,483,4,1.0-2016
22,1-91,Chad,Government of Chad,,CNR,1293,,2,,1993,1,3,1992-06-21,1,1992-06-23,2,483,,,,483,4,1.0-2016
22,1-91,Chad,Government of Chad,,CNR,1293,,2,,1994,1,3,1992-06-21,1,1992-06-23,2,483,,,,483,4,1.0-2016
23,1-91,Chad,Government of Chad,,MPS,1291,,2,,1990,2,3,1990-03-31,2,1990-03-31,2,483,,,,483,4,1.0-2016
24,1-91,Chad,Government of Chad,,FNT,1296,,2,,1992,1,3,1992-12-31,5,1992-12-31,5,483,,,,483,4,1.0-2016
24,1-91,Chad,Government of Chad,,FNT,1296,,2,,1993,1,3,1992-12-31,5,1992-12-31,5,483,,,,483,4,1.0-2016
24,1-91,Chad,Government of Chad,,FNT,1296,,2,,1994,1,3,1992-12-31,5,1992-12-31,5,483,,,,483,4,1.0-2016
25,1-91,Chad,Government of Chad,,MDD,1292,,2,,1991,1,3,1991-12-31,2,1991-12-31,2,483,,,,483,4,1.0-2016
25,1-91,Chad,Government of Chad,,MDD,1292,,2,,1992,1,3,1991-12-31,2,1991-12-31,2,483,,,,483,4,1.0-2016
25,1-91,Chad,Government of Chad,,MDD,1292,,2,,1993,1,3,1991-12-31,2,1991-12-31,2,483,,,,483,4,1.0-2016
25,1-91,Chad,Government of Chad,,MDD,1292,,2,,1997,1,3,1991-12-31,2,1997-12-31,3,483,,,,483,4,1.0-2016
26,1-91,Chad,Government of Chad,,FARF,1297,,2,,1997,1,3,1994-08-12,1,1997-10-30,1,483,,,,483,4,1.0-2016
26,1-91,Chad,Government of Chad,,FARF,1297,,2,,1998,1,3,1994-08-12,1,1997-10-30,1,483,,,,483,4,1.0-2016
27,1-91,Chad,Government of Chad,,MDJT,1298,,2,,1999,1,3,1999-02-05,2,1999-02-05,2,483,,,,483,4,1.0-2016
27,1-91,Chad,Government of Chad,,MDJT,1298,,2,,2000,1,3,1999-02-05,2,1999-02-05,2,483,,,,483,4,1.0-2016
27,1-91,Chad,Government of Chad,,MDJT,1298,,2,,2001,1,3,1999-02-05,2,1999-02-05,2,483,,,,483,4,1.0-2016
27,1-91,Chad,Government of Chad,,MDJT,1298,,2,,2002,1,3,1999-02-05,2,1999-02-05,2,483,,,,483,4,1.0-2016
27,1-91,Chad,Government of Chad,,MDJT,1298,,2,,2003,1,3,1999-02-05,2,1999-02-05,2,483,,,,483,4,1.0-2016
35,1-213,Comoros,Government of Comoros,,MPA/Republic of Anjouan,1397,,1,Anjouan,1997,1,3,1997-09-03,1,1997-09-05,2,581,,,,581,4,1.0-2016
36,1-214,Congo,Government of Congo,,Ninjas,1399,,2,,1993,1,3,1993-11-03,1,1993-11-11,3,484,,,,484,4,1.0-2016
36,1-214,Congo,Government of Congo,"Government of Angola, Government of Chad",Ninjas,1399,,2,,1998,1,4,1993-11-03,1,1998-11-14,1,484,"540, 483",,,484,4,1.0-2016
36,1-214,Congo,Government of Congo,"Government of Angola, Government of Chad",Ninjas,1399,,2,,1999,1,4,1993-11-03,1,1998-11-14,1,484,"540, 483",,,484,4,1.0-2016
37,1-214,Congo,Government of Congo,"Government of Angola, Government of Chad",Cocoyes,1400,,2,,1997,1,4,1997-10-18,1,1997-10-18,1,484,"540, 483",,,484,4,1.0-2016
37,1-214,Congo,Government of Congo,"Government of Angola, Government of Chad",Cocoyes,1400,,2,,1998,1,4,1997-10-18,1,1997-10-18,1,484,"540, 483",,,484,4,1.0-2016
37,1-214,Congo,Government of Congo,"Government of Angola, Government of Chad",Cocoyes,1400,,2,,1999,1,4,1997-10-18,1,1997-10-18,1,484,"540, 483",,,484,4,1.0-2016
38,1-214,Congo,Government of Congo,"Government of Angola, Government of Chad",Ntsiloulous,1401,,2,,1998,2,4,1998-08-28,1,1998-12-21,2,484,"540, 483",,,484,4,1.0-2016
38,1-214,Congo,Government of Congo,"Government of Angola, Government of Chad",Ntsiloulous,1401,,2,,1999,1,4,1998-08-28,1,1998-12-21,2,484,"540, 483",,,484,4,1.0-2016
38,1-214,Congo,Government of Congo,Government of Angola,Ntsiloulous,1401,,2,,2002,1,4,1998-08-28,1,2002-04-10,1,484,540,,,484,4,1.0-2016
39,1-86,DR Congo (Zaire),Government of DR Congo (Zaire) ,,AFDL,1268,Government of Rwanda,2,,1996,2,4,1996-10-18,1,1996-10-19,1,490,,,517,490,4,1.0-2016
39,1-86,DR Congo (Zaire),Government of DR Congo (Zaire) ,,AFDL,1268,"Government of Angola, Government of Rwanda, Government of Uganda",2,,1997,2,4,1996-10-18,1,1996-10-19,1,490,,,"540, 517, 500",490,4,1.0-2016
40,1-86,DR Congo (Zaire),Government of DR Congo (Zaire) ,"Government of Angola, Government of Chad, Government of Namibia, Government of Zimbabwe (Rhodesia)",RCD,1270,"Government of Rwanda, Government of Uganda",2,,1998,2,4,1998-08-01,1,1998-08-03,1,490,"540, 483, 565, 552",,"517, 500",490,4,1.0-2016
40,1-86,DR Congo (Zaire),Government of DR Congo (Zaire) ,"Government of Angola, Government of Chad, Government of Namibia, Government of Zimbabwe (Rhodesia)",RCD,1270,"Government of Rwanda, Government of Uganda",2,,1999,2,4,1998-08-01,1,1998-08-03,1,490,"540, 483, 565, 552",,"517, 500",490,4,1.0-2016
40,1-86,DR Congo (Zaire),Government of DR Congo (Zaire) ,"Government of Angola, Government of Namibia, Government of Zimbabwe (Rhodesia)",RCD,1270,Government of Rwanda,2,,2000,1,4,1998-08-01,1,1998-08-03,1,490,"540, 565, 552",,517,490,4,1.0-2016
40,1-86,DR Congo (Zaire),Government of DR Congo (Zaire) ,"Government of Angola, Government of Namibia, Government of Zimbabwe (Rhodesia)",RCD,1270,Government of Rwanda,2,,2001,1,4,1998-08-01,1,1998-08-03,1,490,"540, 565, 552",,517,490,4,1.0-2016
41,1-86,DR Congo (Zaire),Government of DR Congo (Zaire) ,"Government of Angola, Government of Chad, Government of Namibia, Government of Zimbabwe (Rhodesia)",MLC,1269,Government of Uganda,2,,1998,1,4,1998-11-01,1,1998-11-01,1,490,"540, 483, 565, 552",,500,490,4,1.0-2016
41,1-86,DR Congo (Zaire),Government of DR Congo (Zaire) ,"Government of Angola, Government of Chad, Government of Namibia, Government of Zimbabwe (Rhodesia)",MLC,1269,Government of Uganda,2,,1999,2,4,1998-11-01,1,1998-11-01,1,490,"540, 483, 565, 552",,500,490,4,1.0-2016
41,1-86,DR Congo (Zaire),Government of DR Congo (Zaire) ,"Government of Angola, Government of Namibia, Government of Zimbabwe (Rhodesia)",MLC,1269,Government of Uganda,2,,2000,1,4,1998-11-01,1,1998-11-01,1,490,"540, 565, 552",,500,490,4,1.0-2016
43,1-184,Djibouti,Government of Djibouti,,FRUD,1382,,2,,1991,1,3,1991-11-12,1,1991-11-13,2,522,,,,522,4,1.0-2016
43,1-184,Djibouti,Government of Djibouti,,FRUD,1382,,2,,1992,1,3,1991-11-12,1,1991-11-13,2,522,,,,522,4,1.0-2016
43,1-184,Djibouti,Government of Djibouti,,FRUD,1382,,2,,1993,1,3,1991-11-12,1,1991-11-13,2,522,,,,522,4,1.0-2016
43,1-184,Djibouti,Government of Djibouti,,FRUD,1382,,2,,1994,1,3,1991-11-12,1,1991-11-13,2,522,,,,522,4,1.0-2016
44,1-184,Djibouti,Government of Djibouti,,FRUD - AD,1383,,2,,1999,1,3,1997-09-01,1,1999-07-24,1,522,,,,522,4,1.0-2016
45,1-215,"Eritrea, Ethiopia",Government of Eritrea,,Government of Ethiopia,530,,1,Common border,1998,2,2,1998-05-06,1,1998-05-31,2,531,,530,,"530, 531",4,1.0-2016
45,1-215,"Eritrea, Ethiopia",Government of Eritrea,,Government of Ethiopia,530,,1,Common border,1999,2,2,1998-05-06,1,1998-05-31,2,531,,530,,"530, 531",4,1.0-2016
45,1-215,"Eritrea, Ethiopia",Government of Eritrea,,Government of Ethiopia,530,,1,Common border,2000,2,2,1998-05-06,1,1998-05-31,2,531,,530,,"530, 531",4,1.0-2016
46,1-70,Ethiopia,Government of Ethiopia,,TPLF,1255,,2,,1976,2,3,1975-08-27,1,1976-06-02,2,530,,,,530,4,1.0-2016
46,1-70,Ethiopia,Government of Ethiopia,,TPLF,1255,,2,,1978,1,3,1975-08-27,1,1978-12-31,5,530,,,,530,4,1.0-2016
46,1-70,Ethiopia,Government of Ethiopia,,TPLF,1255,,2,,1979,1,3,1975-08-27,1,1978-12-31,5,530,,,,530,4,1.0-2016
46,1-70,Ethiopia,Government of Ethiopia,,TPLF,1255,,2,,1980,2,3,1975-08-27,1,1978-12-31,5,530,,,,530,4,1.0-2016
46,1-70,Ethiopia,Government of Ethiopia,,TPLF,1255,,2,,1981,2,3,1975-08-27,1,1978-12-31,5,530,,,,530,4,1.0-2016
46,1-70,Ethiopia,Government of Ethiopia,,TPLF,1255,,2,,1982,2,3,1975-08-27,1,1978-12-31,5,530,,,,530,4,1.0-2016
46,1-70,Ethiopia,Government of Ethiopia,,TPLF,1255,,2,,1983,2,3,1975-08-27,1,1978-12-31,5,530,,,,530,4,1.0-2016
46,1-70,Ethiopia,Government of Ethiopia,,TPLF,1255,,2,,1984,2,3,1975-08-27,1,1978-12-31,5,530,,,,530,4,1.0-2016
46,1-70,Ethiopia,Government of Ethiopia,,TPLF,1255,,2,,1985,2,3,1975-08-27,1,1978-12-31,5,530,,,,530,4,1.0-2016
46,1-70,Ethiopia,Government of Ethiopia,,TPLF,1255,,2,,1986,1,3,1975-08-27,1,1978-12-31,5,530,,,,530,4,1.0-2016
46,1-70,Ethiopia,Government of Ethiopia,,TPLF,1255,,2,,1987,2,3,1975-08-27,1,1978-12-31,5,530,,,,530,4,1.0-2016
46,1-70,Ethiopia,Government of Ethiopia,,TPLF,1255,,2,,1988,2,3,1975-08-27,1,1978-12-31,5,530,,,,530,4,1.0-2016
47,1-70,Ethiopia,Government of Ethiopia,,EPDM,1257,,2,,1983,1,3,1982-12-31,5,1983-12-31,5,530,,,,530,4,1.0-2016
47,1-70,Ethiopia,Government of Ethiopia,,EPDM,1257,,2,,1984,1,3,1982-12-31,5,1983-12-31,5,530,,,,530,4,1.0-2016
47,1-70,Ethiopia,Government of Ethiopia,,EPDM,1257,,2,,1985,1,3,1982-12-31,5,1983-12-31,5,530,,,,530,4,1.0-2016
48,1-70,Ethiopia,Government of Ethiopia,,EPRDF,1259,,2,,1989,2,3,1989-01-08,2,1989-01-08,2,530,,,,530,4,1.0-2016
48,1-70,Ethiopia,Government of Ethiopia,,EPRDF,1259,,2,,1990,2,3,1989-01-08,2,1989-01-08,2,530,,,,530,4,1.0-2016
48,1-70,Ethiopia,Government of Ethiopia,,EPRDF,1259,,2,,1991,2,3,1989-01-08,2,1989-01-08,2,530,,,,530,4,1.0-2016
49,1-70,Ethiopia,Government of Ethiopia,,Military faction (forces of Amsha Desta and Merid Negusie),1258,,2,,1989,1,3,1989-05-16,1,1989-05-20,2,530,,,,530,4,1.0-2016
50,1-70,Ethiopia,Government of Ethiopia,,EPRP,1254,,2,,1976,1,3,1975-12-31,5,1976-12-02,2,530,,,,530,4,1.0-2016
50,1-70,Ethiopia,Government of Ethiopia,,EPRP,1254,,2,,1977,1,3,1975-12-31,5,1976-12-02,2,530,,,,530,4,1.0-2016
50,1-70,Ethiopia,Government of Ethiopia,,EPRP,1254,,2,,1984,1,3,1975-12-31,5,1984-12-31,5,530,,,,530,4,1.0-2016
50,1-70,Ethiopia,Government of Ethiopia,,EPRP,1254,,2,,1985,1,3,1975-12-31,5,1984-12-31,5,530,,,,530,4,1.0-2016
50,1-70,Ethiopia,Government of Ethiopia,,EPRP,1254,,2,,1986,1,3,1975-12-31,5,1984-12-31,5,530,,,,530,4,1.0-2016
50,1-70,Ethiopia,Government of Ethiopia,,EPRP,1254,,2,,1987,1,3,1975-12-31,5,1984-12-31,5,530,,,,530,4,1.0-2016
51,1-168,Ethiopia,Government of Ethiopia,,ALF,1371,,1,Afar,1975,1,3,1975-06-30,3,1975-06-30,3,530,,,,530,4,1.0-2016
51,1-168,Ethiopia,Government of Ethiopia,,ALF,1371,,1,Afar,1976,1,3,1975-06-30,3,1975-06-30,3,530,,,,530,4,1.0-2016
52,1-168,Ethiopia,Government of Ethiopia,,ARDUF,1372,,1,Afar,1996,1,3,1996-12-31,5,1996-12-31,5,530,,,,530,4,1.0-2016
53,1-78,Ethiopia,Government of Ethiopia,,EPLF,1261,,1,Eritrea,1973,1,3,1973-09-30,3,1973-09-30,3,530,,,,530,4,1.0-2016
53,1-78,Ethiopia,Government of Ethiopia,,EPLF,1261,,1,Eritrea,1975,2,3,1973-09-30,3,1975-12-31,5,530,,,,530,4,1.0-2016
53,1-78,Ethiopia,Government of Ethiopia,,EPLF,1261,,1,Eritrea,1976,2,3,1973-09-30,3,1975-12-31,5,530,,,,530,4,1.0-2016
