Country Name,Country Code,Indicator Name,Indicator Code,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,2657.600428,3068.702424,3600.045185,4080.452175,5544.932462,5690.674713,3640.833419,4131.805706,4907.333152,5038.629775,5722.122139,6649.716534,6952.289039,7023.787276,6673.166974,7115.121769,7893.968234,8666.335353,9222.883991,9578.570562,7661.208405,8861.49372,9730.277761,9720.561674,10197.44456,10350.81469
Marshall Islands,MHL,GDP per capita (current US$),NY.GDP.PCAP.CD,1589.024949,1659.112051,1701.841959,1844.052489,1987.153361,2136.761769,2356.526852,2156.896317,2056.001496,2093.564732,2073.486695,2126.832872,2206.656116,2391.347403,2434.761306,2517.693389,2645.981405,2758.382926,2878.464877,2925.900483,2907.631468,3124.343448,3290.029185,3502.260704,3602.853944,3529.748303
Middle income,MIC,GDP per capita (current US$),NY.GDP.PCAP.CD,817.8546529,904.3398012,950.4920065,926.1624465,970.411827,1040.298121,1143.725802,1227.95515,1280.165956,1220.82147,1175.333532,1264.649593,1262.86324,1270.015788,1417.626694,1661.682578,1956.320126,2298.529846,2819.844878,3343.77463,3222.330619,3899.358593,4543.010144,4774.370917,4992.738705,5080.784815
"Macedonia, FYR",MKD,GDP per capita (current US$),NY.GDP.PCAP.CD,,2240.140336,2360.997767,1171.765237,1297.859379,1728.51994,2277.59157,2258.159242,1896.728172,1799.701399,1837.230208,1875.127132,1835.014521,1980.752878,2431.836776,2787.773056,3063.595426,3351.30259,4063.74594,4821.540575,4566.341332,4561.177546,5079.962079,4709.511628,5219.535681,5453.281275
Mali,MLI,GDP per capita (current US$),NY.GDP.PCAP.CD,262.1523172,316.1858565,314.1085157,318.3700932,308.6345744,221.859916,280.7307872,280.8210863,265.2542972,279.5986937,320.3511094,267.4164348,304.6129887,331.805202,389.0773607,436.4358059,484.8106143,518.3944292,592.0169225,685.5477913,692.8426783,704.0646209,829.8492313,772.2499217,798.3184808,842.1143372
Malta,MLT,GDP per capita (current US$),NY.GDP.PCAP.CD,6040.839467,7192.394285,7688.027507,8365.0131,7428.475601,8149.416324,9717.501938,9852.310011,9683.145408,10091.2798,10301.42329,10377.03732,9967.790407,10849.75028,12844.58799,14064.2296,14834.43237,15705.34022,18356.96828,20895.7805,19636.00628,19694.08316,22347.70842,21176.30998,22776.19469,
Myanmar,MMR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,1421.483864,1106.991576,1203.844721
Middle East & North Africa (excluding high income),MNA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,1202.297754,1207.04929,1348.28951,1532.08108,1542.584526,1535.754987,1593.911204,1621.864704,1648.904542,1573.346232,1744.983952,1964.767758,2277.65486,2600.077471,3160.323119,3838.847182,3629.185818,4106.108526,4663.146626,4968.258376,4738.061926,4378.61083
Montenegro,MNE,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,1627.042893,1909.635435,2106.339013,2789.081582,3380.199535,3674.52653,4383.595097,5957.145693,7325.703474,6698.079439,6682.281158,7318.74469,6586.721279,7186.811455,7378.044404
Mongolia,MNG,GDP per capita (current US$),NY.GDP.PCAP.CD,1670.694431,1172.443066,1072.634868,587.3003521,339.5194007,405.9719883,631.915161,580.9100758,505.6031387,477.35013,445.0063899,474.2129566,524.024766,571.5383906,646.1191681,797.9051521,998.8222994,1334.405712,1633.384335,2138.37674,1717.073137,2650.346885,3772.931547,4377.23887,4400.614515,4201.737711
Northern Mariana Islands,MNP,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,GDP per capita (current US$),NY.GDP.PCAP.CD,175.5510596,187.8638173,237.886072,161.3051156,162.0765429,160.1679279,158.4693492,214.7273267,250.536308,281.4076755,298.3297189,274.6562556,253.6631646,260.0436726,280.8725683,332.882912,365.5968499,382.3779583,418.9129864,499.8870858,461.4252187,417.5012315,524.8914529,564.8124631,605.2344447,622.6380644
Mauritania,MRT,GDP per capita (current US$),NY.GDP.PCAP.CD,498.5242299,503.8387137,693.8203377,684.2155898,567.588971,580.5384571,606.3913117,600.1377127,566.1714107,538.9589654,534.5120054,477.1129881,463.2714185,459.1255459,525.4587743,598.2105479,692.5759654,937.9827017,1008.554705,1180.549514,1045.790409,1207.827458,1402.669129,1385.004682,1457.836387,1370.985212
Mauritius,MUS,GDP per capita (current US$),NY.GDP.PCAP.CD,2084.262361,2506.184933,2669.326279,2973.205385,2973.793608,3197.336958,3599.551751,3899.442435,3646.637842,3593.241569,3651.231078,3861.038543,3792.187577,3957.512906,4623.351784,5229.873568,5116.039642,5455.06563,6285.78905,7749.318438,7082.2957,7772.100057,8984.629769,9113.640643,9479.86959,10002.87048
Malawi,MWI,GDP per capita (current US$),NY.GDP.PCAP.CD,175.2657591,199.8920812,229.4346495,185.8457706,213.5208354,121.5144013,142.2661985,227.9496562,259.5642989,165.7193407,163.1898022,155.7643582,149.3672432,296.5202605,265.4293545,280.1773587,286.7851511,304.904164,328.4051887,382.6780362,432.0680766,471.2077524,525.6517393,383.9694598,340.8794205,362.2474866
Malaysia,MYS,GDP per capita (current US$),NY.GDP.PCAP.CD,2193.958666,2417.436902,2626.574975,3080.868615,3395.525947,3685.935138,4280.016572,4743.688487,4585.691035,3227.808418,3456.500395,4004.557191,3878.771409,4132.667741,4431.239455,4924.585852,5564.173231,6194.671905,7240.681967,8486.599333,7312.008314,9069.041757,10427.75605,10834.65908,10973.65594,11307.06495
North America,NAC,GDP per capita (current US$),NY.GDP.PCAP.CD,22694.96805,23696.37127,24131.30752,25021.26256,25822.08039,26988.83444,27968.72921,29189.84619,30604.98659,31761.24161,33397.98091,35242.0642,35942.43627,36794.85361,38550.0799,40948.23418,43514.08192,45849.04082,47723.72747,48232.31001,46394.38485,48289.71759,50016.95944,51545.16264,52627.00974,53982.33165
Namibia,NAM,GDP per capita (current US$),NY.GDP.PCAP.CD,1871.793321,1981.251916,2054.863396,2278.09468,2063.813515,2264.654742,2383.293942,2313.509303,2333.573585,2114.197108,2056.163961,2059.409015,1836.755321,1716.895883,2489.893946,3298.90165,3582.25982,3884.646834,4195.936393,4011.301169,4123.939997,5143.130676,5539.61516,5679.829129,5420.81169,5342.94446
New Caledonia,NCL,GDP per capita (current US$),NY.GDP.PCAP.CD,13092.26473,14800.02869,15133.16224,16261.29693,16640.80235,16037.02524,18721.05644,18257.21505,16341.58735,15387.86958,14611.8328,12579.59511,,,,,,,,,,,,,,
Niger,NER,GDP per capita (current US$),NY.GDP.PCAP.CD,284.1221367,313.5376232,284.9839054,277.7654527,183.9772967,172.9386001,200.8994917,204.888293,183.4781735,199.0612129,186.4996546,160.2183423,167.0912301,179.7352705,218.047123,234.9104279,252.5046155,260.56377,295.3931987,358.1914055,344.3756411,351.0062183,378.2005466,393.643423,417.6703093,431.3816821
Nigeria,NGA,GDP per capita (current US$),NY.GDP.PCAP.CD,260.04757,321.6683709,279.2757823,291.2834845,153.0756655,171.0247982,263.2880379,314.7399021,314.2998494,273.8697972,299.3567659,377.5002693,350.2601822,457.3970476,510.2962953,645.7638712,804.0059952,1014.734742,1131.147695,1376.857449,1091.968527,2314.963537,2514.148622,2739.852189,2979.84415,3203.244296
Nicaragua,NIC,GDP per capita (current US$),NY.GDP.PCAP.CD,249.8444627,243.5613194,351.3978396,413.9198799,396.7974009,854.5495269,897.7156165,916.5190995,917.1286485,951.8731568,981.020291,1016.021552,1043.600758,1010.146886,1015.565895,1091.505157,1175.116443,1245.142099,1350.587222,1517.803611,1478.971389,1523.481469,1679.7482,1776.209244,1829.024989,1960.490908
Netherlands,NLD,GDP per capita (current US$),NY.GDP.PCAP.CD,17175.64537,21019.12567,21454.86289,23598.95076,22827.30004,24331.75402,28884.71352,28698.66602,26404.98673,27533.60679,27951.73429,25921.12794,26584.12169,28817.32321,35245.16407,39954.64222,41577.16009,44453.97119,51241.31562,56928.82048,51900.34009,50341.25192,53537.27515,49474.70561,51425.07899,52138.68392
Norway,NOR,GDP per capita (current US$),NY.GDP.PCAP.CD,24281.09614,28242.94374,28596.933,30523.98506,27963.66522,29315.84191,34875.19739,37321.44339,36628.51742,34788.77856,36371.39579,38146.71539,38549.58934,43061.15038,50111.65445,57570.26916,66775.3944,74114.69715,85128.65759,96880.50961,80017.77681,87646.2701,100575.1173,101563.7027,102910.435,97429.70848
Nepal,NPL,GDP per capita (current US$),NY.GDP.PCAP.CD,192.7888638,193.5556313,203.8472967,172.0775865,180.1850079,194.9610926,205.7465272,206.4409708,219.6310635,212.3742546,215.8966735,231.4329676,248.8329359,246.8035835,254.5539382,288.6695954,318.7480983,350.608465,396.1697728,476.5565582,483.4034115,595.4275198,695.8831983,685.4967586,692.3363094,701.6800634
Nauru,NRU,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,GDP per capita (current US$),NY.GDP.PCAP.CD,13312.2062,13663.2011,12230.07345,11792.98869,13094.19063,15280.48144,17400.42018,18794.43604,17474.02032,14738.3076,15321.95319,13641.10272,13882.85683,16874.31232,21913.70817,25420.23488,27750.89515,26670.86452,32509.73471,31287.61364,28200.94193,33692.1696,38426.69533,40066.5648,42928.09633,44380.42658
OECD members,OED,GDP per capita (current US$),NY.GDP.PCAP.CD,15636.31506,17472.18195,18313.74755,19511.90224,19628.3338,20787.129,22597.91525,22611.41779,22124.05361,22165.22591,23125.43767,23436.05217,23063.18587,23907.86344,26605.58327,29406.76869,30853.16566,32307.5203,35080.91575,36834.20083,34218.93749,35635.75993,38015.92171,37720.74773,37819.77578,38271.80473
Oman,OMN,GDP per capita (current US$),NY.GDP.PCAP.CD,5380.229641,6448.134853,5993.348171,6289.301294,6046.230265,6038.149179,6297.197627,6882.594636,7109.660475,6330.726745,7059.214725,8710.987805,8559.565811,8670.263784,9070.494699,10115.04361,12398.59435,14575.1604,16225.65999,22963.37816,17518.83331,19920.64957,21164.33576,21533.8076,20011.34778,19309.61245
Other small states,OSS,GDP per capita (current US$),NY.GDP.PCAP.CD,2646.671227,3094.939876,3117.252314,3335.78547,3117.35614,3209.320458,3628.642525,3763.46745,3836.583083,3690.688958,3895.964964,4319.298926,4217.37874,4472.611228,5455.816075,6630.047245,7873.252155,8998.341707,10710.07587,12734.32245,10593.01838,12047.89984,14719.45131,15110.52145,15429.9989,15653.19829
Pakistan,PAK,GDP per capita (current US$),NY.GDP.PCAP.CD,384.2988266,371.817707,410.8302765,428.0656441,441.5721331,434.0301412,494.5852085,503.749452,484.5586947,471.1023571,465.9272423,534.915837,511.8111261,501.1854545,565.3238448,652.020213,714.03681,876.9511089,953.795686,1042.801705,1009.799319,1043.300205,1230.815428,1266.380758,1275.71275,1315.267622
Panama,PAN,GDP per capita (current US$),NY.GDP.PCAP.CD,2138.752935,2276.681721,2451.908735,2730.532864,2921.531506,3052.416987,3057.241105,3531.642113,3742.755471,3975.948991,4083.949528,4062.392683,4050.026645,4132.064331,4275.983502,4604.436193,4933.050031,5370.548926,6095.280418,7008.98825,7471.341386,7987.060372,9335.691621,10672.35895,11786.63317,12712.43133
Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,1024.993383,1177.920121,1514.720686,1547.294318,1476.254783,1849.835921,2162.757199,2208.401712,2289.16201,2164.088509,1929.983813,1967.24321,1964.573039,2046.377424,2191.37156,2445.446488,2714.480116,3143.550031,3611.204843,4244.539661,4178.820714,5056.295313,5731.698868,6389.630576,6609.713369,6549.389229
Philippines,PHL,GDP per capita (current US$),NY.GDP.PCAP.CD,704.9907929,715.3107015,715.1252434,814.0325684,815.6645634,939.1022023,1061.347899,1159.730934,1127.345617,967.1935906,1087.958344,1039.701796,958.011579,1000.777728,1011.286644,1080.086184,1196.539849,1395.212633,1678.851988,1929.132897,1836.87412,2145.240007,2371.853537,2604.655997,2786.950468,2872.512165
Palau,PLW,GDP per capita (current US$),NY.GDP.PCAP.CD,,5095.63258,5420.140909,5187.555052,4644.050168,4970.365963,5519.385685,6114.891212,6246.923798,6333.405312,6011.494862,7786.586002,8245.722531,8352.490421,8116.751269,8851.300177,9710.152208,9729.162502,9742.519137,9793.839917,9162.406606,8978.993649,9701.057944,10319.9075,10932.64496,11892.68616
Papua New Guinea,PNG,GDP per capita (current US$),NY.GDP.PCAP.CD,874.0708169,774.3639919,888.6466039,1001.962989,1110.245078,1197.234913,983.0753347,1065.114498,993.4574037,742.7872918,663.9585833,655.2502302,558.8829823,530.5840587,610.2002911,661.125039,799.4164059,886.4202669,992.6737493,1223.202978,1210.871723,1418.923591,1838.699199,2151.210277,2108.831643,2268.172539
Poland,POL,GDP per capita (current US$),NY.GDP.PCAP.CD,,1698.006922,2192.66598,2411.859496,2449.301908,2819.689466,3612.159514,4066.842029,4076.352838,4483.236888,4351.374605,4492.727604,4981.198619,5196.932921,5693.377763,6639.963052,7976.066768,8999.739627,11247.55148,13906.2182,11440.57813,12597.45879,13891.14169,13142.04599,13776.45476,14337.20637
Pre-demographic dividend,PRE,GDP per capita (current US$),NY.GDP.PCAP.CD,253.5606487,403.4968985,398.2706881,357.9903729,317.0576262,286.7523321,322.0036612,349.3469893,354.8302535,341.7317774,337.7135201,383.3475825,353.2743744,405.4738137,455.478508,536.1858887,645.5533873,781.7771027,928.3779545,1150.165792,1010.625726,1361.163285,1529.246883,1624.679431,1722.728843,1771.522304
Puerto Rico,PRI,GDP per capita (current US$),NY.GDP.PCAP.CD,8063.212243,8652.507492,9064.018517,9659.3389,10212.27676,10876.41882,11579.185,12173.16369,12817.64496,14304.40737,15220.97924,16192.1296,18243.71775,18972.76853,19820.20729,20988.99233,21959.32271,22935.94115,23664.88235,24898.33884,25768.73605,26435.73308,27278.84523,27811.5558,28703.73237,
"Korea, Dem. People’s Rep.",PRK,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,6056.977177,7885.394019,8959.867208,10811.63064,9535.594849,9978.301937,11782.52148,12185.06389,11578.44151,12202.69141,12474.81808,11502.39681,11729.14616,12882.28897,15772.7334,18045.5881,18784.9485,19821.44463,22780.05845,24815.60884,23063.97161,22539.99601,23194.74096,20577.40264,21618.73534,22124.36709
Paraguay,PRY,GDP per capita (current US$),NY.GDP.PCAP.CD,1120.875394,1351.578779,1615.479607,1614.673376,1596.144879,1692.239625,1903.467994,2009.649903,2000.910277,1773.24128,1614.903727,1545.625548,1417.26032,1148.229049,1174.779765,1408.527483,1507.145951,1809.710231,2312.192538,3059.985099,2599.592016,3225.591754,3983.498504,3858.036492,4479.955052,4712.870205
Pacific island small states,PSS,GDP per capita (current US$),NY.GDP.PCAP.CD,1342.038274,1426.361135,1500.717967,1618.531791,1676.342356,1898.778384,2018.929289,2136.620547,2105.968228,1788.148611,1923.162746,1772.558607,1715.810787,1791.539594,2082.321581,2379.811308,2576.103489,2672.060793,2904.597118,3057.811904,2681.503837,2925.708101,3427.688822,3579.791737,3643.978403,3807.047313
Post-demographic dividend,PST,GDP per capita (current US$),NY.GDP.PCAP.CD,17035.6096,19009.49612,19914.22533,21221.01595,21246.58819,22605.71478,24777.7822,24766.25503,24201.44359,24165.53534,25242.26904,25526.26547,25176.49982,26142.56171,29191.03175,32271.49661,33784.08818,35363.57086,38389.996,40306.82094,37757.61146,39218.20479,41901.24184,41713.32047,41792.11934,42362.434
French Polynesia,PYF,GDP per capita (current US$),NY.GDP.PCAP.CD,13572.58733,16036.73088,16173.48584,17334.40076,17732.74842,16647.1582,18505.45932,18034.75376,15943.3189,16530.17251,16299.28428,14530.22602,,,,,,,,,,,,,,
Qatar,QAT,GDP per capita (current US$),NY.GDP.PCAP.CD,14010.8925,15447.59509,14189.48223,15614.97583,14542.37514,14892.49498,16242.72129,17698.72541,21388.72409,18693.32583,21717.83737,29926.36335,28577.3016,30523.49077,35221.52643,43346.86426,53207.33365,61593.67297,67612.49404,82990.07096,61463.90358,70870.22658,89115.90149,94407.40692,96076.99638,96732.52903
Romania,ROU,GDP per capita (current US$),NY.GDP.PCAP.CD,1789.644638,1650.692978,1260.749045,1102.103785,1158.132516,1323.104325,1660.272768,1643.88046,1589.014061,1864.991387,1610.13437,1668.162731,1839.72945,2124.873613,2774.955806,3552.92452,4676.315183,5828.745662,8214.185378,10136.47356,8220.108329,8297.483621,9200.277825,8558.397606,9585.266593,10011.78592
Russian Federation,RUS,GDP per capita (current US$),NY.GDP.PCAP.CD,3428.762018,3485.112202,3485.056,3095.659779,2929.462119,2663.394599,2665.739722,2643.897696,2737.556662,1834.846937,1330.751464,1771.586602,2100.362386,2375.059044,2975.132778,4102.372294,5323.473877,6920.194398,9101.256706,11635.27424,8562.813697,10674.9972,14212.08089,15154.47228,15543.69784,13902.14285
Rwanda,RWA,GDP per capita (current US$),NY.GDP.PCAP.CD,332.2268769,351.2778271,270.3286654,302.2568044,312.9228082,125.6901275,218.7703012,226.6981976,284.5872453,282.2886646,239.633609,216.2758944,201.0640419,196.4447015,212.5120519,236.6292142,286.5674694,336.942281,398.2084859,491.9404166,529.5965562,553.5974576,606.9028864,667.4145823,678.9981669,697.6265013
South Asia,SAS,GDP per capita (current US$),NY.GDP.PCAP.CD,345.2813586,363.6563371,316.1844276,328.6336395,318.5618714,354.0827814,385.3539007,413.2559803,425.1462802,422.8353817,444.7206108,453.9946411,457.6179244,472.78124,542.7072816,618.8082142,697.5542343,785.0117451,979.1317445,981.3447022,1063.158541,1285.524399,1370.95494,1370.206524,1391.298216,1501.07409
Saudi Arabia,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,6030.268793,7137.392024,7775.701542,7834.236208,7386.668213,7310.950345,7555.965332,8159.980674,8328.970985,7180.15044,7728.676388,8808.875367,8315.739302,8317.908575,9186.310388,10756.01622,13273.6535,14826.9167,15947.40579,19436.85716,15655.08337,18753.98123,23256.09561,24883.18971,24646.02087,24406.46782
Sudan,SDN,GDP per capita (current US$),NY.GDP.PCAP.CD,610.4595096,481.4966695,428.4327166,256.59285,313.693287,437.6980635,458.7780296,290.4369043,365.5484798,342.2699903,315.9880041,352.5015707,368.5180134,402.2254331,466.0338722,550.7465691,661.6262771,868.322775,1081.159321,1248.355269,1183.206775,1421.532942,1596.44521,1662.287641,1726.080156,1875.843287
Senegal,SEN,GDP per capita (current US$),NY.GDP.PCAP.CD,674.3733981,760.7787608,724.8458955,751.48088,689.6680371,457.4790204,560.0805182,566.683321,509.9214334,535.8884987,534.8552062,474.5771245,482.0680429,513.3918328,642.6259945,732.3181056,772.6524454,808.2884239,948.5067592,1094.576476,1018.389551,998.1196955,1081.131518,1019.27223,1051.376421,1067.131753
Singapore,SGP,GDP per capita (current US$),NY.GDP.PCAP.CD,10380.15132,11864.53369,14505.02039,16144.00819,18302.4304,21578.46053,24936.83083,26263.01627,26386.45745,21824.03558,21795.69696,23792.60707,21577.07823,22016.83279,23573.62804,27405.27136,29869.85398,33579.85948,39223.58187,39721.04818,38577.55822,46569.67951,53093.67015,54451.21033,55617.6125,56007.28821
Solomon Islands,SLB,GDP per capita (current US$),NY.GDP.PCAP.CD,1095.722985,970.0689337,998.7252018,1147.867918,1210.413374,1330.727669,1445.662731,1529.793228,1495.079761,1206.633242,1201.573044,1055.210356,945.5289267,785.6255585,745.4571873,819.3012297,881.9647785,950.0576951,1048.771486,1208.344196,1161.22881,1276.348513,1648.854127,1866.707246,1890.000903,2024.202861
Sierra Leone,SLE,GDP per capita (current US$),NY.GDP.PCAP.CD,240.5682445,165.2532318,197.6688858,173.0635022,197.4406409,236.3358888,226.8896637,245.6898333,221.2109347,173.3609028,169.515997,156.5918666,255.7885644,280.1811714,295.0797751,293.8545066,320.9953668,359.5337138,400.3809371,453.7363655,440.9244597,453.0220407,505.263717,637.6522088,802.5356255,792.5835504
El Salvador,SLV,GDP per capita (current US$),NY.GDP.PCAP.CD,843.3697753,914.094639,998.0126188,1104.329226,1270.26929,1462.659632,1699.93503,1827.899428,1956.098589,2093.487271,2158.142965,2259.888269,2363.271031,2435.472748,2549.886636,2666.339695,2874.257256,3108.592529,3358.421252,3569.335393,3431.280068,3547.070983,3821.33859,3921.720395,3998.739499,4102.063852
San Marino,SMR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,31493.2974,28224.20286,29354.5509,31268.46741,39375.2288,45597.516,47035.65435,49682.09366,56489.50138,62993.36722,,,,,,
Somalia,SOM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,521.2230393,542.615884
Serbia,SRB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,2196.618467,2749.966439,3178.831484,2416.069077,2441.430389,870.1365252,1634.875061,2149.909404,2832.490652,3331.228766,3528.131008,4129.758741,5458.121718,6701.773913,5821.305397,5411.877404,6423.291783,5659.380204,6353.826383,6200.173221
Sub-Saharan Africa (excluding high income),SSA,GDP per capita (current US$),NY.GDP.PCAP.CD,618.6866926,602.7029912,609.7618152,585.7700147,548.6786241,523.7431886,576.9128493,581.0183156,585.0131233,537.1735488,527.0281052,549.778489,498.2124915,520.082278,647.2129512,783.8136332,897.3297997,1019.376472,1153.046406,1280.456672,1190.56097,1550.223691,1699.643943,1728.32897,1768.89544,1799.341364
South Sudan,SSD,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,1688.654047,1271.031728,1563.904195,1696.145667,944.2828116,1157.486958,1115.093515
Sub-Saharan Africa,SSF,GDP per capita (current US$),NY.GDP.PCAP.CD,619.2130889,603.347845,610.397397,586.5026868,549.4693528,524.5371403,577.714298,581.7878239,585.8593925,538.0754248,527.9289033,550.6391846,499.0680633,521.0194427,648.1212743,784.863845,898.4438454,1020.569792,1154.212368,1281.491378,1191.435461,1551.17433,1700.665152,1729.392554,1770.216179,1800.633038
Small states,SST,GDP per capita (current US$),NY.GDP.PCAP.CD,2597.906217,2950.733353,2953.414868,3092.562845,2978.657302,3094.8338,3457.51311,3621.899404,3761.990294,3719.146397,3927.146921,4295.449969,4242.790735,4483.007174,5285.253212,6264.923616,7346.817525,8346.898924,9789.492334,11530.19395,9617.979129,10816.64681,12976.80076,13333.53612,13658.24295,13891.15083
Sao Tome and Principe,STP,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,515.9195477,562.826237,658.2801399,703.6625567,824.0121598,858.587831,911.057012,1158.930801,1151.691965,1142.182311,1374.131921,1488.048003,1675.747569,1810.721562
Suriname,SUR,GDP per capita (current US$),NY.GDP.PCAP.CD,1355.84918,951.0723138,1077.468106,955.2095039,995.1105188,1381.51989,1556.581182,1897.112821,2014.016323,2014.461489,1861.596524,1855.77231,1576.724046,2217.697802,2606.827725,3033.018889,3645.894998,5295.623648,5862.050975,6973.098239,7561.450701,8430.905965,8448.504261,9422.270994,9618.350531,9680.115914
Slovak Republic,SVK,GDP per capita (current US$),NY.GDP.PCAP.CD,,2395.564582,2680.041026,2908.810832,3089.438276,3755.727737,4799.151051,5177.748864,5138.148679,5533.588845,5636.579532,5402.929754,5708.082659,6524.861878,8696.913242,10654.79371,11631.35457,13100.36527,16014.59869,18604.31923,16460.22111,16554.8788,18138.72342,17207.27849,18108.52175,18501.42962
Slovenia,SVN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,10690.66198,10801.4311,10447.93775,11165.27502,11441.99623,10227.73488,10479.29778,11814.10209,14880.46899,17260.90239,18169.17979,19726.12575,23841.32389,27501.81752,24633.79608,23438.84716,24983.69373,22477.60381,23144.11672,24001.88013
Sweden,SWE,GDP per capita (current US$),NY.GDP.PCAP.CD,25300.39512,30162.31577,31374.11699,32338.50395,24080.89967,25747.24169,29914.33175,32587.2641,29897.79263,30143.62746,30577.08177,29283.00505,26969.24457,29571.70446,36961.42537,42442.22045,43085.35315,46256.4716,53324.37937,55746.84238,46207.0592,52076.43052,59593.6848,57134.07707,60283.24522,58899.97979
Swaziland,SWZ,GDP per capita (current US$),NY.GDP.PCAP.CD,835.8506543,1292.057418,1303.065206,1415.023382,1465.311842,1503.133746,1763.476293,1627.984086,1705.172944,1532.918723,1476.776192,1433.18124,1255.474129,1131.243533,1704.153913,2211.089257,2339.300374,2636.320016,2690.928392,2617.360094,2679.6706,2956.696795,4093.384237,3988.667167,3648.0749,3477.149246
Sint Maarten (Dutch part),SXM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,GDP per capita (current US$),NY.GDP.PCAP.CD,4393.164054,5265.496556,5290.927229,6051.986461,6517.814629,6580.334184,6748.931109,6583.201018,7280.989621,7715.918147,7747.612159,7578.851053,7663.13708,8333.551352,8523.005025,10173.57488,11086.89089,12014.39987,12154.82994,11122.86207,9706.95606,10804.68447,12189.09516,12845.17363,15695.89834,15563.79422
Syrian Arab Republic,SYR,GDP per capita (current US$),NY.GDP.PCAP.CD,815.0905237,988.5223252,1012.81485,1005.109809,1010.053364,726.0599561,795.195144,935.7604034,957.3172087,976.366134,993.8297409,1181.719202,1263.885859,1269.729208,1261.42609,1419.593379,1591.530192,1779.821049,2079.987864,,,,,,,
Turks and Caicos Islands,TCA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,GDP per capita (current US$),NY.GDP.PCAP.CD,248.503808,291.8091874,305.1655083,296.3458445,223.1712788,174.1945723,206.5117899,221.9471769,206.119566,224.8400976,190.8154106,166.0080155,197.3022751,220.7953519,292.5815828,454.6552834,660.1815568,712.0468098,801.4016004,929.2796449,803.9143523,895.8779959,988.4431598,972.6793451,985.095322,1024.668354
East Asia & Pacific (IDA & IBRD countries),TEA,GDP per capita (current US$),NY.GDP.PCAP.CD,400.3156538,422.7975526,453.7174927,500.4218834,534.9654546,635.3890323,774.4969748,878.8091792,899.2000118,814.4330677,886.1088152,966.4008031,1019.799212,1118.437944,1253.266182,1441.4501,1652.960754,1973.161048,2476.425129,3107.881851,3343.507826,4024.736324,4882.548189,5406.386539,5912.926203,6308.661066
Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita (current US$),NY.GDP.PCAP.CD,2244.459778,2371.422489,2342.311636,2183.05539,2145.662802,1923.727422,2107.721121,2172.401673,2245.102193,2154.687107,1864.936686,2034.127159,2076.14461,2330.348083,2865.284089,3695.370989,4619.015975,5583.667979,7161.14143,8832.535688,6962.021448,8135.574487,9796.561421,10063.47538,10475.41657,9877.87245
Togo,TGO,GDP per capita (current US$),NY.GDP.PCAP.CD,367.2193795,430.01123,412.2352458,424.9015676,302.2241022,235.0388475,305.6245277,333.5916167,332.6223324,343.2228479,331.9725731,265.5016597,266.1345687,286.7580816,316.7920687,356.8308035,379.1809289,384.2885556,428.4015618,522.625007,508.5405257,496.4824942,572.0257032,573.2074765,589.0140537,629.9976439
Thailand,THA,GDP per capita (current US$),NY.GDP.PCAP.CD,1294.519446,1508.287909,1716.610348,1929.533108,2213.169379,2497.898285,2856.246392,3056.752646,2480.476091,1855.900383,2043.905832,2016.041015,1896.971003,2093.979206,2349.384526,2643.478935,2874.386274,3351.117633,3962.750499,4384.782675,4231.140368,5111.909202,5539.494368,5915.221147,6225.052283,5969.940116
