"Data Source","World Development Indicators",

"Last Updated Date","2016-10-14",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Bahrain","BHR","Net enrolment rate, primary, both sexes (%)","SE.PRM.NENR","","","","","","","","","","","","76.2976989746094","79.1236190795898","80.1804809570313","81.7910614013672","85.2412567138672","82.1042861938477","82.1138763427734","80.0707092285156","80.7227478027344","82.4389495849609","82.0449371337891","80.6678009033203","83.3249435424805","86.6797714233398","91.1168975830078","96.2041473388672","95.5578918457031","98.2900314331055","99.0437316894531","","99.4494400024414","96.9473114013672","98.022819519043","97.9902496337891","99.1021881103516","99.9197387695313","99.8674697875977","96.7396774291992","96.9244613647461","","","","","","","","","","","","","","","","","",
"Bahamas, The","BHS","Net enrolment rate, primary, both sexes (%)","SE.PRM.NENR","","","","","","","","","","","","100","99.9192504882813","96.3718338012695","99.3930435180664","100","98.8524169921875","","","","97.2161026000977","100","","","95.9269485473633","","","","","","","","88.5360107421875","88.8792037963867","92.6135101318359","","","","","90.7643814086914","","","","","93.7645568847656","98.1172714233398","96.5744018554688","98.2623291015625","98.2452392578125","95.877082824707","97.5202178955078","","","","","","",
"Bosnia and Herzegovina","BIH","Net enrolment rate, primary, both sexes (%)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.9659423828125","98.2710876464844","97.8794021606445","97.5265274047852","","",
"Belarus","BLR","Net enrolment rate, primary, both sexes (%)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.8325119018555","","","","","","95.5913009643555","92.5342636108398","93.0631408691406","91.5311508178711","89.6053695678711","89.7115173339844","89.5923767089844","","91.5260696411133","91.0578918457031","90.7015609741211","93.8824310302734","92.8497772216797","93.7410583496094","","",
"Belize","BLZ","Net enrolment rate, primary, both sexes (%)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.7257995605469","94.8120193481445","91.9633331298828","","92.130989074707","93.3342514038086","93.0085678100586","93.6660766601563","93.4217071533203","93.8307571411133","94.9085235595703","95.3996505737305","95.1572418212891","96.6807174682617","95.8062515258789","96.2914962768555","","",
"Bermuda","BMU","Net enrolment rate, primary, both sexes (%)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","","82.7195892333984","80.8029937744141","","","","","91.6493072509766","93.9752578735352","","","","","","","","","","","","","","","","","","","","97.1104431152344","","","","","","85.3482131958008","83.4578704833984","","","","",
"Bolivia","BOL","Net enrolment rate, primary, both sexes (%)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.1381683349609","94.1917419433594","94.7579803466797","94.725959777832","95.1862716674805","95.5807113647461","","","95.5722885131836","95.3554382324219","94.1410827636719","","","","","","","","",
"Brazil","BRA","Net enrolment rate, primary, both sexes (%)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.9140014648438","","98.0338516235352","95.7304916381836","93.1796188354492","94.42333984375","94.8533401489258","","91.5890579223633","97.5490264892578","95.5276489257813","","95.0073776245117","95.0539398193359","90.3539810180664","","","",
"Barbados","BRB","Net enrolment rate, primary, both sexes (%)","SE.PRM.NENR","","","","","","","","","","","","86.442497253418","88.0591812133789","88.7263336181641","","","98.819450378418","98.3329315185547","98.2307510375977","98.8761825561523","","94.6086502075195","94.5032501220703","96.3191986083984","","","","","","99.705207824707","97.6031799316406","","89.7301025390625","","","","","","","97.1169967651367","95.5005264282227","94.594482421875","91.8969192504883","91.5846405029297","90.4640426635742","90.2432708740234","92.0607070922852","94.7742385864258","96.7969207763672","93.7975616455078","95.0585174560547","93.5726470947266","","","91.0224685668945","","",
"Brunei Darussalam","BRN","Net enrolment rate, primary, both sexes (%)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","89.6756286621094","90.564323425293","81.6463623046875","82.3609085083008","79.100456237793","77.5926666259766","78.571662902832","78.8187713623047","","80.4183807373047","","","","","91.461181640625","93.5756988525391","96.2985916137695","96.2433929443359","98.8045272827148","","","","","","","","","","","","","","","","","","","","","",
"Bhutan","BTN","Net enrolment rate, primary, both sexes (%)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","","22.8144798278809","25.6086292266846","","","","","","","","","","","","","","","","","","","54.7783088684082","55.8745307922363","58.8300704956055","62.2909812927246","","","","72.2642669677734","75.9244766235352","","81.1108474731445","85.5095901489258","87.227783203125","88.0537490844727","89.4970779418945","86.6025466918945","85.5823974609375","","",
"Botswana","BWA","Net enrolment rate, primary, both sexes (%)","SE.PRM.NENR","","","","","","","","","","","43.638671875","40.8713188171387","42.4800415039063","45.9410095214844","50.2393913269043","56.6987380981445","61.237678527832","65.5363311767578","66.5870971679688","68.3459930419922","72.6619567871094","77.0011901855469","","80.90625","81.2282562255859","83.1536636352539","84.1504898071289","85.0242309570313","85.534309387207","86.1240005493164","85.6291122436523","87.7892227172852","87.1212768554688","86.5280990600586","86.2902908325195","77.342399597168","77.7408599853516","","79.2777404785156","80.3345413208008","81.7719268798828","83.734016418457","84.2489471435547","84.5501098632813","85.4204177856445","84.5402908325195","85.5954208374023","84.7730026245117","84.3909072875977","85.0092620849609","","","90.2482604980469","91.0208587646484","","","",
"Central African Republic","CAF","Net enrolment rate, primary, both sexes (%)","SE.PRM.NENR","","","","","","","","","","","","49.8218994140625","52.3210601806641","54.4948692321777","","","","50.6497688293457","50.4780082702637","","","55.2733497619629","56.9204597473145","58.5946884155273","","","61.1549606323242","50.7394218444824","48.4415283203125","48.5020790100098","57.4131011962891","53.106559753418","","","","","","","","","","","","","","48.3545989990234","48.6911506652832","57.1372909545898","66.3189926147461","66.8812484741211","69.3373031616211","67.3996810913086","70.5584564208984","","","","",
"Canada","CAN","Net enrolment rate, primary, both sexes (%)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","","","","","","95.6432418823242","95.3742980957031","94.8106384277344","94.6626205444336","94.979362487793","95.0423583984375","95.0384902954102","95.2747116088867","95.2760467529297","97.8284606933594","97.5713806152344","95.9438171386719","95.3882827758789","94.2607803344727","95.188850402832","","98.5074768066406","99.7825698852539","99.9220504760742","","","","","","","","","","","","99.4774780273438","99.4567413330078","","","",
"Central Europe and the Baltics","CEB","Net enrolment rate, primary, both sexes (%)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.41907","93.73913","93.01832","93.3583","94.73922","94.75466","94.82398","94.38004","93.94261","93.5732","93.68321","93.21891","93.74225","94.02581","93.88061","93.54071","93.53098","","","",
"Switzerland","CHE","Net enrolment rate, primary, both sexes (%)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","75.6500778198242","76.1833267211914","","","77.1394729614258","77.1026077270508","76.7310180664063","76.2067031860352","76.1463012695313","76.5557174682617","77.7358093261719","79.5231094360352","81.5891799926758","83.3228607177734","84.1508483886719","84.2088928222656","83.4270324707031","82.5522613525391","88.9908218383789","90.9119567871094","","","95.732551574707","95.5740585327148","95.2901382446289","95.1740798950195","94.9431686401367","94.5368270874023","93.4917984008789","93.0557708740234","93.0077819824219","93.6473083496094","93.7829666137695","93.7211074829102","93.6400680541992","93.4799575805664","93.6389007568359","93.774299621582","","",
"Channel Islands","CHI","Net enrolment rate, primary, both sexes (%)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Net enrolment rate, primary, both sexes (%)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.4819183349609","96.9848175048828","94.4860687255859","95.0290298461914","93.6905364990234","93.1179733276367","92.4812698364258","93.037483215332","","",
"China","CHN","Net enrolment rate, primary, both sexes (%)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.4874877929688","96.2727737426758","96.4934234619141","96.8479309082031","97.1313781738281","97.1918106079102","95.908447265625","94.1895980834961","92.3021774291992","90.9129486083984","90.188117980957","","","","","","","","","","","","","","","","","","","",
"Cote d'Ivoire","CIV","Net enrolment rate, primary, both sexes (%)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","48.8222694396973","","","","","","","","","","","","","","48.5884208679199","48.9681587219238","","","","54.5278816223145","55.654369354248","","56.8172187805176","55.9455413818359","59.9219017028809","59.9893188476563","56.5333290100098","","","","","","56.708740234375","","","","68.9500732421875","74.6792831420898","","",
"Cameroon","CMR","Net enrolment rate, primary, both sexes (%)","SE.PRM.NENR","","","","","","","","","","","","62.1955986022949","61.1099891662598","59.362548828125","57.2808685302734","63.6121101379395","65.0511474609375","63.8005485534668","65.0930709838867","66.0059280395508","66.2570724487305","","","","","","","","72.8300399780273","","72.0202484130859","70.1302032470703","","","","","","","","","","","","","","","","","80.9210510253906","83.6367721557617","","","91.3603515625","","91.6421890258789","","",
"Congo, Rep.","COG","Net enrolment rate, primary, both sexes (%)","SE.PRM.NENR","","","","","","","","","","","","","83.8771514892578","","90.3118896484375","","93.4043731689453","","97.0131607055664","97.2644729614258","88.9723815917969","87.9458389282227","88.493049621582","88.918083190918","90.1650314331055","","","","","","","","","","","","","","","","","","","","","53.4156684875488","57.0220718383789","","","","89.3315811157227","","91.3839797973633","","","","",
"Colombia","COL","Net enrolment rate, primary, both sexes (%)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","","","","","","70.7170715332031","","69.0022583007813","67.6478500366211","65.5584030151367","66.0547103881836","65.6373901367188","65.4148025512695","","67.9270782470703","75.546516418457","76.4107284545898","77.5208435058594","81.035400390625","86.2762908935547","","90.930793762207","93.7321319580078","94.6431884765625","94.1924819946289","94.4655609130859","","95.3082122802734","94.2081832885742","92.7551879882813","91.9644622802734","92.6671295166016","93.2887115478516","93.5677795410156","94.03369140625","91.4717178344727","90.4757919311523","89.8330917358398","","",
"Comoros","COM","Net enrolment rate, primary, both sexes (%)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","","","","","","","86.3324966430664","","","81.5795593261719","73.6644134521484","","","","","","","67.6450576782227","","","","","60.1150093078613","66.8552169799805","","","","","","","78.270149230957","","","","","","83.2159881591797","","","",
"Cabo Verde","CPV","Net enrolment rate, primary, both sexes (%)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","","","","","89.0104064941406","87.5684127807617","84.5829010009766","91.2051086425781","94.2104415893555","95.7019195556641","97.1110992431641","99.6056137084961","","99.1565093994141","","","","99.1333618164063","","","","99.8093566894531","","97.1963806152344","95.4030303955078","94.5404891967773","94.0364532470703","92.3266983032227","91.9661636352539","91.7606964111328","91.7351379394531","92.120246887207","93.3214721679688","94.9554901123047","96.4454727172852","98.2659225463867","98.2901916503906","98.1665267944336","","",
"Costa Rica","CRI","Net enrolment rate, primary, both sexes (%)","SE.PRM.NENR","","","","","","","","","","","87.6656875610352","","89.7163619995117","90.5745162963867","","90.2697296142578","91.7901992797852","","90.269401550293","88.9778289794922","89.2146072387695","89.9252624511719","88.3484420776367","","","86.0849075317383","87.1133270263672","87.3419494628906","","87.7273483276367","87.7338027954102","88.2860107421875","90.3450622558594","91.1378479003906","90.7326889038086","92.4482498168945","94.9123001098633","","","","","","","","","","","","","","","98.4002685546875","98.4868087768555","97.4184494018555","96.1319122314453","","",
"Caribbean small states","CSS","Net enrolment rate, primary, both sexes (%)","SE.PRM.NENR","","","","","","","","","","","93.18137","93.58703","93.85217","93.27343","94.61444","91.98415","90.93767","93.22092","93.51733","93.71481","92.72918","93.51923","94.94824","95.29978","94.92637","94.74672","94.66878","96.24604","95.71514","96.84266","95.3686","93.89711","93.88596","93.59686","93.55979","93.54743","93.46292","93.52598","93.61894","93.31147","93.14905","92.34027","91.91078","91.70805","92.39588","92.05852","91.27601","91.07005","91.23588","90.42403","90.4311","90.15191","88.82747","88.29278","","","",
"Cuba","CUB","Net enrolment rate, primary, both sexes (%)","SE.PRM.NENR","","","","","","","","","","","","","92.9583282470703","94.5070495605469","95.4148712158203","","","","","98.3469009399414","97.6105117797852","95.4170532226563","94.3417816162109","94.446662902832","92.9681625366211","91.2409515380859","91.5382385253906","93.0679168701172","92.8472137451172","92.9275207519531","92.4929885864258","92.0869522094727","94.2589569091797","95.0640869140625","97.3500595092773","97.2442016601563","99.2163772583008","99.00390625","97.0515518188477","97.3637924194336","96.6582336425781","96.0534362792969","95.8196563720703","94.0909118652344","94.4667205810547","94.4884414672852","94.8136596679688","96.7935104370117","97.4355316162109","99.1395797729492","99.1720504760742","98.4834671020508","96.862678527832","96.223388671875","93.1565399169922","","",
"Curacao","CUW","Net enrolment rate, primary, both sexes (%)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Net enrolment rate, primary, both sexes (%)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Net enrolment rate, primary, both sexes (%)","SE.PRM.NENR","","","","","","","","","","","","79.7307281494141","78.3799667358398","78.2754364013672","77.6453323364258","71.2198333740234","68.997917175293","68.0784683227539","68.8534393310547","69.57421875","68.7344512939453","71.2135314941406","67.9382934570313","68.0978927612305","68.3717269897461","69.1662368774414","73.8031921386719","77.8571014404297","79.3348617553711","79.4596710205078","78.8220977783203","79.1534805297852","77.3592987060547","97.6294479370117","96.916633605957","96.2129974365234","96.1172790527344","96.2847671508789","","95.0411987304688","95.3186187744141","94.9698486328125","95.9427871704102","96.1432800292969","96.1174926757813","99.3459091186523","99.2186737060547","99.0430526733398","98.7024307250977","98.7438888549805","98.9698181152344","98.7190017700195","97.9123992919922","97.2969512939453","96.9113311767578","","",
"Czech Republic","CZE","Net enrolment rate, primary, both sexes (%)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Germany","DEU","Net enrolment rate, primary, both sexes (%)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9712295532227","99.2140274047852","99.1598129272461","99.0877838134766","98.6179580688477","98.5548934936523","98.4996032714844","98.2461700439453","98.161979675293","97.5412902832031","97.2055511474609","97.5086135864258","97.7406921386719","97.9618225097656","98.469108581543","98.6327819824219","","",
"Djibouti","DJI","Net enrolment rate, primary, both sexes (%)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","25.0874404907227","26.6740303039551","26.9146900177002","26.9306697845459","27.056770324707","27.6567993164063","27.7735595703125","28.8618106842041","26.2897205352783","26.7813396453857","27.4396095275879","27.1208400726318","25.9607105255127","","25.617769241333","25.7564792633057","28.1996002197266","29.7520294189453","","33.922981262207","35.9949188232422","40.0295906066895","43.0698089599609","49.2966003417969","48.7347717285156","","57.2947692871094","","57.0603485107422","58.7585792541504","57.3690605163574","",
"Dominica","DMA","Net enrolment rate, primary, both sexes (%)","SE.PRM.NENR","","","","","","","","","","","","","","","","98.5134963989258","92.8911209106445","92.534782409668","","86.822998046875","85.9518890380859","84.3480606079102","87.6905364990234","","","","","","","","","","","","","","","","","","94.8479690551758","94.1261215209961","98.7066192626953","93.667350769043","92.1333465576172","90.6506576538086","88.4767837524414","89.2515335083008","89.6743698120117","92.9507598876953","","","","","","","",
"Denmark","DNK","Net enrolment rate, primary, both sexes (%)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","","","","","95.5527420043945","96.3674392700195","98.0696868896484","99.0337219238281","98.8461685180664","98.750617980957","98.9231719970703","99.0358276367188","97.8565063476563","97.740966796875","98.3064117431641","97.4750671386719","96.9996185302734","98.7278366088867","98.3201675415039","98.1968994140625","","98.7155609130859","97.9455108642578","97.4435806274414","99.8313598632813","99.8711395263672","","97.8214263916016","95.7370910644531","96.0473480224609","96.6084136962891","95.997802734375","96.0236282348633","95.9181900024414","97.5011672973633","97.9736175537109","98.3545837402344","98.0695266723633","","",
"Dominican Republic","DOM","Net enrolment rate, primary, both sexes (%)","SE.PRM.NENR","","","","","","","","","","","","","74.2770690917969","","","","","","","","","","","","","","","","","","","","","","","","","","","82.5340118408203","83.4720306396484","","88.8586883544922","87.5302734375","80.8218307495117","82.3909301757813","80.2463531494141","86.2851181030273","82.6378173828125","89.2028274536133","89.3294372558594","88.5205307006836","86.7633666992188","85.6943817138672","83.5520095825195","","",
"Algeria","DZA","Net enrolment rate, primary, both sexes (%)","SE.PRM.NENR","","","","","","","","","","","","","","67.498046875","71.4016494750977","73.8118286132813","75.7845993041992","77.3527221679688","78.4079132080078","78.5041198730469","79.6167602539063","79.879508972168","79.5500411987305","78.8823089599609","79.9004364013672","80.2453765869141","81.3967819213867","82.7012329101563","83.8008117675781","84.8651809692383","85.3903884887695","87.1121673583984","88.1992721557617","87.710563659668","87.6532974243164","87.8834075927734","87.4385681152344","86.9141693115234","","88.2998962402344","89.1774673461914","91.1517105102539","92.1860275268555","92.4985733032227","92.9985122680664","93.23486328125","93.3142700195313","95.3334808349609","96.4345703125","97.2560501098633","96.9777679443359","97.2624282836914","","","","","",
"East Asia & Pacific (excluding high income)","EAP","Net enrolment rate, primary, both sexes (%)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","91.93701","94.8944","95.91485","95.37686","95.31693","94.55747","92.99965","91.626","90.45779","89.31758","88.76527","88.5116","91.21188","93.74199","93.87746","94.07449","94.12764","94.19037","93.71014","93.0851","92.84288","93.91298","93.9881","94.26195","94.32979","94.29846","94.09206","94.17007","","","",
"Early-demographic dividend","EAR","Net enrolment rate, primary, both sexes (%)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
