"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE",
"The Post of Zambia (Lusaka) March 8, 1996 by Peter Fredricks","","","Africa-at-Large FIFA Throws Out Zambia's Appeal","730 words"," Africa News","","",
"The Post of Zambia (Lusaka) March 8, 1996 by Sipo Kapumba","","","Zambia 'Politicians Manipulating Prices of Mealie Meal'","574 words"," Africa News","","",
"The Post of Zambia (Lusaka) March 8, 1996 by Ballad Zulu","","","Art, Culture and Entertainment Zambian Music Exposed to Piracy","227 words"," Africa News","","",
"Ethiopian News Agency March 8, 1996","","","Ethiopia Court Sentences Editor to 18 Months Imprisonment","267 words"," Africa News","","",
"Ethiopian News Agency March 8, 1996","","","Ethiopia Ethiopian Art Historian Demands Return of the Axum Obelisk","400 words"," Africa News","","",
"Ethiopian News Agency March 8, 1996","","","Ethiopia House Approve Federal Supreme Court Appointments","520 words"," Africa News","","",
"All Africa Press Service March 11, 199 by Joseph K'Amolo","","","Science, Medicine and Technology The Crucial Need to Enhance Computer Technology","1200 words"," Africa News","","",
"All Africa Press Service March 11, 199 by Wafula John","","","Africa-at-Large Comboni: From Humble Start to Sainthood","1374 words"," Africa News","","",
"All Africa Press Service March 11, 199 by Sam Gonza","","","Science, Medicine and Technology AIDS Therapies Based on Plant Ingredients","1200 words"," Africa News","","",
"All Africa Press Service March 11, 199","","","Africa-at-Large Experts Advise Irradiation to Reduce Food Losses","534 words"," Africa News","","",
"All Africa Press Service March 11, 199","","","Africa-at-Large Priests Told to Stick to Celibacy","480 words"," Africa News","","",
"All Africa Press Service March 11, 199","","","Zambia Lawyer Challenges Indefinite Jailing of Editors","920 words"," Africa News","","",
"All Africa Press Service March 11, 199","","","Sierra Leone Rebels Still Oppose Election Outcome","547 words"," Africa News","","",
"All Africa Press Service March 11, 199","","","Liberia Government Dispute Leads to Sacking of Minister","520 words"," Africa News","","",
"All Africa Press Service March 11, 1996","","","Science, Medicine and Technology Hepatitis B, a Major Cause of Death in Africa","454 words"," Africa News","","",
"All Africa Press Service March 11, 1996","","","Nigeria Catholic Bishops Urge Rulers to Alleviate Suffering","654 words"," Africa News","","",
"The Monitor (Kampala) February 26, 1996","","","Uganda Kenya Airways In Biggest Flotation","507 words"," Africa News","","",
"The Monitor (Kampala) February 26, 1996","","","Uganda Nile Power Gets Green Flag","240 words"," Africa News","","",
"The Monitor (Kampala) February 26, 1996 by Joseph Were","","","Uganda January Coffee Sales Set Over 10 Year Record","374 words"," Africa News","","",
"The Post of Zambia (Lusaka) March 1, 1996","","","Zambia Special Report on Journalists' Sentencing","3400 words"," Africa News","","",
"All Africa Press Service March 6, 1996 by Tim Chigodo","","","Zimbabwe Project Turns Convicts Into Breadwinners","1094 words"," Africa News","","",
"All Africa Press Service March 6, 1996 by Wafula John","","","Africa-at-Large The Costly Search For Peace In Endemic Conflicts","1720 words"," Africa News","","",
"All Africa Press Service March 6, 1996 by Sam Gonza","","","Africa-at-Large Project To Put Africa On Information Superhighway","1267 words"," Africa News","","",
"All Africa Press Service March 6, 1996","","","Egypt Human Rights Body Condemns Killing Of Christians","587 words"," Africa News","","",
"All Africa Press Service March 6, 1996","","","Zimbabwe Politician's Wife Denies Betrayal Before Elections","480 words"," Africa News","","",
"All Africa Press Service March 6, 1996","","","Burundi Peace Initiative Postponed","520 words"," Africa News","","",
"All Africa Press Service March 6, 1996","","","Africa-at-Large African Churches Asked To Train More Women in Media","320 words"," Africa News","","",
"All Africa Press Service March 6, 1996","","","Africa-at-Large Lutheran Churches Challenged On Human Rights","1387 words"," Africa News","","",
"All Africa Press Service March 6, 1996","","","Africa-at-Large Church Meeting Set On The African Child","587 words"," Africa News","","",
"All Africa Press Service March 6, 1996","","","Africa-at-Large New UN Unit To Serve Great Lakes Region","454 words"," Africa News","","",
"All Africa Press Service March 6, 1996","","","Africa-at-Large Clergy Call For Ecumenical Cooperation in Publishing","974 words"," Africa News","","",
"Office of the President of South Africa March 8, 1996","","","South Africa and West Africa President Mandela Addresses the Business Community of Mali","1334 words"," Africa News","","",
"Office of the President of South Africa March 8, 1996","","","South Africa and West Africa President Mandela Addresses the National Assembly Of Mali","1507 words"," Africa News","","",
"The Post of Zambia (Lusaka) March 7, 1996 by Reuben Tonga","","","Africa-at-Large Soccer: Profund's Mulenga To Contest FAZ Hot Seat","400 words"," Africa News","","",
"The Post of Zambia (Lusaka) March 7, 1996 by Staff Reporters","","","Zambia Habeas Corpus For Detained Editors To Be Heard","387 words"," Africa News","","",
"The Post of Zambia (Lusaka) March 7, 1996 by Masauso Lungu and Masautso Phiri","","","Zambia Cops Invade Farm ... In Search Of Seditious Material","920 words"," Africa News","","",
"The Post of Zambia (Lusaka) March 7, 1996","","","Zambia Convention Fails To Reach A Consensus","320 words"," Africa News","","",
"The Post of Zambia (Lusaka) March 7, 1996 by Kunda Mwilaa","","","United States and Zambia Advance The Rule of Law, Government Told","294 words"," Africa News","","",
"The Post of Zambia (Lusaka) March 7, 1996 by Samson Mujuda","","","Zambia 'Citizens' Demand A Permanent Presidential Advisory Committee","414 words"," Africa News","","",
"The Post of Zambia (Lusaka) March 7, 1996","","","Zambia Nation At Political Crossroads (Editorial)","960 words"," Africa News","","",
"Mail and Guardian (Johannesburg) March 8, 1996 by Karen Harverson","","","Business Destiny of Diamonds Still in De Beers' Hands","600 words"," Africa News","","",
"Mail and Guardian (Johannesburg) March 8, 1996 by Madeleine Wackernagel","","","Business U.S. Economist Says South Africa Needs 'Accelerator Effect'","894 words"," Africa News","","",
"Mail and Guardian (Johannesburg) March 8, 1996 by Simon Segal","","","Business Rains Water South Africa's Economy","827 words"," Africa News","","",
"Mail and Guardian (Johannesburg) March 8, 1996 by Peter Frost","","","Arts Gamsu's Cabaret: From New York to Cape Town","374 words"," Africa News","","",
"Mail and Guardian (Johannesburg) March 8, 1996 by Iden Wetherell (Column)","","","Zimbabwe Pressure Take Toll on Independent Press","720 words"," Africa News","","",
"Mail and Guardian (Johannesburg) March 8, 1996 by Justin Pearce","","","South Africa Hamas Has Not Asked to Meet Mandela","200 words"," Africa News","","",
"Mail and Guardian (Johannesburg) March 8, 1996 by Eddie Koch and Ann Eveleth","","","South Africa Generals' Trial: Pulling the Strings on the Buthelezi Marionette","1334 words"," Africa News","","",
"Mail and Guardian (Johannesburg) March 8, 1996 by Justin Pearce","","","Zambia Regional Outcry over Jailed Journalists","1067 words"," Africa News","","",
"Mail and Guardian (Johannesburg) March 8, 1996 by Gaye Davis","","","South Africa ANC Battles With Mandela's Succession","2134 words"," Africa News","","",
"Mail and Guardian (Johannesburg) March 8, 1996 by Rehana Rossouw","","","South Africa Mandela's Health: 'An Inspiration To Geriatrics'","1427 words"," Africa News","","",
"Media Institute of Southern Africa (Windhoek) March 8, 1996","","","ZAMBIA; "The Post" Trio's Indefinite Imprisonment To Be Legally Challenged","814 words"," Africa News","","",
"Committee to Protect Journalists (New York) March 8, 1996","","","Ghana Three Journalists Released on Bail; Case Forwarded to Supreme Court","347 words"," Africa News","","",
"World Health Organization February 29, 1996","","","Science, Medicine and Technology Update on Ebola Haemorrhagic Fever in Gabon","625 words"," Africa News","","",
"The Post of Zambia (Lusaka) March 1, 1996 by Jeff Kapembwa","","","Africa-at-Large Golf: 200 To Participate In ZGU/ZAF Tourney","347 words"," Africa News","","",
"The Post of Zambia (Lusaka) March 1, 1996 by Sipo Kapumba","","","Business Zambia A 'Key African Territory'","214 words"," Africa News","","",
"The Post of Zambia (Lusaka) March 1, 1996 by Reuben Phiri and Jeff Kapembwa","","","Zambia Government To Proceed With Voters' Roll","400 words"," Africa News","","",
"The Post of Zambia (Lusaka) March 1, 1996 by Masauso Lungu","","","Zambia Opposition Calls For President To Step Down","494 words"," Africa News","","",
"The Post of Zambia (Lusaka) March 1, 1996 by Joe Kaunda","","","Zambia Securities Exchange And Central Bank Hold Talks","534 words"," Africa News","","",
"The Post of Zambia (Lusaka) March 1, 1996 by Samsom Mujuda","","","Africa-at-Large Soccer: Players, Clubs Get Warning On Procedures","307 words"," Africa News","","",
"The Post of Zambia (Lusaka) March 1, 1996 by Samson Mujuda","","","Arts, Culture and Entertainment Nkoma To Release Eight Track 'Demo' Album","387 words"," Africa News","","",
"The Post of Zambia (Lusaka) March 1, 1996 by Samson Mujuda","","","Africa-at-Large Soccer: Local Matches To Be Transmitted In Europe","347 words"," Africa News","","",
"The Post of Zambia (Lusaka) March 1, 1996","","","Zambia Mpezeni's Call Timely (Column)","267 words"," Africa News","","",
"Mail and Guardian (Johannesburg) March 1, 1996 by Jon Swift","","","Africa-at-Large Rugby: A Super 12 Feast Starves The Others","1320 words"," Africa News","","",
"Mail and Guardian (Johannesburg) March 1, 1996 by Vic Marks","","","Africa-at-Large Cricket: Faulty Format On The Carpet","654 words"," Africa News","","",
"Mail and Guardian (Johannesburg) March 1, 1996 by Jacquie Golding-Duffy","","","South Africa SABC Fine-Tunes Its Success","1360 words"," Africa News","","",
"Mail and Guardian (Johannesburg) March 1, 1996 by Simon Segal","","","Africa-at-Large Sport: South Africa's New Mega-Business","894 words"," Africa News","","",
"Mail and Guardian (Johannesburg) March 1, 1996 by Madeleine Wackernagel","","","Mozambique Machel Joins Investment Board","320 words"," Africa News","","",
"Mail and Guardian (Johannesburg) March 1, 1996 by Karen Harverson","","","South Africa Corruption Could Cripple SA, But ...","720 words"," Africa News","","",
"Mail and Guardian (Johannesburg) March 1, 1996 by Madeleine Wackernagel","","","Business Blueprint For The South African Budget","680 words"," Africa News","","",
"Mail and Guardian (Johannesburg) March 1, 1996","","","Arts, Culture and Entertainment It's All In The Timing","840 words"," Africa News","","",
"Mail and Guardian (Johannesburg) March 1, 1996","","","Arts, Culture and Entertainment Reading The Vital Signs","694 words"," Africa News","","",
"Mail and Guardian (Johannesburg) March 1, 1996 by Marion Edmunds","","","South Africa Who Controls The Constitution?","1387 words"," Africa News","","",
"Mail and Guardian (Johannesburg) March 1, 1996 by Stefaans Brummer, Brian Latham and Andrew Meldrum","","","Africa-at-Large Muzzling The Media Watchdogs","1187 words"," Africa News","","",
"Mail and Guardian (Johannesburg) March 1, 1996 by Gaye Davis","","","South Africa and Morocco Nzo's Mission Almost Too Hot To Handle","827 words"," Africa News","","",
"Mail and Guardian (Johannesburg) March 1, 1996 by Eddie Koch","","","South Africa Where's The Truth In The Modise Recruiting Row?","1867 words"," Africa News","","",
"Mail and Guardian (Johannesburg) March 1, 1996 by Marion Edmunds","","","South Africa Eyewitness: While The Nats Go A-Wooing","747 words"," Africa News","","",
"Mail and Guardian (Johannesburg) March 1, 1996 by Rehana Rossouw","","","South Africa The ANC Loses Its Young Lions","934 words"," Africa News","","",
"Mail and Guardian (Johannesburg) March 1,1996 by Ann Eveleth","","","South Africa The 'Third Force' Beast Goes Belly-Up","1347 words"," Africa News","","",
"Mail and Guardian (Johannesburg) March 1, 1996 by Marion Edmunds","","","South Africa Mandela Rallies Support For New Weapons Laws","467 words"," Africa News","","",
"Mail and Guardian (Johannesburg) March 1, 1996 by Eddie Koch","","","South Africa Lawyer Here To Prepare Case Against Chemical Firm","774 words"," Africa News","","",
