"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE",
"Conrad Angula, The Namibian (Windhoek)","","","Sports - Soccer;Namibia's preparatory programme announced","569 words"," Africa News","","",
"Christof Maletsky, The Namibian (Windhoek)","","","Namibia;Judge rules for citizen Swart","430 words"," Africa News","","",
"Chrispin Inambao, The Namibian (Windhoek)","","","Science and Health;Namibian Hospital waste a health threat","393 words"," Africa News","","",
"Helge Schutz, The Namibian (Windhoek)","","","Namibia;Govt opts for 2 elections 'at expense of taxpayers'","326 words"," Africa News","","",
"Oscar Johnson, The Namibian (Windhoek)","","","Namibia;Say it loud, say it clear","288 words"," Africa News","","",
"Kekeletso Motopi, Mopheme/The Survivor (Maseru)","","","Lesotho;FIDA Moves on to Promote Women Status","541 words"," Africa News","","",
"Rakoro Phororo (Commentary), Mopheme/The Survivor (Maseru)","","","Lesotho;Power, Politics and Poverty: Letsie III","1159 words"," Africa News","","",
"Khutliso Sekoati, Mopheme/The Survivor (Maseru)","","","Lesotho;Kill The Rapists - NUL Students Cry Out","438 words"," Africa News","","",
"Mopheme/The Survivor (Maseru)","","","Lesotho;Cawule Hands Money To Police Shooting Victims","127 words"," Africa News","","",
"Mopheme/The Survivor (Maseru)","","","Lesotho;Local Banks Finance Highlands Road","114 words"," Africa News","","",
"Mopheme/The Survivor (Maseru)","","","Lesotho;IEC Gets Money To Prepare For Elections","147 words"," Africa News","","",
"Khutliso Sekoati, Mopheme/The Survivor (Maseru)","","","Lesotho;Jailed Police Bid To Go Free","465 words"," Africa News","","",
"Political Correspondent, Cape Argus (Cape Town)","","","South Africa;Nats unveil plans for opposition parties to co-operate","207 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;Jealous Winnie beat me up, says woman","159 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;Winnie wilts in heat at the TRC","544 words"," Africa News","","",
"Johan Schronen, Cape Argus (Cape Town)","","","South Africa;Weapons seized in gun shop raids","194 words"," Africa News","","",
"Clive Sawyer, Cape Argus (Cape Town)","","","South Africa;Private funding of political parties targeted by DP","294 words"," Africa News","","",
"Carol Campbell, Cape Argus (Cape Town)","","","South Africa;Walking a tightrope of world diplomacy","885 words"," Africa News","","",
"Glynnis Underhill, Cape Argus (Cape Town)","","","Business and Finance;Report on collapsed Owen Wiggins Trust handed to A- G","260 words"," Africa News","","",
"Carol Campbell, Cape Argus (Cape Town)","","","South Africa;Madiba magic faces big test","136 words"," Africa News","","",
"Cape Argus (Cape Town)","","","South Africa;Last sight of a beloved, beaten son","270 words"," Africa News","","",
"Crime Reporter, Cape Argus (Cape Town)","","","South Africa;Fivaz probes race slur row","143 words"," Africa News","","",
"Maureen Pithey, Cape Argus (Cape Town)","","","South Africa;Eva gave 'silent voices' a chance to be heard","1185 words"," Africa News","","",
"Cape Argus (Cape Town)","","","South Africa;When our new democracy stinks (Editorial)","316 words"," Africa News","","",
"Llewellyn Jones, Cape Argus (Cape Town)","","","Business and Finance;Albaraka in good shape, says CE","378 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;'Winnie had affair with cop'","463 words"," Africa News","","",
"Richards Mwanza, Times of Zambia (Lusaka)","","","Sports - Soccer;SA mining firm pledges to develop Zambian soccer","313 words"," Africa News","","",
"Yuyo Kambikambi, Times of Zambia (Lusaka)","","","Sports - Soccer;Coach holds on to 'All Stars'","436 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Broking firm calls for membership","280 words"," Africa News","","",
"Benjamin Mwanza, Times of Zambia (Lusaka)","","","Business and Finance;Burundi sanctions bad for business","485 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Companies seek Zambian market","213 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Svedala SA opens Zambian branch","312 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Church gets K500m","153 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Esco fires back at critics","410 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Science and Health;Health workers' incentives on way in Zambia","273 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Venture into tobacco, farmers told","154 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;ZCTU makes passionate appeal","628 words"," Africa News","","",
"Times of Zambia (Lusaka)","","","Zambia;Rape cases on decline","475 words"," Africa News","","",
"Times of Zambia (Lusaka)","","","Zambia;'Zambia has not ratified convention'","281 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Former Canadian prime minister to lobby for Zambia investors","656 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Chiluba challenges Comesa","261 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Unordained pastors prone to immorality - Mambo","180 words"," Africa News","","",
"John Mwaura, PANA Correspondent, Panafrican News Agency","","","Kenya;Violence Escalates In Polls Countdown","380 words"," Africa News","","",
"Newton Kanhema, PANA Correspondent, Panafrican News Agency","","","South Africa;Winnie Madikizela-Mandela Faces Her Accuser At Hearing: Day 1","857 words"," Africa News","","",
"Tepitapia Sannah, PANA Correspondent, Panafrican News Agency","","","Liberia;ECOMOG Troops Begin Withdrawal From Liberia","352 words"," Africa News","","",
"Mildred Mulenga, PANA Staff Correspondent, Panafrican News Agency","","","Business and Finance;COMESA To Promote Leather Industry","290 words"," Africa News","","",
"Paul Okolo, PANA Correspondent, Panafrican News Agency","","","Nigeria;Investors Dump More Shares At Nigerian Bourse","321 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","West Africa;ECOWAS Traveller's Cheque For Launch In Dakar","446 words"," Africa News","","",
"Panafrican News Agency","","","Zambia;Electoral Official Admits Multiple Voter Registrations","275 words"," Africa News","","",
"Jules Gueye, PANA Correspondent, Panafrican News Agency","","","Sports - Soccer;Burkina Faso Prepares For Africa Cup of Nations, But Slowly","664 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;Africa Losing Out On Commodities Trade","310 words"," Africa News","","",
"Panafrican News Agency","","","Kenya;Stock Market And Currency Report","296 words"," Africa News","","",
"Panafrican News Agency","","","Sudan;Gangsters Kill Tourist in Western Sudan","178 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;Asia Improves Ties With Africa","496 words"," Africa News","","",
"Panafrican News Agency","","","East Africa;World Bank Earmarks 77 Million Dollars For Lake Project","308 words"," Africa News","","",
"Panafrican News Agency","","","Uganda;Uganda To Get 75 Million Dollars World Bank Grant","266 words"," Africa News","","",
"Panafrican News Agency","","","Nigeria;Naira Appreciates To Its Highest Level in Four Years","590 words"," Africa News","","",
"Paul Ejime PANA Staff Correspondent, Panafrican News Agency","","","Nigeria;Nigeria, Ukraine Hold Bilateral Talks","268 words"," Africa News","","",
"Panafrican News Agency","","","Eritrea;Eritrea Secures ADB Loan For Fisheries and Cattle-Breeding","216 words"," Africa News","","",
"Sheikh Chifuwe, Post of Zambia (Lusaka)","","","Sports - Soccer;9 dropped from under-20 squad","254 words"," Africa News","","",
"Post of Zambia (Lusaka)","","","Sports - General;Chishimba off for Kenya championship","136 words"," Africa News","","",
"Post of Zambia (Lusaka)","","","Zambia;Crooked Bankers (Editorial)","645 words"," Africa News","","",
"Post of Zambia (Lusaka)","","","Zambia;Inter-city wrangle","696 words"," Africa News","","",
"Mukalya Nampito, Post of Zambia (Lusaka)","","","Zambia;ZEAWU granted injunction","308 words"," Africa News","","",
"Joe Kaunda, Post of Zambia (Lusaka)","","","Zambia;Zambia kicks out SA reporters","731 words"," Africa News","","",
"Post of Zambia (Lusaka)","","","Zambia;Petition lawyers mourn Mukelabai","434 words"," Africa News","","",
"Joe Kaunda, Post of Zambia (Lusaka)","","","Zambia;Kangai dismisses asylum reports","193 words"," Africa News","","",
"Reuben Phiri, Post of Zambia (Lusaka)","","","Zambia;Nchanga MP faces drug charges","166 words"," Africa News","","",
"Amos Malupenga, Post of Zambia (Lusaka)","","","Zambia;Govt explains Mung'omba's incarceration","699 words"," Africa News","","",
"Joe Kaunda, Post of Zambia (Lusaka)","","","Zambia;COMESA urged to review sanctions against Burundi","804 words"," Africa News","","",
"Joe Kaunda, Post of Zambia (Lusaka)","","","Zambia;Commerce Bank re-opens next week","223 words"," Africa News","","",
"Reuben Phiri, Post of Zambia (Lusaka)","","","Zambia;Solo's wife speaks out","183 words"," Africa News","","",
"The International Freedom Of Expression Exchange","","","Sierra Leone; Two journalists arrested","285 words"," Africa News","","",
"Sharon Hammond, African Eye News Service (South Africa)","","","South Africa;Phosa threatens journalist with R3m law suit","542 words"," Africa News","","",
"Leonard Ndzhukula & Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Game ranger in court for stealing lions cubs","228 words"," Africa News","","",
"Dumisane Lubisi, African Eye News Service (South Africa)","","","South Africa;Town discards new R70 000 computer system","200 words"," Africa News","","",
"Dumisane Lubisi, African Eye News Service (South Africa)","","","South Africa;Only four Mpumalanga towns on sound financial footing","347 words"," Africa News","","",
"Leonard Ndzhukula & Sharon Hammond, African Eye News Service (South Africa)","","","South Africa;Storm damage disrupts final exams in Komatipoort","229 words"," Africa News","","",
"Dumisane Lubisi, African Eye News Service (South Africa)","","","South Africa;Hendrina may be declared a disaster area","200 words"," Africa News","","",
"Dumisane Lubisi, African Eye News Service (South Africa)","","","South Africa;Nelspruit and Oslo sign co-operation agreement","378 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Attempts to 'legalise' Motheo scheme get off the ground","391 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Botswana; Botswana Proposes A Broadcasting Act","430 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Swaziland; Parliament Questions Merit Of Media Council Bill","494 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Swaziland; Alert - MISA-Swaziland Passes Resolutions","593 words"," Africa News","","",
"The International Freedom Of Expression Exchange","","","Nigeria; Journalist detained","136 words"," Africa News","","",
"The International Freedom Of Expression Exchange","","","South Africa; Newspaper defeats attempt to place prior restraint on it","481 words"," Africa News","","",
"Ghana Focus (Accra)","","","Ghana;Farming Stares Ghana's Northern Regions in the face","190 words"," Africa News","","",
"Ghana Focus (Accra)","","","Ghana;Rawlings' Visit to Burkina Faso warm Ghana/Burkina Faso relations","292 words"," Africa News","","",
"United Nations","","","Congo Kinshasa; Annan Postpones Decision On Withdrawal Of Congo Team","237 words"," Africa News","","",
"United States Information Agency","","","United States and Africa; Albright To Visit Africa December 8-15","225 words"," Africa News","","",
"The International Freedom Of Expression Exchange","","","Africa-at-Large; Handbook For Lawyers Covers Fundamental Rights In Africa","228 words"," Africa News","","",
"The International Freedom Of Expression Exchange","","","Kenya; State Drops Charges Against Writer Koigi Wa Wamwere","258 words"," Africa News","","",
"The International Freedom Of Expression Exchange","","","Nigeria; Concern Over Weaker EU Sanctions & Attacks On Media","457 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Zambia; More Victimisation Of Journalists At The State-Broadcaster","475 words"," Africa News","","",
"John Phiri, Political Editor, Times of Zambia (Lusaka)","","","Zambia;MMD polls: All passion, no issue affair","1161 words"," Africa News","","",
"Sports Reporter, Times of Zambia (Lusaka)","","","Sports - General;Karatekas seek K20m for Paris bash","245 words"," Africa News","","",
"Richards Mwanza, Times of Zambia (Lusaka)","","","Sports - Soccer;'Mighty' players evicted","403 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Assize department pounces on cheating milling firms","248 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;All BA flights to be smoke-free by next march","150 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;UNIDO to increase technical assistance to Zambia","279 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Siavonga cries for airport","271 words"," Africa News","","",
"Ben Phiri, Times of Zambia (Lusaka)","","","Business and Finance;Shares investments on LuSE appreciate","294 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Science and Health;Drop chain of girlfriends, Zambia truck drivers told","416 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Veep corrects impression","459 words"," Africa News","","",
"Exhilda Siame, Times of Zambia (Lusaka)","","","Science and Health;Western Zambia in anthrax, rabies menace","212 words"," Africa News","","",
"Margaret Mangani, Times of Zambia (Lusaka)","","","Zambia;Lawyers end presidential petition hearing","358 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Maamba Collieries sold K32bn","385 words"," Africa News","","",
"Shapi Shacinda, Times of Zambia (Lusaka)","","","Zambia;'I never met Chongwe, Wina'","516 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Sondashi in trouble","456 words"," Africa News","","",
"Sam Mujuda, Post of Zambia (Lusaka)","","","Zambia;Dr. Silwamba campaigns for paternity leave","115 words"," Africa News","","",
"Amos Malupenga, Post of Zambia (Lusaka)","","","Zambia;Ruling didn't surprise me, says editor Phiri","287 words"," Africa News","","",
"Reuben Phiri and Joe Kaunda, Post of Zambia (Lusaka)","","","Zambia;Penza attacks fellow ministers","1069 words"," Africa News","","",
"Masautso Phiri, Post of Zambia (Lusaka)","","","Zambia;Rights Watch agent blocked","502 words"," Africa News","","",
"Joe Kaunda, Post of Zambia (Lusaka)","","","Zambia;D/Speaker takes Sondashi to task over coup remarks","545 words"," Africa News","","",
"Staff Reporter, Post of Zambia (Lusaka)","","","Zambia;Wina Linked To Coup","1654 words"," Africa News","","",
"Post of Zambia (Lusaka)","","","Zambia;Tumbuka succession (Editorial)","695 words"," Africa News","","",
"Masautso Phiri (Column), Post of Zambia (Lusaka)","","","Zambia;Post card","715 words"," Africa News","","",
"Mukalya Nampito and Chilombo Mwondela, Post of Zambia (Lusaka)","","","Zambia;Presidential Petition closes","382 words"," Africa News","","",
"Chrispin Inambao, The Namibian (Windhoek)","","","Namibia;Shoot-out in Caprivi, Poachers open fire on officials","372 words"," Africa News","","",
"Kate Burling, The Namibian (Windhoek)","","","Namibia;Desalination to push water prices up","621 words"," Africa News","","",
"Christof Maletsky, The Namibian (Windhoek)","","","Namibia;Anarchy fear stalks Aranos","574 words"," Africa News","","",
"Joseph Olanyo, New Vision (Kampala)","","","Business and Finance;New Cargo Airline Begins Operations","520 words"," Africa News","","",
"Edith Kimuli, New Vision (Kampala)","","","Business and Finance;URA Told To Free Danze Goods","399 words"," Africa News","","",
"Grace Matsiko, New Vision (Kampala)","","","Uganda;Obote A Nuisance - Zambia","474 words"," Africa News","","",
"Ofwono-Opondo, New Vision (Kampala)","","","Business and Finance;Sheraton Sale Opposed","252 words"," Africa News","","",
"Odrek Rwabwogo, New Vision (Kampala)","","","Uganda;Otafiire Irks MPs","238 words"," Africa News","","",
"John Kakande and Henry Tumwine, New Vision (Kampala)","","","Business and Finance;Ugandan Tax Breaks Restored","187 words"," Africa News","","",
"New Vision (Kampala)","","","Business and Finance;Uganda: Start agro-processing! (Editorial)","552 words"," Africa News","","",
"Emmy Allio, New Vision (Kampala)","","","East Africa;Ugandan Defence Minister Dismisses Sudan Allegations","245 words"," Africa News","","",
"John Kakande, New Vision (Kampala)","","","Uganda;Bakiza, Butera Defend Cheque Law","386 words"," Africa News","","",
"Moses Sserwanga, New Vision (Kampala)","","","Uganda;Tremors Hit Fort Portal","121 words"," Africa News","","",
"Edith Kimuli and Joseph Weddi, New Vision (Kampala)","","","Uganda;Asian Shot In City Centre","204 words"," Africa News","","",
"Alfred Wasike and Richard Mutumba, New Vision (Kampala)","","","Uganda;'Museveni Decided Tinyefuza Transfer'","595 words"," Africa News","","",
"Star Radio (Monrovia)","","","Liberia; Liberian Daily News Bulletin","1664 words"," Africa News","","",
"Stephen Muiruri, The Nation (Nairobi)","","","Kenya;Police get poll orders","387 words"," Africa News","","",
"Ken Opala, The Nation (Nairobi)","","","Kenya;Parties allocated air time","492 words"," Africa News","","",
"Nick Oyo, The Nation (Nairobi)","","","Sports - General;Forces tournament back after 17 years","246 words"," Africa News","","",
"The Nation (Nairobi)","","","Kenya;A peaceful poll is the wish of many (Editorial)","374 words"," Africa News","","",
"The Nation (Nairobi)","","","Somalia;Aid staff kidnap is a dumb move (Editorial)","372 words"," Africa News","","",
"Nation Team, The Nation (Nairobi)","","","Kenya;Three injured in party campaigns","846 words"," Africa News","","",
"Eric Shimoli, The Nation (Nairobi)","","","Kenya;Wamwere may be out of the race for presidency","428 words"," Africa News","","",
"Staff Writer, The Insider (Harare)","","","Business and Finance;Zimbabwe Bank Tells Manufacturers To Look For Alternative Markets","810 words"," Africa News","","",
"Charles Rukuni, The Insider (Harare)","","","Business and Finance;Zimbabwe: Wankie Produces Excellent Results","1605 words"," Africa News","","",
"Charles Rukuni, The Insider (Harare)","","","Zimbabwe;National Railways Of Zimbabwe Celebrates 100 Years Of Service","1070 words"," Africa News","","",
"Business Editor, Cape Argus (Cape Town)","","","Business and Finance;Curbs on crime limit claims for Santam","211 words"," Africa News","","",
"Business Editor, Cape Argus (Cape Town)","","","Business and Finance;SA Growth rate drops sharply in third quarter","157 words"," Africa News","","",
"Edward West, Cape Argus (Cape Town)","","","Business and Finance;Axed small businessman accuses shock absorber manufacturer of racism","359 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;I saw Winnie stab Stompie to death, says TRC witness","706 words"," Africa News","","",
"Carol Campbell, Cape Argus (Cape Town)","","","South Africa;Nat councillors jump ship","410 words"," Africa News","","",
"Sharon Hammond, African Eye News Service (South Africa)","","","Sports - General;Hand gliding champ breaks another South African record","154 words"," Africa News","","",
"Leonard Ndzhukula & Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Landmine specialist attacked by crocodile in Mozambique","338 words"," Africa News","","",
"Sharon Hammond, African Eye News Service (South Africa)","","","South Africa;Bushbuckridge unrest will not affect Mpumalanga tourism","270 words"," Africa News","","",
"Sharon Hammond, African Eye News Service (South Africa)","","","South Africa;Mpumalanga still safe from Mozambican cholera epidemic","311 words"," Africa News","","",
"Dumisane Lubisi, African Eye News Service (South Africa)","","","South Africa;ANC wants blacks to get first option on land","256 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Pregnant Women, Old People Get Free Healthcare in Ghana","258 words"," Africa News","","",
"Ghion Hagos, PANA Staff Correspondent, Panafrican News Agency","","","Ethiopia;Italy Says 1936 Invasion Of Ethiopia Was A Mistake","467 words"," Africa News","","",
"Panafrican News Agency","","","East Africa;UN to Airlift Food For Somali Refugees In Kenya","374 words"," Africa News","","",
"Constantine Chimakure, PANA Correspondent, Panafrican News Agency","","","Science and Health;Fighting Against Unplanned Pregnancies In Zimbabwe","691 words"," Africa News","","",
"Peter Masebu, PANA Staff Correspondent, Panafrican News Agency","","","Science and Health;New Anti-Female Circumcision Plan Of Action Launched","720 words"," Africa News","","",
"Newton Kanhema, PANA Correspondent, Panafrican News Agency","","","South Africa;Winnie Madikizela-Mandela's Main Accuser Leaves For UK","816 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Minister Deplores Inadequacy Of Anti-Malaria Resources","585 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Cataract Leading Cause Of Blindness In Zimbabwe","261 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Zimbabwe Launches World AIDS Campaign","283 words"," Africa News","","",
"Panafrican News Agency","","","Malawi;Malawi's First President, Kamazu Banda Dead","96 words"," Africa News","","",
"Jules Gueye, PANA Staff Correspondent, Panafrican News Agency","","","Sports - Soccer;Host Burkina Eyes Cup Of Nations","696 words"," Africa News","","",
"Newton Kanhema, PANA Correspondent, Panafrican News Agency","","","South Africa;Priest Breaks Down At The Winnie Hearing","637 words"," Africa News","","",
"Mildred Mulenga, PANA Staff Correspondent, Panafrican News Agency","","","Zambia;Government Sells Four Mines For 370 Million Dollars","545 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;HIV Infection Estimated At 30 Million Worldwide","414 words"," Africa News","","",
"Panafrican News Agency","","","Kenya;Government Approves Registration Of Political Parties","215 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Bacillary Dysentery Rampant In Burundi","87 words"," Africa News","","",
"The International Freedom Of Expression Exchange","","","South Africa; Phosa lawyers serve journalist with defamation claim","417 words"," Africa News","","",
"Joseph Mwamunyange, Special Corespondent, The East African (Nairobi)","","","Tanzania;Tanzania Railways Takes Delivery of 12 New Indian Coaches","316 words"," Africa News","","",
"James Macharia, Special Corespondent, The East African (Nairobi)","","","Kenya;Refined LPG Line to Ease Shortage in Kenya Gas","644 words"," Africa News","","",
"John Momanyi Mirong (Commentary), The East African (Nairobi)","","","Science and Health;States Must Act As One Against Lake Hyacinth","252 words"," Africa News","","",
"John Githongo (Commentary), The East African (Nairobi)","","","Kenya;When Young Turks Turn into 'Wazees'","714 words"," Africa News","","",
"Charles Onyango-Obbo (Commentary), The East African (Nairobi)","","","Uganda;The NRM Factor in Uganda's Corruption","697 words"," Africa News","","",
"Robert Rweyemamu (Commentary), The East African (Nairobi)","","","Tanzania;Tanzania Union Will Strengthen Free Press","585 words"," Africa News","","",
"James Mpinga, Special Corespondent, The East African (Nairobi)","","","East Africa;Tanzania Aid Agencies in Plea for Burundi Refugees","857 words"," Africa News","","",
"The East African (Nairobi)","","","Kenya;Ambassador Hempstone Book on Kenyan Poison Plot","2313 words"," Africa News","","",
"Adonia Ayebare, The Eastafrican, The East African (Nairobi)","","","Business and Finance;Uganda Airlines' Directors Under Probe Over Claims","733 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Zambia; Detained Zambian Journalist Questioned Over His Articles","275 words"," Africa News","","",
"Sharon Hammond, African Eye News Service (South Africa)","","","South Africa;Fallout from Motheo scandal endangers R60-million housing project","385 words"," Africa News","","",
"Dumisane Lubisi & Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Mpumalanga's capital city faces bankruptcy","502 words"," Africa News","","",
"Landiwe Dlamini and Sharon Hammond, African Eye News Service (South Africa)","","","South Africa;Rural clinics urgently need modern infrastructure and electricity","323 words"," Africa News","","",
"Dumisane Lubisi, African Eye News Service (South Africa)","","","South Africa;Blacks now dominate previously whites-only association","225 words"," Africa News","","",
"Maina Mwaniki, The Nation (Nairobi)","","","Kenya;Anti-cholera campaign gets major boost","355 words"," Africa News","","",
"Mwakera Mwajefa And Maina Mwaniki, The Nation (Nairobi)","","","Kenya;Gas supply in full throttle","340 words"," Africa News","","",
"Nation Correspondent, The Nation (Nairobi)","","","Sports - General;Cross-Challenge moved to Mombasa","294 words"," Africa News","","",
"The Nation (Nairobi)","","","Kenya;Safina decision a refreshing turn (Editorial)","371 words"," Africa News","","",
"Eman Omari, The Nation (Nairobi)","","","Kenya;Eight unopposed for Kanu ticket in Nyanza","814 words"," Africa News","","",
"Eric Shimoli, The Nation (Nairobi)","","","Kenya;Chesoni: Sign code or be out of race","491 words"," Africa News","","",
"Chege Gachamba, The Nation (Nairobi)","","","Kenya;Government registers Safina party","840 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Zambia; Alert - Detained Zambian Journalist Questioned Over Articles","275 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Zambia; Alert - Victimisation Of Journalists At The State-Broadcaster","475 words"," Africa News","","",
"Lawrence Wamanga, New Vision (Kampala)","","","Business and Finance;Uganda's Apollo Hotel Bid Sale Results For December 7","301 words"," Africa News","","",
"Edson Bagada, New Vision (Kampala)","","","Business and Finance;Ugandan Investor Challenges Otafiire","408 words"," Africa News","","",
"New Vision (Kampala)","","","South Africa;RETIRE, WINNIE! (Editorial)","563 words"," Africa News","","",
"Justin Moro in Palabek-Kitgum, New Vision (Kampala)","","","Uganda;Kony Rebels Back In Kitgum","231 words"," Africa News","","",
"Alfred Wasike and Richard Mutumba, New Vision (Kampala)","","","Uganda;Tinyefuza Ends Defence","493 words"," Africa News","","",
"Emmy Allio and Oweka, New Vision (Kampala)","","","Uganda;Kony Massacres 14 In Gulu","186 words"," Africa News","","",
"John Kakande and Henry Tumwine, New Vision (Kampala)","","","Uganda;Winnie Byanyima Declares Her Assets","941 words"," Africa News","","",
"Star Radio (Monrovia)","","","Liberia; Liberian Daily News Bulletin","1763 words"," Africa News","","",
"International Criminal Tribunal for Rwanda","","","Rwanda; Historic Forensic Evidence Presented In Case","392 words"," Africa News","","",
"Cecilia Mulenga, Times of Zambia (Lusaka)","","","Arts and Entertainment;Opening of art centre good for Copperbelt","1017 words"," Africa News","","",
"Yuyo Kambikambi, Times of Zambia (Lusaka)","","","Sports - Soccer;Pros to camp 30 days","378 words"," Africa News","","",
"Sports Reporter, Times of Zambia (Lusaka)","","","Sports - Soccer;Where to Cosafa?","305 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Care international sets aside K45m for farmers","265 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Protect local industries, urges Japanese envoy","332 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;No coup talks, MPs told","171 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Congo Kinshasa;Former Mobutu guards flee camp","203 words"," Africa News","","",
"Shapi Shacinda, Times of Zambia (Lusaka)","","","Zambia;Local government elections to wait","344 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Citizens can belong to any political party, rules court","639 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Malawi;Africa Mourns Banda (Editorial)","412 words"," Africa News","","",
"Exhilda Siame, Times of Zambia (Lusaka)","","","Zambia;Heat on MUZ intensifies","191 words"," Africa News","","",
"Benjamin Mwanza, Times of Zambia (Lusaka)","","","Zambia;State freezes wages","518 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Speaker excuses Nakatindi","164 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;250 ZCCM jobs on the line","294 words"," Africa News","","",
"Tabby Moyo, The Namibian (Windhoek)","","","Namibia;Alarm over fish quotas","495 words"," Africa News","","",
"Oscar Johnson, The Namibian (Windhoek)","","","Namibia;'They started having sex at age of 12'","503 words"," Africa News","","",
"Christof Maletsky, The Namibian (Windhoek)","","","Namibia;Fire guts city centre shops","364 words"," Africa News","","",
"Mukalya Nampito, Post of Zambia (Lusaka)","","","Zambia;Govt is prospecting for oil, reveals Tembo","1100 words"," Africa News","","",
"Joe Kaunda, Post of Zambia (Lusaka)","","","Zambia;Civil Servants' salaries frozen","551 words"," Africa News","","",
"Mukalya Nampito, Post of Zambia (Lusaka)","","","Zambia;Malawian envoy was not attacked in Kalomo","238 words"," Africa News","","",
"Joe Kaunda, Post of Zambia (Lusaka)","","","Zambia;Parliament to probe Winas","510 words"," Africa News","","",
"Chilombo Mwondela, Post of Zambia (Lusaka)","","","Zambia;Govt retains 20% shares in Maamba Collieries","381 words"," Africa News","","",
"Amos Malupenga, Post of Zambia (Lusaka)","","","Zambia;Coup was 'finalised at Wina's house'","1562 words"," Africa News","","",
"Post of Zambia (Lusaka)","","","Malawi;End of Kamuzu (Editorial)","751 words"," Africa News","","",
"Cape Argus (Cape Town)","","","South Africa;Nyanga residents take back the night (Editorial)","299 words"," Africa News","","",
"Argus Correspondent, Cape Argus (Cape Town)","","","Business and Finance;South Africa's affirmative action dodgers may be fined","366 words"," Africa News","","",
