"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE",
"African National Congress of South Africa","","","South Africa;ANC Says Members Will Seek Amnesty","374 words"," Africa News","","",
"African National Congress of South Africa","","","South Africa;ANC Deplores Violence in Cape Protest","414 words"," Africa News","","",
"Amnesty International","","","East Africa;Amnesty International Sends Appeal to African Leaders","654 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","Zaire;Emergency Update No. 7 on Eastern Zaire (11/05)","1360 words"," Africa News","","",
"Oxfam International","","","Zaire;Oxfam International on the Crisis in Eastern Zaire","2014 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","Zaire;Emergency Update No. 8 on Eastern Zaire (11/05)","1747 words"," Africa News","","",
"Truth and Reconciliation Commission","","","South Africa;Tutu Says He'll Resign if ANC Pulls Back from Amnesty","1000 words"," Africa News","","",
"Truth and Reconciliation Commission","","","South Africa;Truth Commission Subpoenas Two More Retired Officers","227 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","East Africa;Press Statement: The African Summit on Eastern Zaire","840 words"," Africa News","","",
"U.S. Department of State","","","United States and Africa;U.S. Sends Disaster Team to East Africa","947 words"," Africa News","","",
"Zambian News Agency","","","Business and Finance;ZAMEXPRESS FORGES AHEAD","240 words"," Africa News","","",
"Zambian News Agency","","","Zambia;ZAMBIA WINS PRAISE OVER FISCAL MATTERS","267 words"," Africa News","","",
"Zambian News Agency","","","Zambia;NO GHOST VOTERS FOUND ON MASTER REGISTER","387 words"," Africa News","","",
"Augustine Phiri, Zambian News Agency","","","Zambia;MWALIMU NYERERE TO RESPECT WISH OF ZAMBIANS","360 words"," Africa News","","",
"Zambian News Agency","","","Zambia;GOVERNMENT TO ESTABLISH NEW REFUGEE CENTRES","267 words"," Africa News","","",
"Augustine Phiri, Zambian News Agency","","","Zambia;PRESIDENT CHILUBA JETS INTO KENYA FOR ZAIRE SUMMIT","614 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Libreville Hosts Africa Oil Producers","294 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;Africans Must Embrace Ethnicity, Says Mazrui","654 words"," Africa News","","",
"Musengwa Kayaya, PANA Staff Correspondent, Panafrican News Agency","","","Business and Finance;Forty Companies Bid For Zambia's Copper-Mining Company","347 words"," Africa News","","",
"Panafrican News Agency","","","Liberia;ECOMOG Seeks Assistance For Liberian Police","307 words"," Africa News","","",
"Mildred Mulenga, PANA Staff Correspondent, Panafrican News Agency","","","Zaire;Rwanda Asked To Withdraw From Eastern Zaire","480 words"," Africa News","","",
"Panafrican News Agency","","","Ghana;Ghana Stocks Open Week in Mild Trading","347 words"," Africa News","","",
"Panafrican News Agency","","","Zimbabwe;Doctors Resume Strike As Leader Is Arrested in Harare","494 words"," Africa News","","",
"Malawi News Online","","","Malawi;Malawi News Roundup","1454 words"," Africa News","","",
"Malawi News Online","","","Business and Finance;Tobacco Buyers Threaten To Dump Malawi Leaf","1014 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","Zaire;Emergency Update No. 10 on Eastern Zaire (11/06)","1774 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","Zaire;Emergency Update No. 9 on Eastern Zaire (11/06)","1227 words"," Africa News","","",
"Zambian News Agency","","","Zambia;ZAMBIA WINS RARE PRAISE FROM US","347 words"," Africa News","","",
"Zambian News Agency","","","Zambia;CARDS ON SALE FOR US$25?","227 words"," Africa News","","",
"Panafrican News Agency","","","Congo;Diarrhea Epidemic Kills 12 In Congo","174 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;Mazrui Urges Pan-African Emergency Force For Africa","534 words"," Africa News","","",
"Mildred Mulenga, PANA Staff Correspondent, Panafrican News Agency","","","Zambia-Narcotics Zambia's Drug Agents Nab Over 1,000 Traffickers","254 words"," Africa News","","",
"Yahya El Hassan, PANA Correspondent, Panafrican News Agency","","","Sudan;Sudan Suspends Operations of International Red Cross","494 words"," Africa News","","",
"Sam Mugo, PANA Correspondent, Panafrican News Agency","","","East Africa;Regional Summit Calls For A Cease-fire In Eastern Zaire","467 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;AIDS Patients Turn To Traditional Herbs","534 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;G-15 Group To Resist New WTO Issues","534 words"," Africa News","","",
"Zambian News Agency","","","Zambia;DELAYED RAINS IMPAIR POWER GENERATION","387 words"," Africa News","","",
"Chilombo Mwondela, The Post of Zambia (Lusaka)","","","Business and Finance;Zambia Should Stop Dabbling In Treasury Bills","694 words"," Africa News","","",
"Goodson Machona, The Post of Zambia (Lusaka)","","","Sports - Soccer;Zambian Striker To Join Leicester After Congo","227 words"," Africa News","","",
"Joe Kaunda, The Post of Zambia (Lusaka)","","","Business and Finance;Zambian Coop Rescued With Maize Money","414 words"," Africa News","","",
"Bright Mwape, Column, The Post of Zambia (Lusaka)","","","Zambia;Faults, Frauds And Votes","974 words"," Africa News","","",
"Matsauso Phiri and Mukalya Nampito, The Post of Zambia (Lusaka)","","","Zambia;Chiefs Shun Polls","814 words"," Africa News","","",
"The Post of Zambia (Lusaka)","","","United States and Africa;Bill Clinton's Re-Election Welcomed By Zambians","534 words"," Africa News","","",
"Tunisia Online","","","Tunisia;Ruling Party Symposium Calls for Mediterranean Charter","414 words"," Africa News","","",
"Panafrican News Agency","","","Morocco;King Hassan Reveals Contacts With Polisario","387 words"," Africa News","","",
"Lionel Williams, PANA Correspondent, Panafrican News Agency","","","South Africa;South Africa Suspends Arms Sales To Rwanda","360 words"," Africa News","","",
"Musengwa Kayaya, PANA Staff Correspondent, Panafrican News Agency","","","Zambia;Zambian Chiefs Threaten To Boycott Elections","320 words"," Africa News","","",
"Millie Phiri, PANA Correspondent, Panafrican News Agency","","","Africa-at-Large;Group of 15 Needs Action, Not Words","1134 words"," Africa News","","",
"Panafrican News Agency","","","Zimbabwe;More Than 700 Striking Nurses Fired in Harare","387 words"," Africa News","","",
"Lionel Williams, PANA Correspondent, Panafrican News Agency","","","East Africa;Central African Crisis In The International Spotlight","440 words"," Africa News","","",
"Andy Capostagno, Mail and Guardian (Johannesburg)","","","Sports - General;Rugby: Boks, and coach, benefit from a breath of fresh air","1107 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Sports - General;South Africa: Harsh parting message from Paish","1134 words"," Africa News","","",
"V. Roger Prabasarkar, Mail and Guardian (Johannesburg)","","","Sports - General;Cricket: What memories are made of","1360 words"," Africa News","","",
"Jon Swift, Mail and Guardian (Johannesburg)","","","Sports - General;Golf: Chalmers leaves job that nobody wants","840 words"," Africa News","","",
"Andrew Muchineripi, Mail and Guardian (Johannesburg)","","","Sports - Soccer;Top squad ready to tackle Zaire","1027 words"," Africa News","","",
"Shaun de Waal, Mail and Guardian (Johannesburg)","","","Arts and Entertainment;Ravan will NOT close","454 words"," Africa News","","",
"Adrian Poole, Mail and Guardian (Johannesburg)","","","Arts and Entertainment;Book Review: New tack for Booker winner","1147 words"," Africa News","","",
"Nat Zeno, Mail and Guardian (Johannesburg)","","","Arts and Entertainment;Like feeding candy to a baby","1014 words"," Africa News","","",
"Hazel Friedman, Mail and Guardian (Johannesburg)","","","Arts and Entertainment;New culture agenda","680 words"," Africa News","","",
"Bafana Khumalo, Mail and Guardian (Johannesburg)","","","Arts and Entertainment;Cinemas for Africa","974 words"," Africa News","","",
"Goodson Machona, The Post of Zambia (Lusaka)","","","Sports - Soccer;Botswana: National Coach Forced To Quit","427 words"," Africa News","","",
"Goodson Machona, The Post of Zambia (Lusaka)","","","Sports - General;Basketball: Zambian Association Releases Fixtures","240 words"," Africa News","","",
"Goodson Machona, The Post of Zambia (Lusaka)","","","Sports - Soccer;Zambian Squad Leaves For Congo","414 words"," Africa News","","",
"Joe Kaunda, The Post of Zambia (Lusaka)","","","Business and Finance;Zambian Polls Affect Stock Exchange Trading","467 words"," Africa News","","",
"Joe Kaunda, The Post of Zambia (Lusaka)","","","Zambia;Malians Deported","547 words"," Africa News","","",
"Chilombo Mwondela, The Post of Zambia (Lusaka)","","","Zambia;Electoral Commission's Media Controls Opposed","627 words"," Africa News","","",
"The Post of Zambia (Lusaka)","","","Zambia;Donors Accused Of Funding Negativity","200 words"," Africa News","","",
"Chilombo Mwondela, The Post of Zambia (Lusaka)","","","Business and Finance;Copper Hold Up Claims Refuted In Zambia","427 words"," Africa News","","",
"Goodson Machona, The Post of Zambia (Lusaka)","","","Sports - General;Boxing: Lightweight Champ's Rival Given Ultimatum","400 words"," Africa News","","",
"Tunisia Online","","","Tunisia;President Says Tunisia is Set for Further Progress","280 words"," Africa News","","",
"Human Rights Watch (New York)","","","Zaire;HRW: 'Protect the Refugees in Eastern Zaire'","3414 words"," Africa News","","",
"African Faith and Justice Network (Washington, DC)","","","Zaire;Statement on the Great Lakes Crisis by U.S. Bishops","814 words"," Africa News","","",
"Refugees International (Washington, DC)","","","Zaire;Presidential Leadership Said Needed To Save Refugees","520 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","Zaire;Emergency Update No. 13 on Eastern Zaire (11/08)","1307 words"," Africa News","","",
"Arthur Goldstuck, Mail and Guardian (Johannesburg)","","","South Africa;Notes from the Net","640 words"," Africa News","","",
"Rehana Rossouw, Mail and Guardian (Johannesburg)","","","South Africa;Battle of the Afrikaans Editors","1347 words"," Africa News","","",
"John Matisonn, Mail and Guardian (Johannesburg)","","","Business and Finance;South Africa: Get ready for a new, free TV channel","1240 words"," Africa News","","",
"Marion Edmunds, Mail and Guardian (Johannesburg)","","","Business and Finance;South African Broadcasting Corp 'Tangos' with Parliament","920 words"," Africa News","","",
"Jacquie Golding-Duffy, Mail and Guardian (Johannesburg)","","","Business and Finance;Rembrandt Pulls Ads After Star Runs Anti-Smoking Edit","680 words"," Africa News","","",
"Stuart Hess, Mail and Guardian (Johannesburg)","","","Business and Finance;Red Faces At SA's Transnet As Exec Gets Booted","1320 words"," Africa News","","",
"Lynda Loxton, Mail and Guardian (Johannesburg)","","","Business and Finance;Engen moves into Africa","467 words"," Africa News","","",
"Fay Davids, Mail and Guardian (Johannesburg)","","","Business and Finance;Seven-Day Work Brings South Africa Mine Back from Brink","374 words"," Africa News","","",
"Fay Davids, Mail and Guardian (Johannesburg)","","","Business and Finance;South Africa's Seven-Day Mining Fails to Strike Gold","707 words"," Africa News","","",
"Andy Duffy, Mail and Guardian (Johannesburg)","","","Business and Finance;First National's Ousted Head Still Gets The Lion's Share","334 words"," Africa News","","",
"Mungo Soggot, Mail and Guardian (Johannesburg)","","","Business and Finance;Boardroom shake-up scheduled at South Africa's M- Net","254 words"," Africa News","","",
"Max Gebhardt, Mail and Guardian (Johannesburg)","","","Business and Finance;South Africa's Anglo Lifts Stake In 'The Plum'","720 words"," Africa News","","",
"Max Gebhardt, Mail and Guardian (Johannesburg)","","","Business and Finance;South Africa's Banker: View From The Trenches","1800 words"," Africa News","","",
"Lynda Loxton, Mail and Guardian (Johannesburg)","","","Business and Finance;South Africa Trade Agreements Are on a Roll","867 words"," Africa News","","",
"Max Gebhardt, Mail and Guardian (Johannesburg)","","","Business and Finance;Precarious balance for South Africa's Rand","454 words"," Africa News","","",
"Andy Duffy, Mail and Guardian (Johannesburg)","","","Business and Finance;Eskom scam uncovered in South Africa","1094 words"," Africa News","","",
"Joe Modise (Opinion), Mail and Guardian (Johannesburg)","","","South Africa;Army marches into the future","1294 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Paradox of Lekota & Zaire (Editorial)","747 words"," Africa News","","",
"Iden Wetherell, Mail and Guardian (Johannesburg)","","","Zimbabwe;Cutting Deals To Cut Down Trees","907 words"," Africa News","","",
"Anthony Kunda, Mail and Guardian (Johannesburg)","","","Zambia;Threat Of Arrest As Kaunda Collects Voters' Cards","654 words"," Africa News","","",
"Paul Webster, Mail and Guardian (Johannesburg)","","","Zaire;President won't go home","280 words"," Africa News","","",
"Chris McGreal, Mail and Guardian (Johannesburg)","","","Zaire;Zaireans sack Mobutu mansion","880 words"," Africa News","","",
"Gaye Davis, Mail and Guardian (Johannesburg)","","","South Africa;Hain Asks Truth Body To Look Into Theft Case","507 words"," Africa News","","",
"Marion Edmunds, Mail and Guardian (Johannesburg)","","","South Africa;55 000 families for Chinese 'city' families due in SA","1147 words"," Africa News","","",
"Glynis O'Hara, Mail and Guardian (Johannesburg)","","","Arts and Entertainment;Violins, Not Violence","160 words"," Africa News","","",
"Pippa Green, Mail and Guardian (Johannesburg)","","","South Africa;Pockets Full Of Land, But No One To Give It To","2614 words"," Africa News","","",
"Gaye Davis, Mail and Guardian (Johannesburg)","","","South Africa;'New' DP Will Still Snap At The Government's Heels","680 words"," Africa News","","",
"Eddie Koch, Mail and Guardian (Johannesburg)","","","South Africa;Farmers Want To Harvest Rhino Horn","960 words"," Africa News","","",
"Rehana Rossouw, Mail and Guardian (Johannesburg)","","","South Africa;PAGAD to Intensify Protests","467 words"," Africa News","","",
"Gaye Davis, Mail and Guardian (Johannesburg)","","","South Africa;FW Demands Costly Perks And Privileges","547 words"," Africa News","","",
"Rehana Rossouw, Mail and Guardian (Johannesburg)","","","South Africa;Squatter Shot Over Three Chickens","654 words"," Africa News","","",
"Eddie Koch, Mail and Guardian (Johannesburg)","","","South Africa;Amnesty Cut-Off Outcry Mounts","1107 words"," Africa News","","",
"Joshua Amupadhi, Mail and Guardian (Johannesburg)","","","South Africa;Sithole 'Organised Against Abuse'","667 words"," Africa News","","",
"Mungo Soggot, Mail and Guardian (Johannesburg)","","","South Africa;Dutton Faces Extradition","507 words"," Africa News","","",
"Stefaans Brummer, Mail and Guardian (Johannesburg)","","","South Africa;South Africa Takes Back Seat In Zaire Crisis","800 words"," Africa News","","",
"Mungo Soggot, Mail and Guardian (Johannesburg)","","","South Africa;Judge Slams Public Service","640 words"," Africa News","","",
"Mungo Soggot, Mail and Guardian (Johannesburg)","","","South Africa;Councillor's Holiday Could Derail Radio Sales","840 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;IBA Chair In Meddling Row over TV Show Programme","560 words"," Africa News","","",
"Ann Eveleth, Mail and Guardian (Johannesburg)","","","South Africa;Warders 'Helped Prisoners Escape'","1000 words"," Africa News","","",
"Gaye Davis, Mail and Guardian (Johannesburg)","","","South Africa;Light at the End of the Tunnel for Lekota","1067 words"," Africa News","","",
"Marion Edmunds, Mail and Guardian (Johannesburg)","","","South Africa;Heads to Roll in Eastern Cape","1000 words"," Africa News","","",
"Jacquie Golding-Duffy, Mail and Guardian (Johannesburg)","","","South Africa;Charges Against SABC's Chait Dropped","374 words"," Africa News","","",
"Stefaans Brummer, Mail and Guardian (Johannesburg)","","","South Africa;Paul Ekon Under Scrutiny for Gold Deal","1667 words"," Africa News","","",
"U.S. Department of Defense","","","United States and Africa;Pentagon: 'General Feeling' Against Sending U.  S. Troops","987 words"," Africa News","","",
"United Nations","","","Western Sahara;Boutros-Ghali Recommends Extension for Western Sahara","387 words"," Africa News","","",
"United Nations","","","Zaire;UN Envoy Has 'Very, Very Positive' Talks with Mobutu","654 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","Zaire;Emergency Update No. 14 on Eastern Zaire (11/08)","1614 words"," Africa News","","",
"U.S. Agency for International Development (USAID)","","","United States and Africa;The Zaire Emergency: A USAID Fact Sheet","1067 words"," Africa News","","",
"United Nations","","","Africa-at-Large;Machel Launches UN Report on Children and Conflict","414 words"," Africa News","","",
"United Nations","","","Zaire;Boutros-Ghali Supports Dispatch of Multilateral Force","1134 words"," Africa News","","",
"World Food Programme","","","East Africa;WFP Weekly Emergency Report","3907 words"," Africa News","","",
"Panafrican News Agency","","","Zimbabwe;Zimbabwe and Jamaica To Strengthen Relations","307 words"," Africa News","","",
"Olu Sarr, PANA Staff Correspondent, Panafrican News Agency","","","East Africa;Views from Africa's Press","774 words"," Africa News","","",
"Panafrican News Agency","","","Zimbabwe;Some 800 Nurses Fired in Harare","400 words"," Africa News","","",
"Segun Adeyemi, PANA Correspondent, Panafrican News Agency","","","United States and Africa;U.S. Senator Wants Opposition To Boutros-Ghali Dropped","654 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Nigeria;141 Feared Dead In Nigerian Plane Crash","467 words"," Africa News","","",
"Africa Policy Information Center (Washington, DC)","","","Nigeria;Sierra Club Appeals to Clinton on Nigeria Sanctions","1800 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","Zaire;Emergency Update No. 15 on Eastern Zaire (11/08-9)","974 words"," Africa News","","",
"Tunisia Online","","","Tunisia;Tunisia News Roundup","907 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","Zaire;Appeal to EU on Zaire from European NGOs","1214 words"," Africa News","","",
"Tunisia Online","","","Arts and Entertainment;Tunisia's Hannibal is Hero of a Mustapha Akkad Film","227 words"," Africa News","","",
"African National Congress of South Africa","","","South Africa;Report from ANC National Executive Committee Meeting","707 words"," Africa News","","",
"African National Congress of South Africa","","","South Africa;ANC Issues Statement on Amnesty & Truth Panel","1120 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","Zaire;Emergency Update No. 16 on Eastern Zaire (11/10-11)","1520 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","Zaire;Emergency Update No. 17 on Eastern Zaire (11/11)","2120 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Tutu And ANC Patch Their Quarrel","200 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","East Africa;Weekly Roundup of Great Lakes Region","1467 words"," Africa News","","",
"Panafrican News Agency","","","Zimbabwe;Amnesty Condemns Zimbabwe's "Intolerance"","802 words"," Africa News","","",
"Panafrican News Agency","","","Zimbabwe;No Replacements For Dismissed Doctors, Nurses","427 words"," Africa News","","",
"Olu Sarr, PANA Staff Correspondent, Panafrican News Agency","","","Zaire;Canada To Lead Multinational Force To Zaire","334 words"," Africa News","","",
"Lionel Williams, PANA Correspondent, Panafrican News Agency","","","South Africa;South Africa Willing To Send Troops To Zaire","280 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Air Zimbabwe Suspends Engineers","534 words"," Africa News","","",
"Lionel Williams, PANA Correspondent, Panafrican News Agency","","","South Africa;Mandela Denies Reports of Rift With Mbeki","280 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","Zaire;Emergency Update No. 18 on Eastern Zaire (11/11-12)","1067 words"," Africa News","","",
"African National Congress of South Africa","","","South Africa;ANC Statement on President Mandela's Briefing to NEC","534 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","Zaire;Emergency Update No. 18 on Eastern Zaire (11/11-12)","1067 words"," Africa News","","",
"African National Congress of South Africa","","","South Africa;ANC Statement on President Mandela's Briefing to NEC","534 words"," Africa News","","",
"Truth and Reconciliation Commission","","","South Africa;Truth Subpoenas for Nine More Police Officials","520 words"," Africa News","","",
"Truth and Reconciliation Commission","","","South Africa;Tutu and ANC Resolve Differences on Amnesty","1507 words"," Africa News","","",
"Organization of African Unity (OAU)","","","Africa-at-Large;OAU Endorses Multilateral Force with African Participation","1160 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","Zaire;Emergency Update No. 19 on Eastern Zaire (11/12)","1600 words"," Africa News","","",
"White House","","","United States and Africa;White House Says Clinton To Review Zaire Options","1027 words"," Africa News","","",
"U.S. Department of State","","","United States and Africa;Questions about U.S. Role 'Unanswerable'","3814 words"," Africa News","","",
"U.S. Department of State","","","United States and Africa;State Department Studying Possible U.S. Role","934 words"," Africa News","","",
"U.S. Department of Defense","","","United States and Africa;U.S. Sends Military Assessment Team to Africa","187 words"," Africa News","","",
"Amnesty International","","","East Africa;Amnesty Calls for Urgent Attention to Human Rights","640 words"," Africa News","","",
"Zambian News Agency","","","Zambia;Chiluba Consults Mandela","440 words"," Africa News","","",
"Panafrican News Agency","","","Zimbabwe;Amnesty Condemns Zimbabwe's "Intolerance"","929 words"," Africa News","","",
"Panafrican News Agency","","","Zimbabwe;No Replacements For Dismissed Doctors, Nurses","427 words"," Africa News","","",
"Olu Sarr, PANA Staff Correspondent, Panafrican News Agency","","","Zaire;Canada To Lead Multinational Force To Zaire","334 words"," Africa News","","",
"Lionel Williams, PANA Correspondent, Panafrican News Agency","","","South Africa;South Africa Willing To Send Troops To Zaire","280 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Air Zimbabwe Suspends Engineers","534 words"," Africa News","","",
"Lionel Williams, PANA Correspondent, Panafrican News Agency","","","South Africa;Mandela Denies Reports of Rift With Mbeki","280 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;World Food Summit Begins With More Than 100 Leaders","774 words"," Africa News","","",
"Musengwa Kayaya, PANA Staff Correspondent, Panafrican News Agency","","","Zambia;Chiluba Promises To Break Political Impasse","534 words"," Africa News","","",
"Ghion Hagos, PANA Staff Correspondent, Panafrican News Agency","","","Zaire;Belgium Supports Neutral Force For Eastern Zaire","227 words"," Africa News","","",
"Panafrican News Agency","","","Mali;Gold Panning Alive and Well In Mali","374 words"," Africa News","","",
"Ghion Hagos, PANA Staff Correspondent, Panafrican News Agency","","","Africa;Seven African Countries Offer Troops For Zaire","240 words"," Africa News","","",
"World Food Programme","","","Zaire;WFP Eastern Zaire Situation Report No. 17","734 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","Zaire;Emergency Update No. 21 on Eastern Zaire (11/13)","1587 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","Zaire;Emergency Update No. 20 on Eastern Zaire (11/13)","1400 words"," Africa News","","",
"Tunisia Online","","","Tunisia;Tunisia Expresses Surprise at Intervention Force","214 words"," Africa News","","",
"Tunisia Online","","","Tunisia;Tunisia Growth Projected for 5.7%","160 words"," Africa News","","",
"Dingaan Mpondah, All Africa Press Service","","","Zimbabwe;Church Takes Lead In Caring For Disadvantaged Children","1400 words"," Africa News","","",
"Sam Gonza, All Africa Press Service","","","Zaire;Intricate Designs In Ongoing Crisis In Zaire","1387 words"," Africa News","","",
"Odhiambo James, All Africa Press Service","","","Arts and Entertainment;Wole Soyinka Artistically Seeks Pressure On Nigeria","1440 words"," Africa News","","",
"All Africa Press Service","","","Africa-at-Large;Africa Challenged To Turn To God For Lasting Peace","760 words"," Africa News","","",
"All Africa Press Service","","","Sudan;Red Cross Suspends Field Work In Sudan","587 words"," Africa News","","",
"All Africa Press Service","","","South Africa;Protests Continue As South Africa Adopts Abortion Law","694 words"," Africa News","","",
"All Africa Press Service","","","Zaire;Demos In Kinshasa Amid Pressure On Mobutu To Return","1040 words"," Africa News","","",
"All Africa Press Service","","","Science and Health;Uganda & UNICEF In Pact To Fortify Sugar With Vitamin A","547 words"," Africa News","","",
"All Africa Press Service","","","Rwanda;Rwanda's Low Income Women Lead In Financial Networks","480 words"," Africa News","","",
"All Africa Press Service","","","Africa-at-Large;Catholic Symposium Seeks Solutions To Africa's Crises","534 words"," Africa News","","",
"All Africa Press Service","","","Somalia;Somali Ceasefire Collapses, More Die In New Violence","947 words"," Africa News","","",
"Tunisia Online","","","Tunisia;President Ben Ali holds talks with Chancellor Kohl","520 words"," Africa News","","",
"Tunisia Online","","","Tunisia;President Ben Ali meets with German President Herzog","227 words"," Africa News","","",
"Amnesty International","","","Nigeria;Amnesty: Nigerian Government Stifles Ogoni Commemoration","707 words"," Africa News","","",
"Amnesty International","","","Zimbabwe;Amnesty: Peaceful Assembly Under Attack in Zimbabwe","534 words"," Africa News","","",
"U.S. Agency for International Development (USAID)","","","United States and Africa;USAID Situation Report on Sudan","4920 words"," Africa News","","",
"White House","","","United States and Africa;Q&A From White House Briefing on Zaire","6760 words"," Africa News","","",
"White House","","","United States and Africa;White House Outlines Conditions for Sending Troops to Zaire","1587 words"," Africa News","","",
"World Food Programme","","","Zaire;WFP Eastern Zaire Situation Report No. 18","547 words"," Africa News","","",
"Zambian News Agency","","","Zambia;November 18 Polls To Go Ahead","574 words"," Africa News","","",
"Zambian News Agency","","","Zambia;Borders To Remain Open On Election Day","133 words"," Africa News","","",
"Samson Mujuda, The Post of Zambia (Lusaka)","","","Zambia;No Vote If Land Act Stays, Chief Warns","320 words"," Africa News","","",
"Mildred Mulenga, PANA Staff Correspondent, Panafrican News Agency","","","Zambia;Court Rejects Opposition Calls To Halt Polls","734 words"," Africa News","","",
"Segun Adeyemi, PANA Correspondent, Panafrican News Agency","","","Africa-at-Large;Egypt Puts Up Boutros-Ghali For Re-Election","480 words"," Africa News","","",
"Olu Sarr, PANA Staff Correspondent, Panafrican News Agency","","","Zaire;Nearly 200,000 Refugees Could Die Within A Month","427 words"," Africa News","","",
"Tom Holloway, PANA Correspondent, Panafrican News Agency","","","Swaziland;Swazi Finance Minister Resigns Over Bank Malpractice","227 words"," Africa News","","",
"Panafrican News Agency","","","Senegal;Senegal Pledges Troops For Zaire Peace Mission","240 words"," Africa News","","",
"Ghion Hagos, PANA Staff Correspondent, Panafrican News Agency","","","Ethiopia;Three Egyptians Appeal Against Death Sentences","347 words"," Africa News","","",
"Moses Draku, PANA Correspondent, Panafrican News Agency","","","East African;Zairean Troops Attack Uganda","534 words"," Africa News","","",
"Human Rights Watch (New York)","","","Rwanda;Human Rights Watch Asks UN To Release Rwanda Arms Reports","1120 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","Zaire;Emergency Update No. 22 on Eastern Zaire (11/13-14)","1320 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","Burundi;Burundi: UN Humanitarian Situation Report (11/7-12)","2320 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","Zaire;Emergency Update No. 23 on Eastern Zaire (11/14)","1840 words"," Africa News","","",
"Zambian News Agency","","","Zambia;Election Postponement Suggestion Turned Down","654 words"," Africa News","","",
"Chilombo Mwondela, The Post of Zambia (Lusaka)","","","Business and Finance;Zambian Utility Agrees With Manufacturers","200 words"," Africa News","","",
"Goodson Machona, The Post of Zambia (Lusaka)","","","Sports - General;Road Racing: Road Race Championships Set","254 words"," Africa News","","",
"Goodson Machona and Reuben Tonga, The Post of Zambia (Lusaka)","","","Sports - Soccer;Zambian Coach Fired: FAZ Clique Behind The Move","854 words"," Africa News","","",
"Reuben Phiri, The Post of Zambia (Lusaka)","","","Science and Health;Italians Donate K7.5m For Cholera Eradication","267 words"," Africa News","","",
"Reuben Phiri, The Post of Zambia (Lusaka)","","","Zambia;President, Electoral Commission Differ Over Postponement","694 words"," Africa News","","",
"Kunda Mwila, The Post of Zambia (Lusaka)","","","Zambia;Police Say Collecting Voters' Cards An Offence","334 words"," Africa News","","",
"Matsautso Phiri, The Post of Zambia (Lusaka)","","","Business and Finance;Zambian Bank Faces Collapse","494 words"," Africa News","","",
"Mukalya Nampito, The Post of Zambia (Lusaka)","","","Zambia;'Full Bench' Definition Eludes Some Judges","920 words"," Africa News","","",
"Mildred Mulenga, PANA Staff Correspondent, Panafrican News Agency","","","Zambia;Court Rejects Opposition Calls To Halt Polls","1322 words"," Africa News","","",
"Segun Adeyemi, PANA Correspondent, Panafrican News Agency","","","Africa-at-Large;Egypt Puts Up Boutros-Ghali For Re-Election","480 words"," Africa News","","",
"Olu Sarr, PANA Staff Correspondent, Panafrican News Agency","","","Zaire;Nearly 200,000 Refugees Could Die Within A Month","427 words"," Africa News","","",
"Tom Holloway, PANA Correspondent, Panafrican News Agency","","","Swaziland;Swazi Finance Minister Resigns Over Bank Malpractice","227 words"," Africa News","","",
"Panafrican News Agency","","","Senegal;Senegal Pledges Troops For Zaire Peace Mission","240 words"," Africa News","","",
"Ghion Hagos, PANA Staff Correspondent, Panafrican News Agency","","","Ethiopia;Three Egyptians Appeal Against Death Sentences","347 words"," Africa News","","",
