"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE",
"NATION Correspondents, The Nation (Nairobi)","","","Kenya;Guards quizzed on burnt market","319 words"," Africa News","","",
"United States Information Agency","","","United States and Africa; Helms and Ashcroft Oppose C-130 Sale to Angola","758 words"," Africa News","","",
"The East African (Nairobi)","","","Tanzania;Refugee Move Good for All","372 words"," Africa News","","",
"The East African (Nairobi)","","","East Africa;Security Concerns Prompt Buyoya to Pull Out of Talks","873 words"," Africa News","","",
"Adonia Ayebare, The East African (Nairobi)","","","East Africa;New Wounds Open in Uganda, Sudan Row","894 words"," Africa News","","",
"Ahmed Merere, The Eastafrican, The East African (Nairobi)","","","Tanzania;Construction of Private Power Plant in Dar","458 words"," Africa News","","",
"A. Mutumba-Lule, special correspondent, The East African (Nairobi)","","","Business and Finance;Alliance Air Considering Jets for Regional Routes","463 words"," Africa News","","",
"Charles Onyango-Obbo (Column), The East African (Nairobi)","","","Uganda;Why Movement Men Offer Nothing New","714 words"," Africa News","","",
"Robert Rweyemamu, The East African (Nairobi)","","","Tanzania;Variety and Media Freedom in Tanzania","572 words"," Africa News","","",
"Gitau Warigi, The East African (Nairobi)","","","Kenya;Was There a Political Link to the Violence in Mombasa?","1478 words"," Africa News","","",
"Gitau Warigi, The East African (Nairobi)","","","Kenya;Police Chiefs Divided over Coast Attacks","1280 words"," Africa News","","",
"Panafrican News Agency","","","Zambia;Police deny Shooting At Kaunda's Vehicle","195 words"," Africa News","","",
"Segun Adeyemi, PANA Correspondent, Panafrican News Agency","","","Africa-at-Large;African Candidate Gears For UNIDO Post","707 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Zambian Government Warned over IMF-suggested Freeze","230 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Nigeria;Detained Nigerian Presidential Claimant, Abiola, Is 60","694 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Pertinent bodies urged to be wary of pests","145 words"," Africa News","","",
"Ethiopian News Agency","","","Science and Health;Ethiopia distributes anti-mosquito chemical","275 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Development projects to be launched","228 words"," Africa News","","",
"Kisut G/Egziabher, Ethiopian News Agency","","","Ethiopia;Government appeals for emergency food assistance","487 words"," Africa News","","",
"Ethiopian News Agency","","","Business and Finance;Ethiopia adjust foreign exchange rules","125 words"," Africa News","","",
"Ethiopian News Agency","","","Business and Finance;Ethiopian brewery turns profit","199 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;State to address erratic rainfall problem","207 words"," Africa News","","",
"U.S. Agency for International Development (USAID)","","","United States and Africa; GREAT LAKES - Complex Emergency Situation Report","3964 words"," Africa News","","",
"International Committee of the Red Cross","","","Sierra Leone; Update No. 5 on ICRC activities in Sierra Leone","1148 words"," Africa News","","",
"World Food Programme","","","Africa-at-Large; WFP Emergency Report No. 34 - Africa","2806 words"," Africa News","","",
"i'Afrika News Network (Copenhagen)","","","Zimbabwe;Zimbabwe News Roundup","2612 words"," Africa News","","",
"i'Afrika News Network (Copenhagen)","","","Zimbabwe;Zimbabwe News Roundup","2612 words"," Africa News","","",
"I'Afrika News Network (Copenhagen)","","","Mozambique;Mozambique News Roundup","1548 words"," Africa News","","",
"I'Afrika News Network (Copenhagen)","","","Mozambique;Mozambique FacesImpending Drought Threat","894 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Zambia; Post of Zambia Editor Detained","248 words"," Africa News","","",
"Vision Reporter, New Vision (Kampala)","","","Uganda;Museveni Meets Western MPs","275 words"," Africa News","","",
"Vision Reporter, New Vision (Kampala)","","","Business and Finance;Ugandan Housing Corporation Fate Left To Workers","279 words"," Africa News","","",
"Enoch Ahimbisibwe, New Vision (Kampala)","","","Business and Finance;Cash Shortage In Southwest Uganda Slows Business","171 words"," Africa News","","",
"Lawrence Wamanga, New Vision (Kampala)","","","Business and Finance;Debts Eat Up Privatised Returns In Uganda","343 words"," Africa News","","",
"Grace Matsiko and Abdulgadir Kiragga, New Vision (Kampala)","","","Uganda;Muslim Group Takes Over Mosque","220 words"," Africa News","","",
"Joyce Namutebi, New Vision (Kampala)","","","Uganda;Church Appeals On VAT","236 words"," Africa News","","",
"New Vision (Kampala)","","","Uganda;Political Thuggery Will Not Do (Editorial)","512 words"," Africa News","","",
"Vision Reporter, New Vision (Kampala)","","","Uganda;Museveni Meets Western MPs","275 words"," Africa News","","",
"Emmy Allio, New Vision (Kampala)","","","Zaire;Col. Oris' Men Regroup In Congo","453 words"," Africa News","","",
"Landsay Barnes ans Lenore Oliver, Cape Argus (Cape Town)","","","South Africa;Give us help not hate","461 words"," Africa News","","",
"Cape Argus (Cape Town)","","","South Africa;People of the streets (Editorial)","319 words"," Africa News","","",
"Lindsay Barnes, Cape Argus (Cape Town)","","","South Africa;A ray of hope for unmarried fathers","1699 words"," Africa News","","",
"Thabo Mabaso, Cape Argus (Cape Town)","","","Business and Finance;SA union to protect fishing communities","409 words"," Africa News","","",
"Andres Weiss, Cape Argus (Cape Town)","","","Stepping out of flak-catching and into city tourism","1064 words"," Africa News","","",
"Business Malawi (Blantyre)","","","Business and Finance;Malawi Government Enterprise Buys Instead Of Selling","95 words"," Africa News","","",
"Business Malawi (Blantyre)","","","Malawi;Malawi Plans To Move Away From Tobacco","234 words"," Africa News","","",
"Business Malawi (Blantyre)","","","Business and Finance;In Malawi Devaluation Induces More Borrowing","214 words"," Africa News","","",
"Business Malawi (Blantyre)","","","Malawi;President Issues Ultimatum To Moonlighting Teachers","223 words"," Africa News","","",
"Business Malawi (Blantyre)","","","Malawi;Local Hotel Wins Regional Award","150 words"," Africa News","","",
"Business Malawi (Blantyre)","","","Business and Finance;Hotel Group Anticipates Millions","278 words"," Africa News","","",
"Brian-Bethuel Katjimune, The Namibian (Windhoek)","","","Namibia;Home Affairs Minister Spooked?","376 words"," Africa News","","",
"Christof Maletsky, The Namibian (Windhoek)","","","Namibia;Land policy 'imminent'","497 words"," Africa News","","",
"Max Hamata, The Namibian (Windhoek)","","","Namibia;Prime Minister warns media 'not to rock the boat'","265 words"," Africa News","","",
"Christof Maletsky, The Namibian (Windhoek)","","","Namibia;Nurses threaten crippling strike","316 words"," Africa News","","",
"The Namibian (Windhoek)","","","Namibia;Get-rich-quick scheme raided","397 words"," Africa News","","",
"Christof Maletsky, The Namibian (Windhoek)","","","Namibia;Rights Groups says 'Nujoma is wrong'","463 words"," Africa News","","",
"JEFF Otieno and Kariuki Waihenya, The Nation (Nairobi)","","","Kenya;Residents scramble for discarded toxic maize","416 words"," Africa News","","",
"NATION Team, The Nation (Nairobi)","","","Kenya;Reform talks launch today","775 words"," Africa News","","",
"NATION Team and PPS, The Nation (Nairobi)","","","Kenya;Attackers given one-week deadline","1387 words"," Africa News","","",
"Vincent Mwangi, The Nation (Nairobi)","","","Kenya;Opposition Legislators Call For Meetings","426 words"," Africa News","","",
"The Nation (Nairobi)","","","Kenya;Speedy action on reforms will help (Editorial)","409 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Science and Health;AIDS tests unreliable - expert","235 words"," Africa News","","",
"Times of Zambia (Lusaka)","","","Science and Health;Foot and mouth tests in process in Zambia","320 words"," Africa News","","",
"Brenda Katongola, Times of Zambia (Lusaka)","","","Sports - Soccer;Five pros coming","337 words"," Africa News","","",
"Sports Reporter, Times of Zambia (Lusaka)","","","Sports - General;Volleyball instructor coming to Zambia","156 words"," Africa News","","",
"Yuyo Kambikambi, Times of Zambia (Lusaka)","","","Sports - Soccer;Zambia to take on 'Black Stars'","407 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Zambian Businessmen Set For Congo-Kinshasa","259 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Honey dealers see hope in joint venture","219 words"," Africa News","","",
"Catherine Mutale, Times of Zambia (Lusaka)","","","Business and Finance;Tourism policy put in place in Zambia","345 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;'Account for cholera equipment'","368 words"," Africa News","","",
"Shapi Shacinda, Times of Zambia (Lusaka)","","","Zambia;State denies plot to kill Kaunda","633 words"," Africa News","","",
"Enock Ngoma, Isaac Malambo and Janet Ilunga, Times of Zambia (Lusaka)","","","Zambia;Kaunda, Chongwe out to avenge gunshot wounds","759 words"," Africa News","","",
"Times of Zambia (Lusaka)","","","Zambia;Japan hails economic reforms","180 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Live parliamentary broadcasts coming","241 words"," Africa News","","",
"Staff Reporter, Post of Zambia (Lusaka)","","","Zambia;Cops beat OP officer","213 words"," Africa News","","",
"D. Jere, C. Mwondela, S. Sinkala and A. Malupenga, Post of Zambia (Lusaka)","","","Zambia;Chiluba has now incited war, Warns KK ...","3063 words"," Africa News","","",
"Mukalya Nampito, Post of Zambia (Lusaka)","","","Zambia;Monitoring Team scoffs at dean's arrest","432 words"," Africa News","","",
"Post of Zambia (Lusaka)","","","Zambia;Paras patrol Lusaka city","162 words"," Africa News","","",
"Chilombo Mwondela, Goodson Machona, and Mukalya Nampito, Post of Zambia (Lusaka)","","","Zambia;Presidential petition","237 words"," Africa News","","",
"Post of Zambia (Lusaka)","","","Zambia;Plot to kill KK (Editorial)","673 words"," Africa News","","",
"Post of Zambia (Lusaka)","","","Zambia;Failed assassination of KK and Chongwe","1546 words"," Africa News","","",
"Robert Otani, APS Correspondent, All Africa Press Service","","","Kenya;Illegal Milk Vendors Flood Kenyan Towns","1034 words"," Africa News","","",
"Sam Gonza, APS Correspondent, All Africa Press Service","","","Sudan;Sudanese Churches Back Mandela Peace Initiative","1161 words"," Africa News","","",
"APS Correspondent, All Africa Press Service","","","Burundi;Burundian Talks Open Amid Carnage At Home","1239 words"," Africa News","","",
"All Africa Press Service","","","South Africa;Archbishop Tutu's Son Starts Jail Term","391 words"," Africa News","","",
"All Africa Press Service","","","Nigeria;Communal Fighting Leaves Scores Dead In Nigeria","549 words"," Africa News","","",
"All Africa Press Service","","","Africa-at-Large;Media Centre Planned In Honour Of African Journalists","730 words"," Africa News","","",
"All Africa Press Service","","","Kenya;Kenya's Down Trodden Lose A True Friend","435 words"," Africa News","","",
"All Africa Press Service","","","Uganda;Ugandan Bishop Fears For Abducted Seminarians","307 words"," Africa News","","",
"All Africa Press Service","","","Egypt;Mubarak Rejects Slander Over Copts' Discrimination","508 words"," Africa News","","",
"All Africa Press Service","","","Kenya;Cathedral Shelters Kenyans Fleeing Coastal Violence","844 words"," Africa News","","",
"All Africa Press Service","","","Central African Republic;Central African Republic Welcomes Vatican's Move","358 words"," Africa News","","",
"David Musoke, New Vision (Kampala)","","","Uganda;Bank to replace notes with coins","290 words"," Africa News","","",
"Martin Okumu, New Vision (Kampala)","","","Business and Finance;Chamber for Congo trade show","119 words"," Africa News","","",
"Sewanyo Kiganda, New Vision (Kampala)","","","Business and Finance;Picfare in Congo deal","140 words"," Africa News","","",
"John Kakande, New Vision (Kampala)","","","Uganda;Museveni to solve land issue","469 words"," Africa News","","",
"New Vision (Kampala)","","","Africa-at-Large;Uganda, Congo, Rwanda study transport links","325 words"," Africa News","","",
"Yunusu Abbey, New Vision (Kampala)","","","Uganda;Muslims in peace talks","183 words"," Africa News","","",
"Alfred Wasike, New Vision (Kampala)","","","Uganda;Iran opens Uganda Embassy","177 words"," Africa News","","",
"Panafrican News Agency","","","Sports - General;Two Moroccans To Feature At U.S. Open","566 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Zimbabwe Seen Getting More South African Investment","262 words"," Africa News","","",
"Musengwa Kayaya, PANA Staff Correspondent, Panafrican News Agency","","","Kaunda;Kaunda Goes For Treatment In South Africa","664 words"," Africa News","","",
"Aminata Toure, PANA Correspondent, Panafrican News Agency","","","Senegal;Senegalese Army Denies General Mobilization In Casamance","323 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Sierra Leone;Ecowas Ministers Consult On Sierra Leone","449 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Swaziland; Swaziland Pressures Broadcaster To Hand Over Footage","571 words"," Africa News","","",
"Ethiopian News Agency","","","Science and Health;Malaria affects over 1 million Ethiopians in Oromia;","178 words"," Africa News","","",
"Ethiopian News Agency","","","Science and Health;Government intervention said necessary to prevent AIDS","253 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Official discloses weakness of external audit","220 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;New customs operation not yet fully implemented","277 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;President says no country realizes equality for women","457 words"," Africa News","","",
"African National Congress of South Africa","","","South Africa; ANC Statement On The Seat Of Parliament","251 words"," Africa News","","",
"National Party (South Africa)","","","South Africa; National Party Statement on Seat of Parliament","293 words"," Africa News","","",
"Fred M'membe, Sundie Sinkala and Masautso Phiri, Post of Zambia (Lusaka)","","","Zambia;Police acted on orders","2348 words"," Africa News","","",
"Joe Kaunda, Post of Zambia (Lusaka)","","","Zambia;Shabbiness was an issue during riots","521 words"," Africa News","","",
"Catherine Mwewa, Post of Zambia (Lusaka)","","","Sports - Soccer;Namibia warns Zambia in COSAFA Cup final","344 words"," Africa News","","",
"Staff Reporter, Post of Zambia (Lusaka)","","","Zambia;Hounding of media heads worry press","169 words"," Africa News","","",
"Sam Mujuda and Rueben Phiri, Post of Zambia (Lusaka)","","","Zambia;September 1 Last Day For Vendors","738 words"," Africa News","","",
"Maurice Muchinda, Times of Zambia (Lusaka)","","","Science and Health;El Nino's cause of persistent droughts","1035 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Business and Finance;InterAir to fly again in Zambia","120 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Magistrates end strike","271 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Media groups to shun Zamcom?","178 words"," Africa News","","",
"Yuyo Kambikambi, Times of Zambia (Lusaka)","","","Sports - Soccer;CAF scoffs at FAZ","233 words"," Africa News","","",
"Timothy Sichela, Times of Zambia (Lusaka)","","","Sports - General;South Africa scoops cricket tourney","122 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Bank pumps $20m in new technology","341 words"," Africa News","","",
"Times of Zambia (Lusaka)","","","Zambia;Chiluba home bound","155 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Churches call for probe team","881 words"," Africa News","","",
"Times of Zambia (Lusaka)","","","Zambia;Assassination Attempt Setback to Political Rebirth (Editorial)","492 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Petition lawyers fail to close case","241 words"," Africa News","","",
"U.S. Department of State","","","United States and Africa;U.S. Sends Envoy to Back Democracy in Sierra Leone","159 words"," Africa News","","",
"Hugh Roberton, Cape Argus (Cape Town)","","","South Africa;FW drops Nats in crisis","495 words"," Africa News","","",
"National Party (South Africa)","","","South Africa; Resignation Statement by Former Pres FW de Klerk","1193 words"," Africa News","","",
"Cape Argus (Cape Town)","","","South Africa;FW de Klerk steps down (Editorial)","313 words"," Africa News","","",
"Joseph Aranes, Cape Argus (Cape Town)","","","South Africa;Airport access to be upgraded","181 words"," Africa News","","",
"Michael Morris, Cape Argus (Cape Town)","","","South Africa;Report predicts stable future for South Africa","419 words"," Africa News","","",
"Michael Morris, Cape Argus (Cape Town)","","","South Africa;Architects to look at the city's future","357 words"," Africa News","","",
"Stephen Wrottesley, Cape Argus (Cape Town)","","","South Africa;Korean city backs our Games bid","85 words"," Africa News","","",
"Gorry Bowes-Taylor, Cape Argus (Cape Town)","","","Arts and Entertainment;Robyn Cohen: the inside/outside vision of a returnee","908 words"," Africa News","","",
"Alide Dasnios, Cape Argus (Cape Town)","","","Business and Finance;SA Shoprite Checkers eyes fast food hungrily","433 words"," Africa News","","",
"Clive Sawyer, Cape Argus (Cape Town)","","","South Africa;Omar holds W Cape hot potato gingerly","1014 words"," Africa News","","",
"NATION Reporter and Correspondents, The Nation (Nairobi)","","","Kenya;Reform talks falter as teams deadlock","851 words"," Africa News","","",
"Emman Omari, The Nation (Nairobi)","","","Kenya;Government seeks higher taxes","544 words"," Africa News","","",
"NATION Team, The Nation (Nairobi)","","","Kenya;Reform talks must not be still-born (Editorial)","413 words"," Africa News","","",
"Truth and Reconciliation Commission","","","South Africa; Truth Commission Not to Seek Extension","437 words"," Africa News","","",
"Human Rights Watch (New York)","","","Rwanda; HRW Condemns Rwandan Massacre","809 words"," Africa News","","",
"Amnesty International","","","Zambia; Amnesty: Investigate shooting of opposition leaders","413 words"," Africa News","","",
"Post of Zambia (Lusaka)","","","Zambia;Miyanda's interview (Editorial)","974 words"," Africa News","","",
"Masautso Phiri, (Column), Post of Zambia (Lusaka)","","","Zambia;The Post Card: Assassination","801 words"," Africa News","","",
"Post of Zambia (Lusaka)","","","Sports - General;All set for Chisamba motor rally","277 words"," Africa News","","",
"Goodson Machona, Post of Zambia (Lusaka)","","","Sports - General;Karate team in Senegal without uniforms","304 words"," Africa News","","",
"Goodson Machona, Post of Zambia (Lusaka)","","","Sports - Soccer;3 pros join Zambian squad","313 words"," Africa News","","",
"Sam Mujuda, Reuben Phiri and Dickson Jere, Post of Zambia (Lusaka)","","","Zambia;Miyanda defends cops over Kabwe shootings","1190 words"," Africa News","","",
"F. M'membe, S. Sinkala, C. Mwondela, D. Jere and R. Phiri, Post of Zambia (Lusaka)","","","Zambia;Resign, Sichone tells Ngulube","3405 words"," Africa News","","",
"Conrad Angula, The Namibian (Windhoek)","","","Sports - Soccer;Namibia's training well on track","472 words"," Africa News","","",
"Christof Maletsky, The Namibian (Windhoek)","","","Namibia;Illegal fencing of land 'set to accelerate'","570 words"," Africa News","","",
"Tabby Moyo, The Namibian (Windhoek)","","","Namibia;Government eyes ex-pats in job creation bid","429 words"," Africa News","","",
"Max Hamata, The Namibian (Windhoek)","","","Namibia;Hamutenya criticises SA on trade practices","629 words"," Africa News","","",
"Tabby Moyo, The Namibian (Windhoek)","","","Namibia;N$125 million for ex-fighters disappeared","417 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Original Rhino in next month","303 words"," Africa News","","",
"Sifiso Dhlamini, Times of Zambia (Lusaka)","","","Business and Finance;Kawambwa tea output shoots up","315 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Zambian trader puts off soap making plans","267 words"," Africa News","","",
"Catherine Mutale, Times of Zambia (Lusaka)","","","Business and Finance;Firm clinches solar kit agency","449 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Science and Health;New contraceptive put on market;","225 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;State assures of more jobs","319 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Japan gives Zambia K7.5bn","257 words"," Africa News","","",
"Times of Zambia (Lusaka)","","","Zambia;Copper mine loses cause for concern (Editorial)","403 words"," Africa News","","",
"Isaac Malambo and Enock Ngoma, Times of Zambia (Lusaka)","","","Zambia;'Kaunda no threat'","684 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Sichone threatens to sue State","546 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Business And Finance;Mining operation makes K197.8bn loss","327 words"," Africa News","","",
"Times of Zambia (Lusaka)","","","Business and Finance;Lonhro buys K2bn cotton from Zambian farmers","132 words"," Africa News","","",
"Janet Ilunga, Times of Zambia (Lusaka)","","","Zambia;Villagers fume","395 words"," Africa News","","",
"Sports Reporter, Times of Zambia (Lusaka)","","","Sports - General;Karate: Karatekas aim high","350 words"," Africa News","","",
"Gerald Mulwanda, Times of Zambia (Lusaka)","","","Sports - Soccer;Zambian Pros 'roll' in","366 words"," Africa News","","",
"Potipher Tembo, Times of Zambia (Lusaka)","","","Sports - General;Zambian Olympics group warns defaulters","446 words"," Africa News","","",
"Ethiopian News Agency","","","Science and Health;Ethiopia's malaria epidemic spreads","153 words"," Africa News","","",
"Derese T/Wold, Ethiopian News Agency","","","Ethiopia;Gambella State Council elects provisional executives","163 words"," Africa News","","",
"Getachew Kejela, Ethiopian News Agency","","","Ethiopia;Meles describes Cater's SG-2000 as agricultural pioneer","546 words"," Africa News","","",
"Media Institute of Lesotho","","","Lesotho; Slavery woos foreign investment","273 words"," Africa News","","",
"Media Institute of Lesotho","","","Lesotho; Justice who breaks law","425 words"," Africa News","","",
"Media Institute of Lesotho","","","Lesotho; No clemency for party cleavage","680 words"," Africa News","","",
"Media Institute of Lesotho","","","Congo (Kinshasa); Hold off, Kabila!","2903 words"," Africa News","","",
"Media Institute of Lesotho","","","Lesotho; Killers under Govt. Cushion","2148 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Zambia; Alert - Post Editor Charged, Released On Bond","188 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Zambia; Alert- Journalism Institute Director Suspended","741 words"," Africa News","","",
"NATION Team, The Nation (Nairobi)","","","Kenya;NCEC, Govt on a collision path","997 words"," Africa News","","",
"NATION Team, The Nation (Nairobi)","","","Kenya;Likoni: Toll on police rises to 10","556 words"," Africa News","","",
"ELIAS MAKORI, The Nation (Nairobi)","","","Sports - General;Kiwis want security guarantee from Kenya","398 words"," Africa News","","",
"Andrew Kuria, The Nation (Nairobi)","","","Kenya;MPs sue 5 over sugar imports","282 words"," Africa News","","",
"The Nation (Nairobi)","","","Kenya;Keep violence out of court procedure (Editorial)","396 words"," Africa News","","",
"Philip W. Wambugu (Commentary), The Nation (Nairobi)","","","Kenya;No easy options in road safety","739 words"," Africa News","","",
"Clive Sawyer, Cape Argus (Cape Town)","","","South Africa;In politics, FW's timing is immaculate","1299 words"," Africa News","","",
"Michael Morris, Cape Argus (Cape Town)","","","South Africa;Madiba call signals bid's last lap","325 words"," Africa News","","",
"Clive Sawyer, Cape Argus (Cape Town)","","","South Africa;National Assembly says yes to 2004","105 words"," Africa News","","",
"Clive Sawyer, Cape Argus (Cape Town)","","","South Africa;Nats plot Cabinet comeback","490 words"," Africa News","","",
"Michael Morris, Cape Argus (Cape Town)","","","South Africa;Mayor to take children to Grand Bid Parade","105 words"," Africa News","","",
"Cape Argus (Cape Town)","","","South Africa;Freedom does not stop at the courtroom door (Editorial)","320 words"," Africa News","","",
"Tsebo Mats'asa, Mopheme/The Survivor (Maseru)","","","Business and Finance;Lesotho Woos Foreign Investors;Lesotho","573 words"," Africa News","","",
"Kekeletso Motopi, Mopheme/The Survivor (Maseru)","","","Lesotho;Armed Police Bar Telecom Workers","556 words"," Africa News","","",
"Kekeletso Motopi, Mopheme/The Survivor (Maseru)","","","Lesotho;SA-Lesotho Cooperate To Bust Crime","392 words"," Africa News","","",
"Khutliso Sekoati, Mopheme/The Survivor (Maseru)","","","Lesotho;Soldier Plans "Coup"","570 words"," Africa News","","",
"Africa Policy Information Center (Washington, DC)","","","Africa-at-Large; FAO Food Supply Report","2946 words"," Africa News","","",
"Chrispin Inambao, The Namibian (Windhoek)","","","Namibia;N$1m missing from get-rich quick scheme","428 words"," Africa News","","",
"Christof Maletsky, The Namibian (Windhoek)","","","Namibia;'Of course' we're against perks package says DTA","378 words"," Africa News","","",
"Tabby Moyo, The Namibian (Windhoek)","","","Namibia;Affirmative Action Bill sparks concern","336 words"," Africa News","","",
"Tabby Moyo, The Namibian (Windhoek)","","","Namibia;'GM has landed ...'","259 words"," Africa News","","",
"Helge Schutz, The Namibian (Windhoek)","","","Namibia;Call for greater Police powers","392 words"," Africa News","","",
"Christof Maletsky, The Namibian (Windhoek)","","","Namibia;Land tax targets farming 'barons'","417 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Relief food distributed in Gambella","120 words"," Africa News","","",
"Ethiopian News Agency","","","Science and Health;Ethiopia Continues to Combat Malaria","235 words"," Africa News","","",
"Ethiopian News Agency","","","Business and Finance;Transit operators say Ethiopian warehouses mishandle imports","288 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Rain failure affects 98,700 more people in Tigray","246 words"," Africa News","","",
"Ethiopian News Agency","","","Sports - General;Ethiopia ranks sixth at Youth Championships","285 words"," Africa News","","",
"Ethiopian News Agency","","","Africa-at-Large;Women heading national parliaments conclude meeting","260 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Zambia; Alert - Court Quashes Proposed Media Legislation","674 words"," Africa News","","",
"Mzilikazi wa Afrika, African Eye News Service (South Africa)","","","South Africa;Pupils hit by speeding vehicle","270 words"," Africa News","","",
"Mzilikazi wa Afrika, African Eye News Service (South Africa)","","","South Africa;Vigilante group and police reached agreement","334 words"," Africa News","","",
"Mzilikazi wa Afrika, African Eye News Service (South Africa)","","","South Africa;Practice army grenade costs boy his fingers","285 words"," Africa News","","",
"Sharon Hammond & Ezrom Sekgobela, African Eye News Service (South Africa)","","","South Africa;Wheelchair blitz in Mpumalanga","220 words"," Africa News","","",
"Sharon Hammond, African Eye News Service (South Africa)","","","Science and Health;50 000 Mpumalanga youth infected with Aids","400 words"," Africa News","","",
"Chege Gachamba, The Nation (Nairobi)","","","Kenya;Bishops: Is the Govt in charge?","837 words"," Africa News","","",
"NATION Reporter, The Nation (Nairobi)","","","Kenya;DP men spell out presidency plans","652 words"," Africa News","","",
"NATION Team, The Nation (Nairobi)","","","Kenya;Reforms: Moi makes demo threat","783 words"," Africa News","","",
"NATION Correspondents, The Nation (Nairobi)","","","Kenya;Maitha plea is withdrawn","430 words"," Africa News","","",
"The Nation (Nairobi)","","","Kenya;Yet again Kenyans' hopes are dimmed (Editorial)","874 words"," Africa News","","",
"Martin Wamunyima, Times of Zambia (Lusaka)","","","Zambia;Farmers, buyer bicker over price of cotton","835 words"," Africa News","","",
"Times of Zambia (Lusaka)","","","Zambia;UNIP cadres freed","320 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;University gets new boss","496 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Business and Finance;China dishes out K1.6bn","297 words"," Africa News","","",
"Yuyo Kambikambi and Melody Mwala, Times of Zambia (Lusaka)","","","Sports - Soccer;Zambian squad ready for battle","262 words"," Africa News","","",
"Brenda Katongola, Times of Zambia (Lusaka)","","","Sports - General;Zambian Sports Council to reach the unreached","301 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;'Smart' phone system launched","240 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Investors impress traders","226 words"," Africa News","","",
"Ben Phiri, Times of Zambia (Lusaka)","","","Business and Finance;Leather project in K430m boost","264 words"," Africa News","","",
"Catherine Mutale, Times of Zambia (Lusaka)","","","Business and Finance;Toy company set up in Lusaka","287 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Chiluba rebuts KK plot claims","820 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Petition lawyers seek DNA verdict review","607 words"," Africa News","","",
"Times of Zambia (Lusaka)","","","Zambia;Foreign firms eye shut mine","352 words"," Africa News","","",
"Sycorax Ndhlovu, Post of Zambia (Lusaka)","","","Science and Health;Disease threatens Barotseland cattle","824 words"," Africa News","","",
"Joe Kaunda and Dickson Jere, Post of Zambia (Lusaka)","","","Zambia;Kabwe top cops suspended by IG","1007 words"," Africa News","","",
"Dickson Jere and Reuben Phiri, Post of Zambia (Lusaka)","","","Zambia;Opposition advised to brace for self defence","1443 words"," Africa News","","",
