"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE",
"John Mwaura, PANA Correspondent, Panafrican News Agency","","","Kenya;Moi Not Among Unopposed Kenyan MPs","239 words"," Africa News","","",
"Panafrican News Agency","","","Southern Africa;Southern African Integrated Development Meeting Opens Monday","217 words"," Africa News","","",
"Panafrican News Agency","","","Sports - General;Nigerian Tigers Maul Tanzania In Female Basket","118 words"," Africa News","","",
"Panafrican News Agency","","","Sports - Soccer;Raja Casablanca Win African Champions League","83 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Nigeria;Six Killed in Nigerian Explosion, Auto Crash","324 words"," Africa News","","",
"S. Jules Gueye, PANA Staff Correspondent, Panafrican News Agency","","","Mauritania;Incumbent Mauritanian President Re-elected","456 words"," Africa News","","",
"Ghion Hagos, PANA Staff Correspondent, Panafrican News Agency","","","Comoros;Comorian Meeting Ends With Framework for Peace","613 words"," Africa News","","",
"New Vision (Kampala)","","","Uganda;Kony's X-Mas Gift (Editorial)","298 words"," Africa News","","",
"Sunday Vision Reporter, New Vision (Kampala)","","","Uganda;Kasese Soldiers To Face Court Martial - Major","304 words"," Africa News","","",
"Abraham Odeke, New Vision (Kampala)","","","Sports - Soccer;Ex-Soccer Star Held By Police","339 words"," Africa News","","",
"Lawrence Wamanga, New Vision (Kampala)","","","Business and Finance;Uganda: Second Telecom Operator Approved","571 words"," Africa News","","",
"Milton Olupot and Joy Kabagambe, New Vision (Kampala)","","","Uganda;Upcountry Fares Hike","183 words"," Africa News","","",
"Alfred Wasike, New Vision (Kampala)","","","Uganda;Now MPs Drop Off Muhwezi Petition","607 words"," Africa News","","",
"Ciugu Mwagiru, The Nation (Nairobi)","","","Kenya;Why clashes had to happen","1644 words"," Africa News","","",
"The Nation (Nairobi)","","","Kenya;Electoral Commission's Kivuitu: Why polls will be fair","1785 words"," Africa News","","",
"Mbatau Wa Ngai, The Nation (Nairobi)","","","Kenya;Voter apathy not good for economy","966 words"," Africa News","","",
"Kwendo Opanga, The Nation (Nairobi)","","","Kenya;Successor to take centre stage after Dec 29","1631 words"," Africa News","","",
"Wachira Maina (Commentary), The Nation (Nairobi)","","","Kenya;Exploding myths the opposition hold dear","1900 words"," Africa News","","",
"Mburu Mwangi, The Nation (Nairobi)","","","Kenya;Matiba in Convention plan","664 words"," Africa News","","",
"Mwangi Wairindi And Vincent Mwangi, The Nation (Nairobi)","","","Kenya;Kanyingi and son arrested at Tigoni","349 words"," Africa News","","",
"Star Radio (Monrovia)","","","Liberia; Liberian Daily News Bulletin","1120 words"," Africa News","","",
"U.S. Department of State","","","United States and Africa; Albright and Mugabe Joint Press Conference","1951 words"," Africa News","","",
"United States Information Agency","","","United States and Africa; Rangel Notes Africa's Economic And Political Renewal","1877 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Politicians cut capital expenditure and then splurge on luxury cars","1141 words"," Africa News","","",
"Justin Arenstein & Mzilikazi wa Afrika, African Eye News Service (South Africa)","","","South Africa;License scandal traffic director slips back into office","756 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Kruger Park head for observation while fraud probe noose tightens","552 words"," Africa News","","",
"Sharon Hammond, African Eye News Service (South Africa)","","","South Africa;Conservative rural parents outraged at matric exam questions","331 words"," Africa News","","",
"Dumisane Lubisi, African Eye News Service (South Africa)","","","South Africa;Complaints that new RDP houses smaller than apartheid models","300 words"," Africa News","","",
"The White House (Washington)","","","United States and Africa; Clinton Notifies Congress Of Sanctions Against UNITA","1225 words"," Africa News","","",
"World Food Programme","","","Africa-at-Large; WFP Emergency Report No. 50 - Africa","1850 words"," Africa News","","",
"The International Freedom Of Expression Exchange","","","Guinea; Action Alert - Journalist Foday Fofana detained","351 words"," Africa News","","",
"Ghana Focus (Accra)","","","Ghana;Muslim riots spread in the northern part of Ghana","241 words"," Africa News","","",
"Ghana Focus (Accra)","","","Ghana;Victim of blood-sucking US doctor takes company to court","180 words"," Africa News","","",
"Newton Kanhema, PANA Correspondent, Panafrican News Agency","","","Congo Kinshasa;SA Police Expect Mobutu's Generals To Apply For Asylum","318 words"," Africa News","","",
"Panafrican News Agency","","","Zambia;Tanzanian Gets Three Year Sentence For Defilement","141 words"," Africa News","","",
"Panafrican News Agency","","","Zambia;Zambian Detainee Accuses Police of Vengeance","536 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Zimbabwe Reserve Bank Raises Rediscount Rate Again","344 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;Nyerere Calls For Sub-Saharan Political Unity","371 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Nigeria;Nigeria's New Foreign Policy thrust","529 words"," Africa News","","",
"Panafrican News Agency","","","West Africa;ECOWAS Ministers Begin Meeting In Lome","142 words"," Africa News","","",
"Newton Kanhema, PANA Correspondent, Panafrican News Agency","","","South Africa;A.N.C. Invites Inkatha To ITS 50th National Conference","373 words"," Africa News","","",
"Tepitapia Sannah, PANA Correspondent, Panafrican News Agency","","","Sierra Leone;60 Sierra Leoneans Drown in Mano River","246 words"," Africa News","","",
"Panafrican News Agency","","","United States and Africa;Albright Holds Talks With Mugabe","419 words"," Africa News","","",
"Musengwa Kayaya, PANA Staff Correspondent, Panafrican News Agency","","","Sports - Soccer;Zambia Reaps Soccer, Boxing Honours","212 words"," Africa News","","",
"Panafrican News Agency","","","United States and Africa;US Secretary Of State Arrives In Harare","111 words"," Africa News","","",
"Panafrican News Agency","","","Southern Africa;Rumours Of Poaching Increasing Denied In Harare","496 words"," Africa News","","",
"Panafrican News Agency","","","Sports - Soccer;Algeria's Military Team Beats Libya's 2-0","155 words"," Africa News","","",
"Felix Njoku, PANA Staff Correspondent, Panafrican News Agency","","","Africa-at-Large;United Nations Wants World Media To Fight Poverty","488 words"," Africa News","","",
"Zimbabwe Standard (Harare)","","","Zimbabwe;Sunday Opinion: Blacks are not all the same II","684 words"," Africa News","","",
"Staff Writer, Zimbabwe Standard (Harare)","","","Zimbabwe;Law faculty condemns brutality","177 words"," Africa News","","",
"Thabo Kunene, Zimbabwe Standard (Harare)","","","Zimbabwe;Zanu PF's actions-last kicks of a dying animal","827 words"," Africa News","","",
"Zimbabwe Standard (Harare)","","","Zimbabwe;Hell hath no fury like a government on its last legs (Editorial)","624 words"," Africa News","","",
"Staff Writer, Zimbabwe Standard (Harare)","","","Zimbabwe;Mugabe cancels foreign trip","209 words"," Africa News","","",
"Staff Writer, Zimbabwe Standard (Harare)","","","Business and Finance;Land Grab Halts Zimbabwe Sugar Plan","495 words"," Africa News","","",
"Zimbabwe Standard (Harare)","","","Zimbabwe;Housing allocation annoys Bulawayo residents","422 words"," Africa News","","",
"Zimbabwe Standard (Harare)","","","Southern Africa;No increase in poaching since Cites-wildlife groups","475 words"," Africa News","","",
"Staff Writer, Zimbabwe Standard (Harare)","","","Business and Finance;Mayor's Christmas Cheer Fund in squabble over advertising","376 words"," Africa News","","",
"Zimbabwe Standard (Harare)","","","Business and Finance;Sol Kerzner to buy Vic Falls Hotel?","147 words"," Africa News","","",
"Staff Writer, Zimbabwe Standard (Harare)","","","Zimbabwe;'I'd like to beat up Tsvangirai too'- taxi driver","250 words"," Africa News","","",
"Joyce Hamba, Zimbabwe Standard (Harare)","","","Zimbabwe;Garage pours water into customers' petrol tanks","376 words"," Africa News","","",
"Staff Writer, Zimbabwe Standard (Harare)","","","Zimbabwe;'I will continue,' says Tsvangirai","375 words"," Africa News","","",
"Sports Writer, Zimbabwe Standard (Harare)","","","Sports - Soccer;Zifa trying to block elections","607 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Aid enhances growth in sound policy environment","203 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Investment Centre issues three licences to Zambian firms","247 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Law stocks push up maize prices","301 words"," Africa News","","",
"Alfred Kapalaya, Times of Zambia (Lusaka)","","","Zambia;Nurses, midwives now empowered","820 words"," Africa News","","",
"Melody Mwala, Times of Zambia (Lusaka)","","","Sports - Soccer;Under-20 retain Cup","275 words"," Africa News","","",
"Shapi Shacinda, Times of Zambia (Lusaka)","","","Sports - Soccer;Sweet victory Zambia clip Eagles wings","435 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Don't retrench public workers on 1992 packages-ZCTU","252 words"," Africa News","","",
"Times of Zambia (Lusaka)","","","Zambia;Feel at home, Veep tells Sikhs","289 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;NHA suspends new housing stocks construction","352 words"," Africa News","","",
"News desk, Times of Zambia (Lusaka)","","","Zambia;Zambians may question Kaunda's innocence (Editorial)","498 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Talks to go on, insists MMD","789 words"," Africa News","","",
"National Party (South Africa)","","","South Africa; Sale Of Nuclear Technology To China Condemned","185 words"," Africa News","","",
"Western Sahara Referendum Support Association","","","Western Sahara;Sahara Weekly News Update","430 words"," Africa News","","",
"Richard Mutumba, New Vision (Kampala)","","","Science and Health;Cholera Breaks Out In Ggaba, Uganda","421 words"," Africa News","","",
"New Vision (Kampala)","","","Uganda;Accept The Truth (Editorial)","514 words"," Africa News","","",
"Yunusu Abbey, New Vision (Kampala)","","","Uganda;Makerere Decides On Kagingo Today","241 words"," Africa News","","",
"John Eremu, New Vision (Kampala)","","","Uganda;Primary schools to merge","293 words"," Africa News","","",
"Emmy Allio, New Vision (Kampala)","","","Uganda;Rebels Kill 8 In Arua","263 words"," Africa News","","",
"Erich Ogoso Opolot, New Vision (Kampala)","","","Uganda;13 MPs Quit Muhwezi Censure","325 words"," Africa News","","",
"Karyeija Kagambirwe, New Vision (Kampala)","","","Uganda;Floods Cut Off 40% Key Roads","372 words"," Africa News","","",
"i'Afrika News Network (Copenhagen)","","","Zimbabwe;Zimbabwe News Roundup","1351 words"," Africa News","","",
"i'Afrika News Network (Copenhagen)","","","Zimbabwe;New culture develops in ruling party","982 words"," Africa News","","",
"U.S. Department of State","","","United States and Africa; U.S. Condemns Attack On Rwanda Refugee Camp","200 words"," Africa News","","",
"Nation Correspondents, The Nation (Nairobi)","","","Kenya;Cholera spreads fast in slums","219 words"," Africa News","","",
"Kariuki Waihenya And Justin Konchora, The Nation (Nairobi)","","","Kenya;Nurses' strike enters 17th day","544 words"," Africa News","","",
"Justin Konchora, The Nation (Nairobi)","","","Kenya;Church urges acceptance of people's poll verdict","413 words"," Africa News","","",
"Nation Team, The Nation (Nairobi)","","","Kenya;Campaign hots up as date nears","771 words"," Africa News","","",
"Star Radio (Monrovia)","","","Liberia; Liberian Daily News Bulletin","1077 words"," Africa News","","",
"Chrispin Inambao, The Namibian (Windhoek)","","","Namibia;Chief's graveyard used for mahangu","279 words"," Africa News","","",
"Kate Burling, The Namibian (Windhoek)","","","Namibia;Survey to check damage to jetty","358 words"," Africa News","","",
"Kate Burling, The Namibian (Windhoek)","","","Namibia;The ugly side of Christmas","423 words"," Africa News","","",
"Chrispin Inambao, The Namibian (Windhoek)","","","Namibia;Knives & booze 'a fatal cocktail'","165 words"," Africa News","","",
"Hugh Ellis, The Namibian (Windhoek)","","","Namibia;Rwandan Genocide suspect booted for 'professional reasons'","260 words"," Africa News","","",
"Chrispin Inambao, The Namibian (Windhoek)","","","Southern Africa;No cash for Angolan refugees","443 words"," Africa News","","",
"Zoe Titus, The Namibian (Windhoek)","","","Namibia;Grootfontein abuzz with 'devilish' rumours","690 words"," Africa News","","",
"Cape Argus (Cape Town)","","","South Africa;In search of the real ANC (Leader) (Editorial)","314 words"," Africa News","","",
"Andrea Botha, Cape Argus (Cape Town)","","","South Africa;Sausage machine justice","570 words"," Africa News","","",
"Clive Sawyer, Cape Argus (Cape Town)","","","South Africa;Mandela still on the road to freedom","1076 words"," Africa News","","",
"Business Reporter, Cape Argus (Cape Town)","","","Business and Finance;South Africa's Langeberg goes East for growth","397 words"," Africa News","","",
"All Africa Press Service","","","Madagascar;Madagascar Politics Worrying To Churches","636 words"," Africa News","","",
"All Africa Press Service","","","Congo Kinshasa;UN Team Begins Massacre Probe In Former Zaire","360 words"," Africa News","","",
"All Africa Press Service","","","Congo Kinshasa;Cleric Arrested In Democratic Republic Of Congo","288 words"," Africa News","","",
"All Africa Press Service","","","Tanzania;Tanzania's First African Roman Catholic Cardinal Dies","239 words"," Africa News","","",
"All Africa Press Service","","","Science and Health;Ugandan Parents Admonished Over Abandoned HIV Children","266 words"," Africa News","","",
"All Africa Press Service","","","Sudan;Tragic Death Accentuates Gun Control Issue In Sudan","245 words"," Africa News","","",
"All Africa Press Service","","","Africa-at-Large;Racial Harmony Must Start With The Church","236 words"," Africa News","","",
"All Africa Press Service","","","Africa-at-Large;Evangelical Body Holds Seventh General Assembly","559 words"," Africa News","","",
"All Africa Press Service","","","Africa-at-Large;Africa's Options For Survival: Scholars Speak Out","1348 words"," Africa News","","",
"All Africa Press Service","","","Science and Health;Controversial Treatment Gives Hope To Many AIDS Patients","876 words"," Africa News","","",
"All Africa Press Service","","","Africa-at-Large;The Role Of Christian Communication In Changing Africa","950 words"," Africa News","","",
"Business Malawi (Blantyre)","","","Malawi;Financial Services Serving the Entrepreneur","2477 words"," Africa News","","",
"Business Malawi (Blantyre)","","","Malawi;British Investor Shot Dead","378 words"," Africa News","","",
"Business Malawi (Blantyre)","","","Business and Finance;Muluzi Bans Maize Hike","354 words"," Africa News","","",
"UN High Commissioner for Refugees (Geneva)","","","East Africa; Great Lakes Briefing Notes","317 words"," Africa News","","",
"Ghana Focus (Accra)","","","West Africa;ECOWAS convenes an emergency summit","239 words"," Africa News","","",
"Ghana Focus (Accra)","","","Ghana;Ghanaians deported from Libya and Algeria","125 words"," Africa News","","",
"Star Radio (Monrovia)","","","Liberia; Liberian Daily News Bulletin","939 words"," Africa News","","",
"Sharon Hammond, African Eye News Service (South Africa)","","","South Africa;Cholera cases down, but risk still high","366 words"," Africa News","","",
"Sharon Hammond, African Eye News Service (South Africa)","","","Science and Health;Malaria drops by two thirds in Mpumalanga, South Africa","326 words"," Africa News","","",
"Sharon Hammond, African Eye News Service (South Africa)","","","South Africa;Impoverished community to protect reserve","410 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Maharaj pushes Wabenzi to return their new luxury cars","570 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Maputo toll road financing finalised in record time","350 words"," Africa News","","",
"Desmond Davies, PANA Correspondent, Panafrican News Agency","","","Science and Health;1997: The Year The World Caught Fire","258 words"," Africa News","","",
"Panafrican News Agency","","","Zambia;Detainee Denies Holding Meeting With Mung'omba","335 words"," Africa News","","",
"Panafrican News Agency","","","Zimbabwe;Refugee Posing As Zimbabwean War Veteran Charged","240 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Zimbabwe Tobacco Farmers Slam Reserve Bank Over Rediscount Rate","248 words"," Africa News","","",
"Panafrican News Agency","","","Kenya;Kenya Begins Massive Flood Relief Operations","319 words"," Africa News","","",
"Panafrican News Agency","","","West Africa;African Development Bank Makes Loans To Gambia, Ghana","138 words"," Africa News","","",
"Panafrican News Agency","","","Guinea;African Development Bank grants loan to Guinea","140 words"," Africa News","","",
"Panafrican News Agency","","","Somalia;U.N. To Provide Food Aid To 600,000 Somalis","187 words"," Africa News","","",
"Panafrican News Agency","","","Mozambique;Convicted Killers Of Britons Escape From Mozambican Prison","173 words"," Africa News","","",
"Paul Okolo, PANA Correspondent, Panafrican News Agency","","","Business and Finance;Seasonal Share Dumping Hits Nigerian Bourse","300 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Comesa Travellers Cheques To Expire End December","206 words"," Africa News","","",
"Panafrican News Agency","","","Zambia;Zambian Court Refuses To Suspend Petition Submissions","459 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Nigeria;Abacha Reconstitutes Cabinet, Retains 16 Old Ministers","714 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Nairobi's Stock Market Activity Down","313 words"," Africa News","","",
"Panafrican News Agency","","","Uganda;Cholera Sweeps Through Kampala","240 words"," Africa News","","",
"Peter Efande, PANA Correspondent, Panafrican News Agency","","","Cameroon;Blind Cameroonians in Brisk Business","864 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;UN Says Growth In Africa Slowed Down In 1997","334 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Ashanti Goldfields Company Picks Up In Trading","263 words"," Africa News","","",
"Jerome Hule, PANA Correspondent, Panafrican News Agency","","","Congo Kinshasa;Hostility Forces UN Team To Leave Mbandaka","252 words"," Africa News","","",
"Panafrican News Agency","","","Ethiopia;World Bank Approves 200 Million Dollars For Ethiopia","158 words"," Africa News","","",
"Martin Wamunyima, Times of Zambia (Lusaka)","","","Zambia;Zambian prisons hell on earth","880 words"," Africa News","","",
"Brenda Katongola, Times of Zambia (Lusaka)","","","Sports - General;Zambia's Victories cheer Harrington","383 words"," Africa News","","",
"Timothy Sichela, Times of Zambia (Lusaka)","","","Sports - General;Bwalya offers rematch","373 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Kitwe firms set up branches in Congo -K","247 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Kitwe guest houses prove popular","279 words"," Africa News","","",
"A Correspondent, Times of Zambia (Lusaka)","","","Business and Finance;Credit discipline low, says fund","315 words"," Africa News","","",
"Business Reporter, Times of Zambia (Lusaka)","","","Business and Finance;'Stones' industry in $5m windfall","180 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Land tribunal faces financial woes","233 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Somali trader jailed for defilement","518 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Lecturers reject DANIDA education reform programme","197 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Kaunda coming back, says aide","610 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;It's vengeance, cries detainee","414 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Miners in quandary over price of houses","460 words"," Africa News","","",
"John Freudenberg, Cape Argus (Cape Town)","","","Sports - General;Cronj hits back at claims of cheating","379 words"," Africa News","","",
"Llewellyn jones, Business Reporter, Cape Argus (Cape Town)","","","Business and Finance;Cape group gets stake in Prima Toys","289 words"," Africa News","","",
"Cape Argus (Cape Town)","","","Business and Finance;South Africa's Namas tackle diamond mining firm","740 words"," Africa News","","",
"Clive Sawyer, Political Correspondent, Cape Argus (Cape Town)","","","South Africa;Mandela's parting shots","256 words"," Africa News","","",
"Masautso Phiri and Amos Malupenga, Post of Zambia (Lusaka)","","","Zambia;FTJ accused of leaking his talks with Mandela","741 words"," Africa News","","",
"Reuben Phiri, Post of Zambia (Lusaka)","","","Zambia;US applauds talks initiative","394 words"," Africa News","","",
"Mukalya Nampito, Post of Zambia (Lusaka)","","","Zambia;Mung'omba appeals","420 words"," Africa News","","",
"Hugh Ellis, The Namibian (Windhoek)","","","Namibia;No changes to extra budget As MP warns of school drop-out danger","264 words"," Africa News","","",
"Hugh Ellis, The Namibian (Windhoek)","","","Namibia;Concern on hostel hikes","292 words"," Africa News","","",
"Hugh Ellis, The Namibian (Windhoek)","","","Namibia;Deputy minister urges Constitution change","404 words"," Africa News","","",
"Kate Burling, The Namibian (Windhoek)","","","Namibia;No bail for rape suspect","439 words"," Africa News","","",
"Kate Burling, The Namibian (Windhoek)","","","Business and Finance;Time running out for Rossing talks","470 words"," Africa News","","",
"Christof Maletsky, The Namibian (Windhoek)","","","Business and Finance;Namibian Mines facing 'stream of claims'","516 words"," Africa News","","",
"Christof Maletsky, The Namibian (Windhoek)","","","Business and Finance;Mineworkers Union of Namibia aims for takeover","560 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Botswana; Former Editor, Reporter Appear Before Court","273 words"," Africa News","","",
"Caxton Apollo, The Nation (Nairobi)","","","Sports - General;Kenyans win tough clash in women's basketball","426 words"," Africa News","","",
"Nation Correspondent, The Nation (Nairobi)","","","Sports - Soccer;16 local referees selected by FIFA","245 words"," Africa News","","",
"The Nation (Nairobi)","","","Kenya;Nurses' Strike shouldn't have lasted long (Editorial)","396 words"," Africa News","","",
"World Food Programme","","","Southern Africa; Supplement to WFP Emergency Report no. 50 of 1997","1608 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","Business and Finance;Trac announces main contractors for R2-billion toll road","444 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Mpumalanga tackles R50 000 per day petrocard fraud","492 words"," Africa News","","",
"World Bank","","","Eritrea;Bank Approves Loan To Improve Health Care In Eritrea","353 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Small Number of Muslim Scientists Deplored","753 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Over 1,600 Get Eye Treatment In Harare","345 words"," Africa News","","",
"Peter Masebu, PANA Staff Correspondent, Panafrican News Agency","","","Science and Health;Grappling With The Nutritional Aspect Of AIDS","801 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Cholera Killed Over 250 In Mozambique In Four Months","149 words"," Africa News","","",
"Newton Kanhema, PANA Correspondent, Panafrican News Agency","","","South Africa;Mbeki Succeeds Mandela As Africa National Congress Leader","627 words"," Africa News","","",
"Panafrican News Agency","","","West Africa;West African Leaders Begin Extraordinary Security Summit","208 words"," Africa News","","",
"Newton Kanhema, PANA Correspondent, Panafrican News Agency","","","South Africa;Madikizela-Mandela Declines to Stand for ANC Deputy Presidency","533 words"," Africa News","","",
"Panafrican News Agency","","","Nigeria;Former Ranking Nigerian Official, Aliyu, Dies in Crash","162 words"," Africa News","","",
"Panafrican News Agency","","","Zambia;Kaunda Says He is Returning To Zambia Soon","441 words"," Africa News","","",
"John Mwaura, PANA Correspondent, Panafrican News Agency","","","Kenya;Kenyan Nurses' Strike Enters 20th Day","350 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Science and Health;Lagos State Citizens Promised Free Malaria Treatment","339 words"," Africa News","","",
"Mildred Mulenga, PANA Staff Correspondent, Panafrican News Agency","","","Zambia;Seventeen Zambian Parties Agree To Hold Talks","313 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Zimbabwe Dollar Shows Signs Of Stability","237 words"," Africa News","","",
"Jerome Hule, PANA Correspondent, Panafrican News Agency","","","Congo Kinshasa;UN Envoy Explains Reasons Of Demonstrations Against UN Team","278 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Africa Doing Well In Anti-Polio Immunization","345 words"," Africa News","","",
"Mildred Mulenga, PANA Staff Correspondent, Panafrican News Agency","","","Sports - General;New Commonwealth Boxing Champion In Hospital","435 words"," Africa News","","",
"Panafrican News Agency","","","Zimbabwe;Sithole Accuses Government Of Destroying Him","289 words"," Africa News","","",
"Panafrican News Agency","","","Zimbabwe;ADB Approves New Loans For Zimbabwe","254 words"," Africa News","","",
"Freedom Forum","","","Africa-at-Large;African Women's Media Center Opens","391 words"," Africa News","","",
"The National Summit on Africa","","","United States and Africa; National Summit on Africa Is Launched","527 words"," Africa News","","",
"Christof Maletsky, The Namibian (Windhoek)","","","Namibia;Farmworker left in lurch","302 words"," Africa News","","",
"Chrispin Inambao, The Namibian (Windhoek)","","","Namibia;DTA veteran breaks away","359 words"," Africa News","","",
"Hugh Ellis, The Namibian (Windhoek)","","","Namibia;Home brew - tradition or social evil?","256 words"," Africa News","","",
"Chrispin Inambao, The Namibian (Windhoek)","","","Namibia;Mob justice claims another life","254 words"," Africa News","","",
"Christof Maletsky, The Namibian (Windhoek)","","","Business and Finance;NEPRU changes its tune on SAB 'aggression'","400 words"," Africa News","","",
"Staff Reporter, The Namibian (Windhoek)","","","Namibia;Home Affairs official faces serious charges","336 words"," Africa News","","",
"The Namibian (Windhoek)","","","Namibia;Norway funds Kutako statue","340 words"," Africa News","","",
"Hugh Ellis, The Namibian (Windhoek)","","","Namibia;Call for Truth Commission in Namibia","195 words"," Africa News","","",
"Hugh Ellis, The Namibian (Windhoek)","","","Namibia;Government urged to avoid debt trap","625 words"," Africa News","","",
"The International Freedom Of Expression Exchange","","","Congo Kinshasa; South African journalist Mossi Mwassi arrested","337 words"," Africa News","","",
"Philip Ochieng, Special Corespondent (Commentary), The East African (Nairobi)","","","Kenya;KBC Coverage Question an Issue of 'Cannot' Rather than 'Will Not'","677 words"," Africa News","","",
"John Kariuki, Special Correspondent, The East African (Nairobi)","","","Kenya;Police Warn Candidates on the Use of Campaign Posters","674 words"," Africa News","","",
"Gitau Warigi, The Eastafrican, The East African (Nairobi)","","","Kenya;Also-Rans Clog the Presidential Field in Kenya","952 words"," Africa News","","",
"Gitau Warigi, The Eastafrican, The East African (Nairobi)","","","Kenya;With 10 Seats Already Won, Kanu Looks Safe","949 words"," Africa News","","",
"Alex Diang'a, Special Corespondent, The East African (Nairobi)","","","Science and Health;When You're Old, Ailing, Penniless and Abandoned . . .","972 words"," Africa News","","",
"Alex Diang'a, Special Corespondent, The East African (Nairobi)","","","Science and Health;Introduce Health Policy for Older People - say Kenyan Medics","780 words"," Africa News","","",
"Edmund Kwena, Special Corespondent, The East African (Nairobi)","","","Business and Finance;KFB Depositors Threaten to Sue the Central Bank","566 words"," Africa News","","",
"The East African (Nairobi)","","","United States and Africa;The Albright Visit to Africa","599 words"," Africa News","","",
"Robert Rweyemamu (Column), The East African (Nairobi)","","","Tanzania;Law Against Lump Sum Rent, Who Cares?","574 words"," Africa News","","",
"Charles Onyango-Obbo (Column), The East African (Nairobi)","","","Rwanda;At least the Children Are Smiling Again","697 words"," Africa News","","",
"The East African (Nairobi)","","","Kenya;Alarm over Violence Probe by Kenya Poll Commission","1235 words"," Africa News","","",
"Adonia Ayebare, The East African (Nairobi)","","","United States and Africa;African States Chart a Joint Stance for US","988 words"," Africa News","","",
"Davey Sakala (Commentary), Times of Zambia (Lusaka)","","","Sports - General;Is Felix Bwalya a genuine champion?","616 words"," Africa News","","",
"Yuyo Kambikambi, Times of Zambia (Lusaka)","","","Sports - Soccer;'Victory not vital just now'","345 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Lusaka shops a hive of activity","356 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Rainfall cheers Zambian honey collectors","210 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Zanaco reaps K1 billion profit","373 words"," Africa News","","",
"Ezekiel Zulu, Times of Zambia (Lusaka)","","","Southern Africa;SANASO conference long stride in the right direction","853 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Ireland plans $2m aid to Zambia","533 words"," Africa News","","",
"Times of Zambia (Lusaka)","","","Zambia;Mental patients starve at Sazu resettlement","302 words"," Africa News","","",
"Davey Sakala and Brenda Katongola, Times of Zambia (Lusaka)","","","Zambia;Boxer Bwalya hospitalised","577 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Secret information led to Chimba's detention","389 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Petition lawyers' request tossed out","244 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Agents blamed for fuel crisis","305 words"," Africa News","","",
